warehouse_code,item_code,sales_days,input_cd
10,132663,12,132663
10,132761,79,132761
10,133034,11,
10,133057,38,133057
10,133058,22,
10,135073,25,
10,135125,34,
10,135153,50,
10,141004,44,
10,141019,164,141019
10,141020,179,141020
10,141026,37,
10,141027,82,141027
10,141028,121,141028
10,141036,89,141036
10,141037,141,141037
10,141038,7,141038
10,141043,65,
10,141044,28,141044
10,141048,53,141048
10,141049,94,141049
10,141060,56,141060
10,141077,149,141077
10,141078,21,141078
10,141081,42,141081
10,141238,15,141238
10,141314,34,141314
10,142016,36,142016
10,142026,36,
10,142056,38,142056
10,142069,56,
10,142070,32,
10,142102,131,142102
10,142104,25,
10,142247,73,
10,142269,18,
10,142330,132,142330
10,142339,58,
10,142342,27,
10,142349,55,
10,142350,27,
10,142368,126,142368
10,142369,54,
10,142388,14,
10,142404,128,
10,142405,36,
10,142534,36,
10,142543,153,142543
10,142544,39,
10,142627,157,
10,142628,55,
10,142661,17,
10,142713,24,
10,142751,75,
10,142752,17,
10,142753,54,
10,142755,44,
10,142756,13,
10,142765,13,
10,142773,67,
10,142774,33,
10,142827,26,
10,142839,42,
10,142847,43,
10,142848,47,
10,142859,157,
10,142860,81,
10,142879,47,
10,142891,44,
10,142897,37,
10,143002,11,143002
10,143004,173,143004
10,143005,135,143005
10,143007,81,143007
10,143011,42,
10,143012,36,143012
10,143015,140,143015
10,143022,54,
10,143024,181,143024
10,143025,157,143025
10,143027,11,
10,143037,84,143037
10,143047,69,
10,143059,176,143059
