warehouse_code,item_code,sales_days,input_cd
11,211208,68,
11,211212,10,
11,211218,43,
11,211235,156,
11,211237,70,
11,211245,44,
11,211264,161,
11,211269,51,
11,211284,46,
11,211289,47,
11,211310,21,
11,211338,95,
11,211351,164,
11,211354,53,
11,211393,48,
11,211407,31,
11,211431,59,
11,211523,21,
11,211544,33,
11,211634,58,
11,211643,60,
11,211645,73,
11,211667,17,
11,211669,29,
11,211672,51,
11,211677,47,
11,211678,34,
11,211689,56,
11,211708,12,
11,211710,41,
11,211723,13,
11,211739,37,
11,211756,56,
11,211790,42,
11,211791,46,
11,211799,24,
11,211827,30,
11,211889,11,
11,211891,23,
11,211899,144,
11,211934,12,
11,211950,27,
11,211954,39,
11,211975,9,
11,211976,21,
11,211993,50,
11,212013,29,
11,212016,17,
11,212061,32,
11,212103,34,
11,213003,37,
11,213032,27,
11,213047,40,
11,213067,19,
11,213078,10,
11,213125,42,
11,213129,25,
11,213184,27,
11,213185,19,
11,213206,12,
11,213263,25,
11,213296,37,
11,213309,30,
11,213310,34,
11,213370,80,
11,213408,40,
11,213409,32,
11,213459,33,
11,214017,13,
11,214083,14,
11,214088,15,
11,214107,20,
11,214174,26,
11,214199,45,
11,214204,14,
11,214314,86,
11,214315,30,
11,214319,12,
11,215021,23,
11,215031,21,
11,215032,15,
11,215050,24,
11,215053,24,
11,215056,86,
11,215059,20,
11,215070,8,
11,215075,24,
11,215076,25,
11,215096,34,
11,215120,25,
11,215410,45,
11,215435,70,
11,215436,54,
11,215470,68,
11,215471,46,
11,216065,14,
11,221036,27,
11,221055,53,
11,221067,23,
11,221103,118,
11,221104,24,
11,221113,18,
11,221136,24,
11,221160,53,
11,221169,15,
11,221194,101,
11,221196,25,
11,221252,35,
11,221260,37,
11,221277,11,
11,221278,28,
11,221300,68,
11,221314,35,
11,221348,35,
11,221349,52,
11,221354,55,
11,221355,43,
11,221357,47,
11,221358,68,
11,221361,27,
11,221378,26,
11,221389,16,
11,221395,37,
11,221396,18,
11,221400,23,
11,221403,36,
11,221405,70,
11,221406,83,
11,221425,55,
11,221428,11,
11,221430,41,
11,221431,74,
11,221439,29,
11,221442,17,
11,221444,36,
11,221507,43,
11,221509,95,
11,221537,19,
11,221539,23,
11,221613,34,
11,221627,40,
11,221634,39,
11,221643,28,
11,221649,26,
11,221682,33,
11,221702,16,
11,221726,50,
11,221736,32,
11,221742,48,
11,221751,44,
11,221756,22,
11,221761,64,
11,221766,12,
11,221767,33,
11,221790,45,
11,221797,29,
11,221859,170,
11,221939,20,
11,221988,10,
11,222004,41,
11,222009,73,
11,222040,41,
11,222052,31,
11,222054,31,
11,222055,82,
11,222107,40,
11,222120,66,
11,222124,15,
11,222130,51,
11,222132,9,
11,222133,23,
11,222135,29,
11,222146,44,
11,222158,76,
11,222165,58,
11,222188,42,
11,222196,39,
11,222206,40,
11,222209,62,
11,222213,46,
11,222220,33,
11,222231,90,
11,222237,123,
11,222242,32,
11,222249,16,
11,222282,43,
11,222289,65,
11,222302,43,
11,222317,75,
11,222353,52,
11,222407,10,
11,222424,30,
11,222435,43,
11,222449,52,
11,222506,53,
11,222553,92,
11,222616,24,
11,222629,42,
11,222666,115,
11,222667,69,
11,222680,47,
11,222697,65,
11,222748,41,
11,222751,85,
11,222757,61,
11,222766,50,
11,222794,13,
11,222796,53,
11,222801,71,
11,222818,24,
11,222820,30,
11,222821,18,
11,222822,21,
11,222825,27,
11,222845,113,
11,222848,49,
11,222849,63,
11,222874,61,
11,222921,57,
11,222938,55,
11,222947,43,
11,222949,33,
11,222952,39,
11,222953,33,
11,222954,35,
11,222957,30,
11,222969,61,
11,222988,76,
11,222989,89,
11,222995,80,
11,223080,21,
11,223174,20,
11,223231,26,
11,223485,116,
11,223486,60,
11,223487,73,
11,223495,68,
11,224017,17,
11,224033,42,
11,224038,60,
11,224040,48,
11,224046,60,
11,224062,50,
11,224072,16,
11,224086,42,
11,224087,65,
11,224088,56,
11,224101,63,
11,224103,15,
11,224105,66,
11,224106,64,
11,224109,50,
11,224122,53,
11,224132,6,
11,224133,31,
11,224144,32,
11,224147,35,
11,224164,110,
11,224165,60,
11,224166,84,
11,224167,72,
11,224168,89,
11,224170,39,
11,224184,39,
11,224185,8,
11,224188,73,
11,224189,73,
11,224190,45,
11,224191,31,
11,224192,67,
11,224201,43,
11,224225,19,
11,224226,40,
11,224227,48,
11,224229,39,
11,224230,39,
11,224239,16,
11,224240,20,
11,224245,54,
11,224250,32,
11,224253,13,
11,224259,53,
11,224260,47,
11,224261,39,
11,224263,85,
11,224272,46,
11,224273,25,
11,224278,31,
11,224279,23,
11,224287,12,
11,224289,12,
11,231067,10,
11,231085,10,
11,231115,10,
11,231147,93,
11,231209,14,
11,231266,18,
11,231270,25,
11,231280,36,
11,231286,87,
11,231297,34,
11,231326,57,
11,231337,12,
11,231339,14,
11,231372,9,
11,231436,11,
11,231444,20,
11,231493,9,
11,231500,23,
11,231526,18,
11,231545,38,
11,231810,28,
11,231867,21,
11,241038,13,
11,241039,10,
11,241095,20,
11,242012,35,
11,242029,6,
11,242343,13,
11,242390,24,
11,242491,58,
11,242494,41,
11,243009,64,
11,243015,19,
11,243024,13,
11,243033,11,
11,243046,16,
11,243054,6,
11,243169,91,
11,243190,8,
11,244145,32,
11,244212,19,
11,244273,15,
11,244281,34,
11,244282,29,
11,244283,29,
11,244287,44,
11,244394,41,
11,244467,12,
11,244501,42,
11,244575,34,
11,244652,27,
11,244744,14,
11,244806,44,
11,244888,8,
11,244929,21,
11,244930,23,
11,244962,39,
11,245031,19,
11,245036,45,
11,245063,13,
11,245067,14,
11,245075,9,
11,245087,20,
11,245156,48,
11,245157,31,
11,245187,9,
11,245200,25,
11,245210,41,
11,245218,35,
11,245222,55,
11,245223,54,
11,245224,46,
11,245268,16,
11,245273,16,
11,245314,23,
11,245387,33,
11,245415,12,
11,245431,8,
11,245436,10,
11,245440,9,
11,245450,30,
11,245455,30,
11,245457,28,
11,245476,59,
11,245506,6,
11,245524,12,
11,245530,13,
11,245542,10,
11,245633,30,
11,245636,34,
11,245644,34,
11,245650,67,
11,245660,37,
11,245703,28,
11,245712,7,
11,245846,17,
11,245860,49,
11,245882,10,
11,246017,96,
11,246019,54,
11,246030,27,
11,246070,17,
11,246074,18,
11,246088,16,
11,246094,39,
11,246102,18,
11,246106,71,
11,246149,27,
11,246152,45,
11,246157,29,
11,246158,36,
11,246168,44,
11,246202,20,
11,246417,39,
11,246425,30,
11,246502,12,
11,246566,19,
11,246570,40,
11,246571,26,
11,246577,39,
11,246580,15,
11,246583,17,
11,246622,51,
11,246637,37,
11,246643,13,
11,246647,34,
11,246694,22,
11,246695,22,
11,246705,30,
11,246754,27,
11,246774,54,
11,246995,22,
11,247011,12,
11,247030,42,
11,247031,51,
11,247067,12,
11,247114,23,
11,247122,20,
11,247184,37,
11,247185,45,
11,247194,8,
11,247313,49,
11,247314,87,
11,247315,43,
11,247320,25,
11,247369,12,
11,247373,22,
11,247380,39,
11,247385,25,
11,247392,51,
11,247408,59,
11,247409,39,
11,247411,20,
11,247414,30,
11,247460,41,
11,247485,12,
11,247486,10,
11,247550,110,
11,247559,18,
11,247562,28,
11,247705,79,
11,247706,74,
11,247803,24,
11,247844,59,
11,247845,55,
11,247848,56,
11,247887,32,
11,248043,61,
11,248047,62,
11,248069,7,
11,248072,29,
11,248081,63,
11,248101,8,
11,248128,44,
11,248131,22,
11,248316,56,
11,248322,59,
11,248371,41,
11,248372,33,
11,248406,45,
11,248408,37,
11,248412,60,
11,248421,8,
11,248424,12,
11,248430,28,
11,248433,37,
11,248434,48,
11,248436,32,
11,248437,18,
11,248445,52,
11,248458,28,
11,248470,17,
11,248475,24,
11,248479,44,
11,248544,29,
11,248569,27,
11,248579,104,
11,248582,64,
11,248584,52,
11,248589,96,
11,248595,92,
11,248596,84,
11,248597,73,
11,248626,61,
11,248627,80,
11,248633,20,
11,248634,72,
11,248639,24,
11,248643,55,
11,248644,77,
11,248691,9,
11,248694,14,
11,248700,19,
11,248872,7,
11,248887,29,
11,248901,17,
11,248920,16,
11,248922,24,
11,248950,78,
11,248978,38,
11,248981,29,
11,249001,85,
11,249099,55,
11,249120,36,
11,249121,32,
11,249123,33,
11,249135,20,
11,249157,36,
11,249161,37,
11,249166,29,
11,249203,31,
11,249258,38,
11,249288,58,
11,249289,54,
11,249302,10,
11,249308,47,
11,249309,37,
11,249397,51,
11,249398,44,
11,249402,64,
11,249412,91,
11,249413,65,
11,249416,75,
11,249419,9,
11,249429,42,
11,249441,9,
11,249473,39,
11,249474,79,
11,249545,54,
11,249548,43,
11,249549,53,
11,249590,76,
11,249591,84,
11,249592,67,
11,249627,64,
11,249628,56,
11,249630,57,
11,249631,36,
11,249632,51,
11,249648,74,
11,249649,39,
11,249650,59,
11,249651,81,
11,249660,21,
11,249674,16,
11,249723,56,
11,249724,34,
11,249750,42,
11,249779,35,
11,249780,12,
11,249781,26,
11,249782,13,
11,249804,47,
11,249805,105,
11,249812,26,
11,249833,44,
11,249834,30,
11,249928,34,
11,249929,73,
11,251003,22,
11,251005,58,
11,251024,34,
11,251025,35,
11,251026,63,
11,251040,61,
11,251041,72,
11,251043,11,
11,251044,121,
11,251054,55,
11,261007,20,
11,261036,13,
11,261038,18,
11,261044,67,
11,261063,18,
11,261105,56,
11,261121,36,
11,261157,20,
11,261193,22,
11,261201,16,
11,261214,16,
11,261228,7,
11,261238,80,
11,261262,22,
11,261319,21,
11,261323,25,
11,261324,25,
11,261337,39,
11,261354,32,
11,261367,25,
11,261472,14,
11,261577,17,
11,261578,22,
11,261830,12,
11,261837,16,
11,261910,10,
11,261913,10,
11,261956,27,
11,261988,19,
11,261989,41,
11,262054,31,
11,262161,44,
11,262163,39,
11,262164,36,
11,262166,49,
11,262167,48,
11,262168,42,
11,262169,55,
11,262170,22,
11,262171,29,
11,262172,23,
11,262173,33,
11,262174,32,
11,262175,42,
11,262187,32,
11,262219,21,
11,262236,13,
11,262244,21,
11,262272,24,
11,262290,32,
11,262312,19,
11,262323,39,
11,262342,44,
11,262343,43,
11,262392,23,
11,262489,39,
11,262507,25,
11,262552,37,
11,262555,17,
11,262571,26,
11,284099,60,
11,284103,44,
11,284149,45,
11,284150,26,
11,284152,68,
11,284153,47,
11,284158,12,
11,284159,22,
11,284161,17,
11,284168,54,
11,284181,29,
11,284182,28,
11,284192,38,
11,284195,32,
11,284196,56,
11,284200,64,
11,284201,6,
11,284233,30,
11,284234,41,
11,284235,35,
11,284290,45,
11,284295,12,
11,284296,41,
11,284297,24,
11,284340,35,
11,284353,35,
11,284354,22,
11,284376,46,
11,284388,103,
11,284389,92,
11,284390,116,
11,284391,110,
11,284392,82,
11,284393,27,
11,284397,72,
11,284398,92,
11,284399,120,
11,284403,54,
11,284413,34,
11,284414,27,
11,284625,44,
11,284685,41,
11,284697,46,
11,284698,33,
11,284711,64,
11,284713,47,
11,284746,25,
11,284763,50,
11,284765,70,
11,284766,78,
11,284769,35,
11,284805,8,
11,284846,38,
11,284878,51,
11,284928,32,
11,284930,32,
11,284931,30,
11,284933,91,
11,284934,72,
11,284937,87,
11,284938,53,
11,284940,43,
11,286035,15,
11,286067,41,
11,286119,9,
11,286212,7,
11,286260,18,
11,286323,51,
11,286324,8,
11,286448,70,
11,286545,14,
11,286557,32,
11,286719,53,
11,286720,44,
11,286752,7,
11,286771,29,
11,286774,8,
11,286776,15,
11,287040,38,
11,287068,56,
11,287083,17,
11,287084,8,
11,287086,39,
11,287087,32,
11,287111,30,
11,287117,58,
11,287169,51,
11,287199,41,
11,287202,28,
11,287203,25,
11,287268,48,
11,287282,13,
11,287284,15,
11,287286,16,
11,287289,9,
11,287290,14,
11,287300,104,
11,287301,111,
11,287303,73,
11,287304,63,
11,287327,25,
11,287328,25,
11,287329,29,
11,287333,17,
11,287357,78,
11,287358,33,
11,287359,30,
11,287360,21,
11,312103,33,
11,312112,23,
11,322548,6,
11,410000,149,
11,411059,8,
11,417000,57,
11,471001,118,
11,471002,75,
11,612116,38,
11,621043,40,
11,621052,91,
11,621109,65,
11,621332,81,
11,621363,41,
11,631296,29,
11,632077,27,
11,633371,32,
11,633418,43,
11,633528,15,
11,633563,6,
11,641510,38,
11,641530,23,
11,641533,13,
11,810000,104,
2,111001,14,
2,111116,77,
2,111118,13,
2,111130,40,
2,111209,7,
2,111239,60,
2,111315,16,
2,112013,9,
2,112018,35,
2,112029,25,
2,112086,133,
2,112098,32,
2,112130,22,
2,112143,10,
2,112159,19,
2,112194,27,
2,112199,71,
2,112217,13,
2,112314,56,
2,112383,7,
2,112414,17,
2,112496,13,
2,112530,18,
2,112573,28,
2,112657,11,
2,112671,20,
2,112673,30,
2,112686,11,
2,112710,17,
2,112727,53,
2,112735,23,
2,112738,42,
2,112743,6,
2,112843,6,
2,112886,90,
2,112887,60,
2,112956,69,
2,112957,25,
2,113029,10,
2,113061,17,
2,113062,8,
2,113068,17,
2,113073,36,
2,113089,50,
2,113097,18,
2,113131,9,
2,113485,13,
2,113515,16,
2,113628,7,
2,113676,9,
2,113714,21,
2,113827,44,
2,113878,27,
2,113884,20,
2,113892,13,
2,114018,147,
2,114049,50,
2,114053,34,
2,114058,12,
2,114063,17,
2,114064,20,
2,114073,27,
2,114078,97,
2,114095,20,
2,114096,39,
2,114109,12,
2,114117,26,
2,114121,22,
2,114126,43,
2,114127,41,
2,114131,51,
2,114132,54,
2,114134,20,
2,114139,17,
2,114170,26,
2,114171,25,
2,114189,48,
2,114190,21,
2,114243,71,
2,114244,14,
2,114247,6,
2,115003,41,
2,115007,10,
2,115013,159,
2,116010,9,
2,116013,67,
2,117010,18,
2,118477,10,
2,118616,11,
2,118655,8,
2,119066,17,
2,119067,48,
2,119069,26,
2,119159,37,
2,119278,53,
2,119290,45,
2,119334,81,
2,119335,65,
2,119345,10,
2,119470,14,
2,119511,7,
2,119513,11,
2,119524,10,
2,119525,18,
2,119534,27,
2,119548,13,
2,119685,18,
2,121006,48,
2,121069,14,
2,121085,68,
2,121164,66,
2,121166,17,
2,121202,23,
2,121203,35,
2,122008,6,
2,122047,6,
2,122049,49,
2,122050,61,
2,122058,94,
2,122059,66,
2,122083,10,
2,122093,20,
2,122100,54,
2,122139,14,
2,122142,16,
2,122146,38,
2,122158,28,
2,122160,20,
2,122224,23,
2,122277,22,
2,122279,170,
2,122280,75,
2,122293,10,
2,122328,13,
2,122347,42,
2,122358,33,
2,122374,8,
2,122413,47,
2,122421,27,
2,122430,8,
2,122442,58,
2,122443,29,
2,122446,76,
2,122450,23,
2,122464,11,
2,122467,6,
2,122470,7,
2,122480,16,
2,122585,37,
2,122597,18,
2,122600,7,
2,122602,37,
2,122646,160,
2,122662,19,
2,122730,30,
2,122816,36,
2,122852,6,
2,122878,12,
2,122904,7,
2,122937,12,
2,122944,43,
2,122998,139,
2,123069,21,
2,123070,18,
2,123071,21,
2,123110,94,
2,123122,11,
2,123161,11,
2,123162,29,
2,123170,68,
2,123172,8,
2,123247,75,
2,123275,9,
2,123280,19,
2,123300,12,
2,123370,14,
2,123400,60,
2,123433,22,
2,123444,21,
2,123499,8,
2,123556,17,
2,123571,39,
2,123573,31,
2,123574,18,
2,123575,7,
2,123622,10,
2,123643,63,
2,123645,25,
2,123828,49,
2,123943,37,
2,123947,17,
2,123962,8,
2,129002,123,
2,129004,49,
2,129005,17,
2,129007,61,
2,129010,11,
2,129012,104,
2,129014,42,
2,129019,30,
2,129022,16,
2,131048,15,
2,131051,43,
2,131073,21,
2,131074,13,
2,131084,69,
2,131093,15,
2,131105,16,
2,131121,24,
2,131133,63,
2,131137,28,
2,131140,23,
2,131145,75,
2,131168,28,
2,131194,64,
2,131196,161,
2,131197,110,
2,131203,17,
2,131252,114,
2,131254,10,
2,131330,93,
2,131340,29,
2,131352,24,
2,131464,88,
2,131524,67,
2,132003,77,
2,132013,19,
2,132017,45,
2,132038,26,
2,132049,72,
2,132106,31,
2,132119,59,
2,132147,30,
2,132150,26,
2,132215,12,
2,132240,13,
2,132288,27,
2,132319,17,
2,132381,11,
2,132390,28,
2,132417,28,
2,132436,9,
2,132437,47,
2,132438,37,
2,132439,59,
2,132566,10,
2,132659,23,
2,132663,17,
2,132720,46,
2,132726,6,
2,132761,72,
2,133057,11,
2,135039,18,
2,135042,6,
2,135073,20,
2,135093,13,
2,135123,13,
2,141004,79,
2,141019,123,
2,141020,129,
2,141027,60,
2,141028,9,
2,141033,18,
2,141036,45,
2,141040,15,
2,141048,82,
2,141049,52,
2,141077,84,
2,141172,7,
2,141216,10,
2,142012,15,
2,142016,32,
2,142025,68,
2,142026,42,
2,142034,25,
2,142056,29,
2,142069,111,
2,142070,54,
2,142102,122,
2,142104,39,
2,142207,62,
2,142247,98,
2,142293,78,
2,142295,66,
2,142330,127,
2,142339,73,
2,142349,62,
2,142368,147,
2,142369,72,
2,142388,24,
2,142404,120,
2,142405,42,
2,142466,33,
2,142534,84,
2,142543,138,
2,142544,32,
2,142627,162,
2,142628,118,
2,142713,7,
2,142751,68,
2,142752,103,
2,142753,63,
2,142754,90,
2,142755,55,
2,142756,93,
2,142764,77,
2,142765,31,
2,142773,111,
2,142774,71,
2,142792,9,
2,142847,56,
2,142853,16,
2,142859,165,
2,142860,98,
2,142897,56,
2,143004,153,
2,143005,131,
2,143007,99,
2,143009,25,
2,143011,47,
2,143013,50,
2,143022,109,
2,143024,180,
2,143025,140,
2,143027,24,
2,143029,7,
2,143037,86,
2,143047,80,
2,143052,61,
2,143055,27,
2,143059,167,
2,143060,96,
2,143062,54,
2,143074,175,
2,143075,126,
2,143085,144,
2,143114,118,
2,143136,81,
2,143141,66,
2,143178,109,
2,143180,93,
2,143194,76,
2,143203,47,
2,143244,141,
2,144005,64,
2,145014,140,
2,145016,129,
2,145017,170,
2,145018,126,
2,146163,51,
2,146187,6,
2,147003,164,
2,147004,72,
2,147017,159,
2,147043,149,
2,147044,86,
2,147047,16,
2,147066,47,
2,147081,80,
2,147084,136,
2,147085,44,
2,147124,97,
2,147125,35,
2,147126,80,
2,147198,120,
2,147199,27,
2,147204,33,
2,147213,119,
2,147214,67,
2,147253,128,
2,147254,47,
2,147255,72,
2,147256,18,
2,147271,93,
2,147272,17,
2,149190,33,
2,149293,13,
2,149663,36,
2,149693,61,
2,149982,52,
2,151017,6,
2,151026,25,
2,151027,17,
2,151085,9,
2,151109,10,
2,151124,8,
2,151233,32,
2,151242,15,
2,151248,22,
2,151263,16,
2,151326,18,
2,151346,8,
2,151362,21,
2,151422,6,
2,151433,14,
2,151472,29,
2,151563,13,
2,151564,14,
2,152270,17,
2,152301,21,
2,152333,21,
2,152356,10,
2,152385,15,
2,152440,7,
2,152494,7,
2,152579,28,
2,152631,9,
2,152667,11,
2,152668,33,
2,152675,10,
2,152720,10,
2,152783,11,
2,152845,6,
2,153004,19,
2,153348,16,
2,153557,17,
2,153593,7,
2,153598,11,
2,153619,11,
2,153622,25,
2,153650,30,
2,153662,8,
2,153958,13,
2,153996,7,
2,154171,6,
2,154299,14,
2,154515,18,
2,154516,10,
2,154531,19,
2,154532,35,
2,154533,32,
2,154582,9,
2,154694,30,
2,154795,7,
2,154798,8,
2,155185,19,
2,155222,18,
2,155340,13,
2,155362,20,
2,155407,13,
2,155435,22,
2,155528,30,
2,155535,16,
2,155643,7,
2,155678,9,
2,155682,6,
2,155714,9,
2,156273,32,
2,156293,8,
2,156316,11,
2,156350,7,
2,156675,8,
2,156685,22,
2,156695,78,
2,156709,69,
2,156790,41,
2,156820,23,
2,156832,24,
2,156899,24,
2,156932,23,
2,156934,18,
2,156962,11,
2,157121,29,
2,157125,16,
2,157213,8,
2,157418,15,
2,157499,15,
2,157563,25,
2,157604,29,
2,157615,38,
2,157643,30,
2,157715,11,
2,157735,21,
2,157762,22,
2,157783,10,
2,157886,14,
2,157894,47,
2,157903,19,
2,157915,45,
2,157919,26,
2,158014,23,
2,158098,13,
2,158259,16,
2,158372,23,
2,158373,14,
2,158375,21,
2,158567,40,
2,158627,10,
2,158679,7,
2,158710,22,
2,158839,20,
2,159094,42,
2,159106,52,
2,159107,40,
2,159108,65,
2,159118,95,
2,159130,51,
2,161004,18,
2,161026,7,
2,161027,18,
2,161050,48,
2,161063,10,
2,162041,28,
2,162045,19,
2,162123,15,
2,171095,6,
2,171107,7,
2,171119,7,
2,171174,17,
2,171203,48,
2,171466,6,
2,171532,18,
2,171553,11,
2,171755,12,
2,171762,40,
2,171885,7,
2,171927,44,
2,171937,13,
2,172108,28,
2,172125,30,
2,172183,7,
2,172238,7,
2,172244,14,
2,172267,9,
2,173004,97,
2,181021,8,
2,181034,47,
2,181040,86,
2,181053,49,
2,181067,17,
2,181068,49,
2,181070,44,
2,181072,38,
2,181075,23,
2,181084,67,
2,181091,31,
2,181092,36,
2,181094,40,
2,181101,14,
2,181103,70,
2,181105,75,
2,181107,51,
2,181122,27,
2,181144,41,
2,181157,65,
2,181158,33,
2,181175,17,
2,181182,33,
2,181198,10,
2,181206,55,
2,181221,76,
2,181229,51,
2,181258,54,
2,181269,145,
2,181278,22,
2,181279,7,
2,181280,13,
2,181298,15,
2,181299,27,
2,181303,7,
2,182001,8,
2,183026,16,
2,184005,8,
2,184010,12,
2,184018,58,
2,184030,16,
2,184047,67,
2,184061,48,
2,184067,160,
2,184068,72,
2,184077,95,
2,184095,14,
2,184099,22,
2,184115,27,
2,184139,36,
2,184141,38,
2,184144,161,
2,184145,66,
2,184155,60,
2,184166,20,
2,184178,117,
2,184183,72,
2,184185,24,
2,184218,89,
2,184230,55,
2,184233,107,
2,184242,166,
2,184247,94,
2,184251,154,
2,184256,102,
2,184257,34,
2,184258,15,
2,184265,67,
2,184272,79,
2,184274,87,
2,184276,47,
2,184279,73,
2,184290,73,
2,184299,110,
2,184312,77,
2,184316,9,
2,184328,10,
2,184335,62,
2,184342,59,
2,184346,54,
2,184376,43,
2,184382,22,
2,184388,10,
2,184391,41,
2,184401,76,
2,184409,127,
2,184410,44,
2,184420,17,
2,184423,86,
2,184424,52,
2,184433,45,
2,184443,54,
2,184450,54,
2,184475,91,
2,184476,60,
2,184480,18,
2,184486,72,
2,184525,46,
2,184533,64,
2,184534,54,
2,184535,28,
2,184537,26,
2,184539,40,
2,184546,102,
2,184548,48,
2,184586,78,
2,184630,22,
2,184658,100,
2,184659,62,
2,184660,78,
2,184667,72,
2,184669,73,
2,184686,21,
2,184692,75,
2,184719,7,
2,184722,103,
2,184723,66,
2,184726,38,
2,184759,30,
2,184762,88,
2,184770,62,
2,184791,13,
2,184852,32,
2,184880,106,
2,184884,36,
2,184891,65,
2,184924,43,
2,184944,39,
2,185012,156,
2,185013,88,
2,185021,139,
2,185022,27,
2,185054,49,
2,185089,132,
2,185090,67,
2,185094,41,
2,185099,53,
2,185101,20,
2,185103,62,
2,185104,26,
2,185110,25,
2,185129,18,
2,185137,21,
2,185138,21,
2,185195,133,
2,185196,61,
2,185197,49,
2,185215,72,
2,185220,43,
2,185225,21,
2,185231,30,
2,185239,137,
2,185240,82,
2,185241,46,
2,185247,10,
2,185249,49,
2,185292,48,
2,185307,20,
2,185328,63,
2,185329,25,
2,185341,54,
2,185344,38,
2,185349,76,
2,185350,65,
2,185467,76,
2,185468,28,
2,185522,128,
2,185523,98,
2,185524,139,
2,185525,92,
2,185545,80,
2,185546,27,
2,185547,64,
2,185552,72,
2,185553,36,
2,185557,111,
2,185558,29,
2,185577,22,
2,185706,65,
2,185707,57,
2,185715,78,
2,185720,89,
2,185735,43,
2,185736,56,
2,185799,35,
2,185835,60,
2,185837,71,
2,185838,56,
2,185860,27,
2,185899,92,
2,185900,27,
2,185902,89,
2,185903,22,
2,185906,70,
2,185907,23,
2,185908,35,
2,185923,60,
2,185952,60,
2,185972,81,
2,185973,71,
2,185974,48,
2,185976,33,
2,185982,62,
2,185985,58,
2,185986,12,
2,210009,48,
2,210051,7,
2,210063,37,
2,210248,49,
2,210275,22,
2,210277,9,
2,210298,91,
2,210299,16,
2,210586,156,
2,210714,20,
2,210737,10,
2,210747,97,
2,210752,17,
2,210778,19,
2,210855,119,
2,210860,19,
2,210878,84,
2,210923,157,
2,211005,53,
2,211052,43,
2,211073,18,
2,211081,12,
2,211083,58,
2,211096,163,
2,211104,79,
2,211128,36,
2,211135,25,
2,211162,18,
2,211173,68,
2,211179,36,
2,211188,61,
2,211198,66,
2,211201,30,
2,211208,61,
2,211211,8,
2,211218,46,
2,211235,170,
2,211237,115,
2,211264,174,
2,211269,32,
2,211284,76,
2,211289,64,
2,211308,53,
2,211310,44,
2,211313,22,
2,211315,8,
2,211338,113,
2,211351,172,
2,211367,44,
2,211402,6,
2,211407,102,
2,211431,45,
2,211485,77,
2,211544,36,
2,211604,22,
2,211634,20,
2,211643,96,
2,211644,22,
2,211645,76,
2,211655,42,
2,211672,35,
2,211673,18,
2,211678,58,
2,211689,51,
2,211739,48,
2,211756,68,
2,211790,21,
2,211799,42,
2,211895,51,
2,211899,134,
2,211933,41,
2,211934,50,
2,211935,42,
2,211950,48,
2,211973,17,
2,211974,25,
2,211975,11,
2,211976,22,
2,211992,77,
2,211993,71,
2,212006,19,
2,213003,24,
2,213032,24,
2,213033,42,
2,213047,18,
2,213071,27,
2,213129,36,
2,213267,31,
2,213310,26,
2,213348,31,
2,213370,64,
2,213434,36,
2,213501,23,
2,214107,41,
2,214199,119,
2,214202,6,
2,214204,13,
2,214237,24,
2,214265,38,
2,214288,28,
2,214307,67,
2,214314,85,
2,214315,38,
2,214319,22,
2,215013,13,
2,215021,63,
2,215031,31,
2,215056,69,
2,215075,29,
2,215076,38,
2,215144,18,
2,215270,21,
2,215335,36,
2,215435,80,
2,215436,96,
2,215438,48,
2,215470,68,
2,216016,45,
2,216065,8,
2,221036,28,
2,221055,31,
2,221103,102,
2,221160,89,
2,221166,17,
2,221169,15,
2,221194,81,
2,221200,38,
2,221260,39,
2,221300,60,
2,221344,16,
2,221349,66,
2,221354,55,
2,221355,44,
2,221389,15,
2,221395,21,
2,221400,26,
2,221403,34,
2,221405,75,
2,221406,59,
2,221431,21,
2,221439,25,
2,221441,40,
2,221444,45,
2,221448,26,
2,221507,25,
2,221526,37,
2,221591,36,
2,221613,23,
2,221627,9,
2,221628,65,
2,221634,42,
2,221643,51,
2,221648,20,
2,221684,7,
2,221689,12,
2,221725,57,
2,221726,66,
2,221736,66,
2,221737,54,
2,221739,41,
2,221740,62,
2,221751,91,
2,221756,16,
2,221764,19,
2,221790,26,
2,221797,24,
2,221859,176,
2,221988,28,
2,222009,81,
2,222016,27,
2,222052,26,
2,222054,54,
2,222055,77,
2,222057,28,
2,222064,31,
2,222104,38,
2,222120,30,
2,222130,25,
2,222158,36,
2,222188,34,
2,222206,31,
2,222209,40,
2,222213,62,
2,222231,61,
2,222237,115,
2,222242,35,
2,222247,22,
2,222249,28,
2,222282,26,
2,222289,70,
2,222302,60,
2,222307,34,
2,222317,87,
2,222350,65,
2,222353,18,
2,222361,34,
2,222424,21,
2,222433,31,
2,222435,19,
2,222461,20,
2,222506,55,
2,222553,68,
2,222616,27,
2,222666,100,
2,222667,44,
2,222680,39,
2,222697,39,
2,222748,23,
2,222751,61,
2,222757,25,
2,222774,26,
2,222779,25,
2,222794,34,
2,222796,52,
2,222801,50,
2,222818,55,
2,222820,56,
2,222821,122,
2,222822,53,
2,222845,115,
2,222874,34,
2,222875,43,
2,222921,24,
2,222938,27,
2,222949,29,
2,222953,37,
2,222954,21,
2,222957,25,
2,222969,50,
2,222988,81,
2,222989,96,
2,222995,69,
2,223059,19,
2,223157,10,
2,223173,32,
2,223174,28,
2,223191,16,
2,223243,34,
2,223461,7,
2,223483,53,
2,223484,42,
2,223485,93,
2,223486,57,
2,223487,44,
2,223490,38,
