oracle_year_month,warehouse_codes,preferred_oracle_shelves,mysql_targets_scanned,locations_to_create,updates_total,lot_updates,default_location_updates,reservation_updates,picking_result_updates,skipped
202605,91,2859,18235,0,0,0,0,0,0,0
