status,warehouse_code,warehouse_id,item_code,item_name,real_stock_id,real_current_quantity,real_available_quantity,lot_id,lot_current_quantity,lot_reserved_quantity,lot_available_quantity,purchase_id,trade_item_id,location_id,wms_shelf,expected_oracle_shelf,oracle_shelves,oracle_products
match,91,91,112243,　一乃谷上撰１．８Ｌ,37343,5,5,37106,5,0,5,,,989,E08210,E08210,E08210,112243000:E08210:0:1572:5
match,91,91,112257,　黒龍大吟醸　しずく１．８Ｌ,37344,7,7,37107,7,0,7,,,2671,YX0000,YX0000,YX0000,112257000:YX0000:0:2018:7
oracle_no_shelf,91,91,112261,　小浜酒造上撰わかさ７２０ｍｌ,37345,1,1,56281,1,0,1,,,11,zz1,,,112261000::0:1694:1
match,91,91,112265,　一乃谷吟醸　生貯蔵酒３００ｍｌ,37346,34,34,37108,16,0,16,,,2575,W05102,W05102,W05102,112265000:W05102:0:1572:16
match,91,91,112265,　一乃谷吟醸　生貯蔵酒３００ｍｌ,37346,34,34,52154,18,0,18,296,11995,2575,W05102,W05102,W05102,112265000:W05102:0:1572:16
match,91,91,112266,　北の庄　上撰１．８Ｌ,51823,6,6,52243,6,0,6,325,12152,2809,E10106,E10106,E10106,112266000:E10106:0:1539:0|112266100:E10106:::0|112266200:E10106:::0
match,91,91,112270,　黒龍大吟醸　石田屋７２０ｍｌ,37347,2,2,37109,2,0,2,,,2671,YX0000,YX0000,YX0000,112270000:YX0000:0:2018:3
match,91,91,112278,　華の香越前越前　瓶１．８Ｌ,37348,69,67,37110,69,2,67,,,736,D09101,D09101,D09101,112278000:D09101:0:1012:83|112278001:D09101:::83|112278900:D09101:::83|112278901:D09101:::83
match,91,91,112280,　越の鷹上撰１．８Ｌ,37349,9,9,37111,9,0,9,,,1141,F01204,F01204,F01204,112280000:F01204:0:1181:9
match,91,91,112281,　越の鷹純米酒７２０ｍｌ,37350,17,17,37112,17,0,17,,,1712,H05311,H05311,H05311,112281000:H05311:0:1181:23
match,91,91,112283,　越の鷹純米酒１．８Ｌ,37351,6,6,37113,6,0,6,,,2583,W06101,W06101,W06101,112283000:W06101:0:1181:6
oracle_no_shelf,91,91,112294,　小浜酒造上撰わかさ１．８Ｌ,37352,2,2,56115,2,0,2,,,327,Z00,,,112294000::0:1694:5|112294800::::5|112294900::::5
match,91,91,112303,　富久駒本醸造　丸岡城７２０ｍｌ,37353,41,39,37114,41,2,39,,,1503,G06301,G06301,G06301,112303000:G06301:0:1166:41
match,91,91,112307,　梵艶　純米大吟醸３００ｍｌ,37354,4,4,37115,4,0,4,,,2146,I09102,I09102,I09102,112307000:I09102:0:1514:4
match,91,91,112312,　一乃谷上撰辛口１．８Ｌ,37355,13,13,37116,13,0,13,,,620,C03105,C03105,C03105,112312000:C03105:0:1572:14
match,91,91,112314,　永平寺白龍　別誂１．８Ｌ,37356,14,14,37117,14,0,14,,,1216,F03103,F03103,F03103,112314000:F03103:0:1263:14
match,91,91,112325,　花垣　純米吟醸７２０ｍｌ,37358,15,15,37119,15,0,15,,,1120,E11311,E11311,E11311,112325000:E11311:0:1370:15
match,91,91,112327,　北の庄辛口（別撰）１．８Ｌ,37359,14,14,37120,14,0,14,,,635,C05101,C05101,C05101,112327000:C05101:0:1539:16
match,91,91,112329,　花垣純米３００ｍｌ,37360,26,26,37121,26,0,26,,,538,B06205,B06205,B06205,112329000:B06205:0:1370:49
match,91,91,112330,　真名鶴純米大吟醸　奏雨７２０ｍｌ,51499,4,4,52119,4,0,4,288,11905,2816,F07204,F07204,F07204,112330000:F07204:0:1679:0
match,91,91,112340,　黒龍大吟醸　しずく７２０ｍｌ,37361,5,5,37122,5,0,5,,,1810,I00000,I00000,I00000,112340000:I00000:0:2018:6
match,91,91,112341,　永平寺白龍　別誂７２０ｍｌ,37362,5,9,37123,10,1,9,,,1762,H06212,H06212,H06212,112341000:H06212:0:1263:5
match,91,91,112349,　越前岬　蔵出し本醸造７２０ｍｌ（箱無）,37363,4,8,37124,8,0,8,,,1510,G06310,G06310,G06310,112349000:G06310:0:1460:4
match,91,91,112351,○北の庄純米酒１．８Ｌ,37364,3,3,37125,3,0,3,,,853,E05202,E05202,E05202,112351000:E05202:0:1539:5
match,91,91,112352,○北の庄純米吟醸１．８Ｌ,37365,3,3,37126,3,0,3,,,851,E05112,E05112,E05112,112352000:E05112:0:1539:5
oracle_no_shelf,91,91,112353,　北の庄純米吟醸７２０ｍｌ,51825,0,0,56671,1,0,1,860,53496,11,zz1,,,112353000::0:1539:0
match,91,91,112358,　雲乃井純米東尋坊７２０ｍｌ,51502,9,6,53256,3,3,0,454,26381,2822,G05303,G05303,G05303,112358000:G05303:0:1021:0
match,91,91,112358,　雲乃井純米東尋坊７２０ｍｌ,51502,9,6,56604,6,0,6,835,53319,2822,G05303,G05303,G05303,112358000:G05303:0:1021:0
oracle_no_shelf,91,91,112363,　一乃谷本醸造　勝鬼７２０ｍｌ,51802,1,1,52150,1,0,1,296,11991,327,Z00,,,112363000::0:1572:0
oracle_no_shelf,91,91,112386,　雲乃井　純米酒　福雲７２０ｍｌ,37366,4,4,56145,4,0,4,,,11,zz1,,,112386000::0:1543:4
match,91,91,112396,　越の磯　春夏秋雪越前　純米吟醸７２０ｍｌ,37367,24,24,37127,24,0,24,,,1475,G05305,G05305,G05305,112396000:G05305:0:1825:24
match,91,91,112404,　一乃谷大吟醸　暁１．８Ｌ,37368,2,2,37128,2,0,2,,,2616,W06412,W06412,W06412,112404000:W06412:0:1572:2
oracle_no_shelf,91,91,112411,　小浜酒造純米わかさ７２０ｍｌ,37369,9,9,56007,9,0,9,,,11,zz1,,,112411000::0:1694:12
match,91,91,112416,　富久駒本醸造　丸岡城３００ｍｌ,37370,43,43,37129,43,0,43,,,1512,G06402,G06402,G06402,112416000:G06402:0:1166:43
oracle_no_shelf,91,91,112418,　雲乃井　純米吟醸　東雲７２０ｍｌ,37372,8,8,56052,8,0,8,,,11,zz1,,,112418000::0:1543:8
match,91,91,112419,　福千歳ＳＡＫＵＲＡ　ＲＯＣＫ（さくらロック）７２０ｍｌ,51828,2,2,52251,2,0,2,328,12162,2808,E09309,E09309,E09309,112419000:E09309:0:1512:0
match,91,91,112420,　花垣本醸造７２０ｍｌ,37373,15,15,37131,15,0,15,,,885,E06104,E06104,E06104,112420000:E06104:0:1370:19
match,91,91,112421,　花垣米しずく　純米７２０ｍｌ,37374,16,16,37132,16,0,16,,,731,D08202,D08202,D08202,112421000:D08202:0:1370:20
oracle_no_shelf,91,91,112426,　一乃谷純米酒　純７２０ｍｌ,37375,3,3,56219,2,0,2,,,11,zz1,,,112426000::0:1572:5
oracle_no_shelf,91,91,112426,　一乃谷純米酒　純７２０ｍｌ,37375,3,3,56643,1,0,1,847,53372,11,zz1,,,112426000::0:1572:5
match,91,91,112427,　梵吉平　純米大吟醸１．８Ｌ,37376,4,4,37133,4,0,4,,,2558,W02203,W02203,W02203,112427000:W02203:0:1514:4
match,91,91,112433,　畠山酒造雪きらら　純米吟醸７２０ｍｌ,37377,1,1,37134,1,0,1,,,1483,G05407,G05407,G05407,112433000:G05407:0:1202:7
match,91,91,112446,　蔵の宿　純米吟醸７２０ｍｌ,37378,10,10,37135,10,0,10,,,1131,F01107,F01107,F01107,112446000:F01107:0:1166:10
match,91,91,112448,　一本義辛爽系（からさわ）純米吟醸１．８Ｌ（箱なし）,37379,10,9,37136,4,1,3,,,1051,E10112,E10112,E10112,112448000:E10112:0:1202:5
match,91,91,112448,　一本義辛爽系（からさわ）純米吟醸１．８Ｌ（箱なし）,37379,10,9,56566,6,0,6,820,53275,1051,E10112,E10112,E10112,112448000:E10112:0:1202:5
match,91,91,112451,　梵純粋１８０ｍｌ,37380,182,182,37137,182,0,182,,,2570,W04203,W04203,W04203,112451000:W04203:0:1514:218
match,91,91,112457,　北の庄　久寿龍　純米吟醸７２０ｍｌ,37381,6,6,37138,6,0,6,,,1504,G06302,G06302,G06302,112457000:G06302:0:1539:6
oracle_no_shelf,91,91,112471,　畠山酒造雪きらら　純米酒７２０ｍｌ,37382,3,3,56176,3,0,3,,,11,zz1,,,112471000::0:1202:3
oracle_no_shelf,91,91,112487,　福千歳キュヴェ純米吟醸７２０ｍｌ,51829,1,1,52252,1,0,1,328,12163,11,zz1,,,112487000::0:1512:0
match,91,91,112493,　越前岬　超辛口純米「シュタルク・カイザー」１．８Ｌ　※卸不可,37383,1,1,37139,1,0,1,,,2625,W07106,W07106,W07106,112493000:W07106:0:1460:1
match,91,91,112494,　華燭本醸造１．８Ｌ,38881,6,6,38626,6,0,6,,,1015,E09110,E09110,E09110,112494000:E09110:0:1724:8
oracle_no_shelf,91,91,112495,　華燭本醸造７２０ｍｌ,51736,1,1,56335,1,0,1,,,327,Z00,,,112495000::0:1021:0
match,91,91,112496,　越前岬　吟雪花　吟醸生貯蔵酒３００ｍｌ,38882,35,35,38627,15,0,15,,,2148,I09104,I09104,I09104,112496000:I09104:0:1460:25
match,91,91,112496,　越前岬　吟雪花　吟醸生貯蔵酒３００ｍｌ,38882,35,35,52382,20,0,20,361,12483,2148,I09104,I09104,I09104,112496000:I09104:0:1460:25
match,91,91,112504,　一乃谷生酒３００ｍｌ（弥吉様）,38883,40,40,38628,40,0,40,,,713,D06201,D06201,D06201,112504000:D06201:0:1572:40
match,91,91,112506,　黒龍　九頭龍　逸品１．８Ｌ,38884,-87,-93,51392,6,6,0,120,2339,2656,W09102,W09102,W09102,112506000:W09102:0:2018:31
