status,warehouse_code,item_code,item_name,wms_shelf,expected_oracle_shelf,oracle_shelves,lot_count,total_lot_current,total_lot_available,oracle_products
match,91,142700,　ＯＵＲ　ＢＲＥＷＩＮＧ　マジック・フレーバー３６５ｍｌ缶,YX0000,YX0000,YX0000,1,54,54,142700000:YX0000:0:1965:66
match,91,142713,　ＭＩＺＵＳＨＩＭＡ　ＢＬＵＥ３３０ｍｌ,YX0000,YX0000,YX0000,1,2,2,142713000:YX0000:0:1982:2
match,91,142724,　ＯＵＲ　ＢＲＥＷＩＮＧ　湯あがりラガー３５０ｍｌ,YX0000,YX0000,YX0000,1,24,24,142724000:YX0000:0:1965:24
match,91,142743,　ＯＵＲ　ＢＲＥＷＩＮＧ　ととのいエール３５０ｍｌ,YX0000,YX0000,YX0000,1,-24,-24,142743000:YX0000:0:1965:-24
match,91,142792,　ＯＵＲ　ＢＲＥＷＩＮＧ　うちうらレモンエール　缶３６５ｍｌ,YX0000,YX0000,YX0000,1,918,918,142792000:YX0000:0:1965:936
match,91,142859,　キリン　グッドエール３５０ｍｌ,AI302K,AI302K,AI302K,1,1584,1584,142859000:AI302K:0:1330:1224|142859100:AI302K:::1224|142859900:AI302K:::1224
match,91,142871,　ＯＵＲ　ＢＲＥＷＩＮＧ　ホップテラノドン３６５ｍｌ缶,YX0000,YX0000,YX0000,1,18,18,142871000:YX0000:0:1965:54
match,91,142873,　ＯＵＲ　ＢＲＥＷＩＮＧ　モルティー・レックス３６５ｍｌ缶,YX0000,YX0000,YX0000,1,95,95,142873000:YX0000:0:1965:155
match,91,142908,　アサヒ　新・スーパードライ　生ジョッキ缶３４０ｍｌ,AH30NJ,AH30NJ,AH30NJ,1,3192,3192,142908000:AH30NJ:0:1021:4368|142908100:AH30NJ:::4368|142908900:AH30NJ:::4368
match,91,142922,　わくわく手づくりファーム　加賀棒茶ビール３５０ｍｌ缶,YX0000,YX0000,YX0000,1,240,240,142922000:YX0000:0:1677:240
match,91,143004,◎キリン麒麟淡麗＜生＞３５０ｍｌ,AI102K,AI102K,AI102K,1,9815,9791,143004000:AI102K:0:1330:11400|143004100:AI102K:::11400|143004101:AI102K::1330:11400|143004200:AI102K:::11400|143004300:AI102K:::11400|143004400:AI102K:::11400|143004900:AI102K:::11400|143004901:AI102K:::11400|143004902:AI102K::1330:11400
match,91,143005,◎キリンラガー３５０ｍｌ,AH30KR,AH30KR,AH30KR,3,3748,3747,143005000:AH30KR:0:1330:2826|143005100:AH30KR:::2826|143005200:AH30KR:::2826|143005900:AH30KR:::2826|143005901:AH30KR::1330:2826
match,91,143007,◎キリン麒麟淡麗＜生＞５００ｍｌ,AJ105K,AJ105K,AJ105K,2,3090,3088,143007000:AJ105K:0:1330:2760|143007100:AJ105K:::2760|143007900:AJ105K:::2760|143007901:AJ105K::1330:2760
match,91,143012,　オリオン　ドラフト　生樽２０Ｌ,AP104O,AP104O,AP104O,1,25,25,143012000:AP104O:0:1524:25
match,91,143015,　キリン　一番搾り　生樽２０Ｌ,AF101K,AF101K,AF101K,2,332,332,143015000:AF101K:0:1330:298
match,91,143017,　サントリー　プレミアムモルツ　香るエール１０Ｌ,AH20PK,AH20PK,AH20PK,2,25,25,143017000:AH20PK:0:1021:23
match,91,143021,　サントリー　パーフェクトサントリービール　樽１０Ｌ,AG20PS,AG20PS,AG20PS,2,9,9,143021000:AG20PS:0:1021:7
match,91,143022,　サントリー　プレミアムモルツ５００ｍｌ,G02104,G02104,G02104,1,24,24,143022000:G02104:0:1021:24|143022100:G02104:::24|143022120:G02104:::24|143022130:G02104:::24|143022140:G02104:::24|143022900:G02104:::24|143022910:G02104:::24
match,91,143023,　キリン　一番搾り　スタウト　生樽７Ｌ,AG42IK,AG42IK,AG42IK,1,2,2,143023000:AG42IK:0:1330:3
match,91,143024,◎アサヒ　スーパードライ３５０ｍｌ,AN101A,AN101A,AN101A,2,32105,31953,143024000:AN101A:0:1021:34685|143024100:AN101A:::34685|143024200:AN101A:::34685|143024300:AN101A:::34685|143024900:AN101A:::34685|143024901:AN101A:::34685|143024902:AN101A::1021:34685
match,91,143025,◎アサヒ　スーパードライ５００ｍｌ,AL106A,AL106A,AL106A,1,2964,2940,143025000:AL106A:0:1021:5154|143025100:AL106A:::5154|143025200:AL106A:::5154|143025900:AL106A:::5154|143025901:AL106A::1021:5154
match,91,143027,○アサヒ　スーパードライ２５０ｍｌ,E01301,E01301,E01301,1,48,24,143027000:E01301:0:1021:72|143027100:E01301:::72|143027900:E01301:::72
match,91,143034,　サントリー　プレミアムモルツ　香るエール２０Ｌ,AG102E,AG102E,AG102E,1,39,39,143034000:AG102E:0:1021:39
match,91,143037,◎キリンラガー５００ｍｌ,AJ101K,AJ101K,AJ101K,1,1157,1157,143037000:AJ101K:0:1330:1728|143037100:AJ101K:::1728|143037900:AJ101K:::1728|143037901:AJ101K::1330:1728
match,91,143059,◎キリン　一番搾り３５０ｍｌ,AL101K,AL101K,AL101K,3,6666,6665,143059000:AL101K:0:1330:7590|143059100:AL101K:::7590|143059101:AL101K:::7590|143059200:AL101K:::7590|143059900:AL101K:::7590|143059901:AL101K:::7590|143059902:AL101K:::7590
match,91,143060,◎キリン　一番搾り５００ｍｌ,AJ104K,AJ104K,AJ104K,2,3886,3886,143060000:AJ104K:0:1330:3192|143060100:AJ104K:::3192|143060900:AJ104K:::3192|143060901:AJ104K::1330:3192
match,91,143069,　ハイネケン生樽７Ｌ,AG20HK,AG20HK,AG20HK,1,8,8,143069000:AG20HK:0:1330:9
match,91,143074,◎サッポロ　黒ラベル　３５０ｍｌ,AH30SK,AH30SK,AH30SK,1,2104,2104,143074000:AH30SK:0:1202:7470|143074100:AH30SK:::7470|143074200:AH30SK:::7470|143074900:AH30SK:::7470|143074901:AH30SK:::7470
match,91,143075,◎サッポロ　黒ラベル５００ｍｌ,G02103,G02103,G02103,1,120,120,143075000:G02103:0:1202:144|143075100:G02103:::144|143075200:G02103:::144|143075900:G02103:::144|143075901:G02103:::144
match,91,143085,　サッポロ　エビス３５０ｍｌ,AC101S,AC101S,AC101S,1,1062,1062,143085000:AC101S:0:1202:1848|143085100:AC101S:::1848|143085110:AC101S:::1848|143085120:AC101S:::1848|143085130:AC101S:::1848|143085180:AC101S:::1848|143085200:AC101S:::1848|143085300:AC101S:::1848|143085900:AC101S:::1848|143085901:AC101S:::1848|143085910:AC101S:::1848
match,91,143100,　サントリー　プレミアムモルツ　マスターズドリーム５Ｌ樽,AG40MD,AG40MD,AG40MD,1,1,1,143100000:AG40MD:0:1021:7
match,91,143115,　アサヒ　樽生　生ビール１０Ｌ,AG40TN,AG40TN,AG40TN,3,4,4,143115000:AG40TN:0:1021:5
match,91,143116,　アサヒ　樽生　生ビール１９Ｌ,AH10TN,AH10TN,AH10TN,1,9,7,143116000:AH10TN:0:1021:9
match,91,143118,　アサヒ　樽生　生ビール５Ｌ,AG106T,AG106T,AG106T,1,39,39,143118000:AG106T:0:1021:62
match,91,143121,　キリン麒麟淡麗　生樽１５Ｌ,AG101T,AG101T,AG101T,3,43,43,143121000:AG101T:0:1330:29
match,91,143122,　キリンラガー　生樽１５Ｌ　,AF201K,AF201K,AF201K,1,11,11,143122000:AF201K:0:1330:13
match,91,143123,　サッポロ生樽１０Ｌ,AF105S,AF105S,AF105S,1,147,146,143123000:AF105S:0:1202:168
match,91,143124,　サッポロ　エビス　琥珀　生樽１０Ｌ,AG42KE,AG42KE,AG42KE,1,1,1,143124000:AG42KE:0:1202:2
match,91,143128,　サッポロ生樽２０Ｌ,AF106S,AF106S,AF106S,1,87,85,143128000:AF106S:0:1202:119
match,91,143141,　アサヒ　スーパードライ　生樽１０Ｌ,AE101A,AE101A,AE101A,5,120,98,143141000:AE101A:0:1021:286
match,91,143142,　アサヒスーパードライ　生樽１９Ｌ,AE201A,AE201A,AE201A,6,269,249,143142000:AE201A:0:1021:658
match,91,143144,　キリンラガー　生樽２０Ｌ,AF202K,AF202K,AF202K,1,12,12,143144000:AF202K:0:1330:17
match,91,143157,　サッポロ　ＳＯＲＡＣＨＩ　１９８４　樽生１０Ｌ,AH10SR,AH10SR,AH10SR,1,7,7,143157000:AH10SR:0:1202:11
match,91,143163,　キリンラガー　生樽７Ｌ,AG42KR,AG42KR,AG42KR,3,11,11,143163000:AG42KR:0:1330:5
match,91,143166,　キリン　一番搾り　生樽７Ｌ　,AD205K,AD205K,AD205K,2,134,131,143166000:AD205K:0:1330:119
match,91,143197,　サッポロ　エビス　生樽１０Ｌ　,AG20SE,AG20SE,AG20SE,2,6,6,143197000:AG20SE:0:1202:5
match,91,143199,　サッポロエビス　生樽２０Ｌ,AG40SE,AG40SE,AG40SE,1,5,5,143199000:AG40SE:0:1202:7
match,91,143209,　キリン　一番搾り生３ＬＰＥＴ　,AC102K,AC102K,AC102K,5,471,465,143209000:AC102K:0:1330:201|143209900:AC102K:::201
