item_id,item_code,item_name,location_count,lot_count,total_qty,active_qty,shelves,statuses,null_lot_count,purchase_lot_count
141336,141336,　アサヒ　スーパードライ　冷涼辛口　中瓶５００ｍｌ,2,2,380,380,AG-3-0SN | Z-0-0,ACTIVE,0,2
