warehouse_code,warehouse_name,item_id,item_code,item_name,lot_count,lot_current_quantity,lot_reserved_quantity,real_stock_current_quantity
91,華むすびの蔵センター,119518,119518,　舞美人　純米吟醸　こしのひかり　無濾過生原酒５００ｍｌ,1,2,2,4
