warehouse_code,warehouse_name,location_id,location_name,code1,code2,code3,item_id,item_code,item_name,lot_count,lot_current_quantity,lot_reserved_quantity,real_stock_current_quantity
91,華むすびの蔵センター,104,G04,G,04,,210113,210113,　モナン　カシスシロップ７００ｍｌ,1,7,0,6
