warehouse_code,warehouse_name,location_id,location_name_hex,location_name,code1,code2,code3,floor_name,item_id,item_code,item_name,lot_count,lot_current_quantity,lot_reserved_quantity,real_stock_current_quantity
91,華むすびの蔵センター,11,E38080,　,　,　,　,華むすびの蔵センター2F,172164,172164,　ソウルマッコリ　ペットボトル　７５０ｍｌ,1,9,0,9
91,華むすびの蔵センター,11,E38080,　,　,　,　,華むすびの蔵センター2F,210591,210591,　ドーバー　ビアリッツレモン瓶７００ｍｌ,1,9,0,9
91,華むすびの蔵センター,11,E38080,　,　,　,　,華むすびの蔵センター2F,231629,231629,　キッコーマン　ステーキしょうゆ　トリュフ風味５７０ｇ,1,9,0,9
91,華むすびの蔵センター,11,E38080,　,　,　,　,華むすびの蔵センター2F,112418,112418,　雲乃井　純米吟醸　東雲７２０ｍｌ,1,8,0,8
91,華むすびの蔵センター,11,E38080,　,　,　,　,華むすびの蔵センター2F,119349,119349,　北の庄　純米吟醸３００ｍｌ,1,8,0,8
91,華むすびの蔵センター,11,E38080,　,　,　,　,華むすびの蔵センター2F,119738,119738,　花垣　純米大吟醸　廻めぐり７２０ｍｌ,1,8,0,8
91,華むすびの蔵センター,11,E38080,　,　,　,　,華むすびの蔵センター2F,121077,121077,　２５°サッポロ焼酎　北極星４Ｌ,1,8,0,8
91,華むすびの蔵センター,11,E38080,　,　,　,　,華むすびの蔵センター2F,151231,151231,　白山ワイナリー　梅ワイン　５００ｍｌ,1,8,0,8
91,華むすびの蔵センター,11,E38080,　,　,　,　,華むすびの蔵センター2F,155783,155783,　メゾンマム　ＲＳＲＶ　ブランドブラン　２０１５　７５０ｍｌ,1,8,0,8
91,華むすびの蔵センター,11,E38080,　,　,　,　,華むすびの蔵センター2F,112842,112842,　一乃谷山廃仕込み特別純米７２０ｍｌ,1,7,0,7
91,華むすびの蔵センター,11,E38080,　,　,　,　,華むすびの蔵センター2F,119418,119418,　月暈　純米７２０ｍｌ,1,7,0,7
91,華むすびの蔵センター,11,E38080,　,　,　,　,華むすびの蔵センター2F,119726,119726,　越前岬　純米大吟醸１８０ｍｌ（プレミアム）,1,7,0,7
91,華むすびの蔵センター,11,E38080,　,　,　,　,華むすびの蔵センター2F,123485,123485,　２５°白鶴　本格麦焼酎　千夜一酔７２０ｍｌ,1,7,0,7
91,華むすびの蔵センター,11,E38080,　,　,　,　,華むすびの蔵センター2F,151397,151397,　白山アンドソル　ヤマソーヴィニヨン　７５０ｍｌ,1,7,0,7
91,華むすびの蔵センター,11,E38080,　,　,　,　,華むすびの蔵センター2F,151683,151683,　マンズエコノミー　赤　紙パック　１．８Ｌ,1,7,0,7
91,華むすびの蔵センター,11,E38080,　,　,　,　,華むすびの蔵センター2F,153883,153883,　ミシオネス　カベルネソービニヨン　７５０ｍｌ,1,7,0,7
91,華むすびの蔵センター,11,E38080,　,　,　,　,華むすびの蔵センター2F,154037,154037,×チンザノ　ドライ　１Ｌ,1,7,0,7
91,華むすびの蔵センター,11,E38080,　,　,　,　,華むすびの蔵センター2F,154599,154599,　テール　デトワール　キュヴェ　ギョタク　７５０ｍｌ,1,7,0,7
91,華むすびの蔵センター,11,E38080,　,　,　,　,華むすびの蔵センター2F,155510,155510,　ニコラフィアット　エクスクルーシブ　ブリュットロゼ　７５０ｍｌ,1,7,0,7
91,華むすびの蔵センター,11,E38080,　,　,　,　,華むすびの蔵センター2F,155571,155571,　マルティーニ　ブリュット　３７５ｍｌ,1,7,0,7
91,華むすびの蔵センター,11,E38080,　,　,　,　,華むすびの蔵センター2F,156122,156122,　フォルタン　シャルドネ　７５０ｍｌ,1,7,0,7
91,華むすびの蔵センター,11,E38080,　,　,　,　,華むすびの蔵センター2F,156748,156748,×コニェット　ミュスカデセーヴルエメーヌ　７５０ｍｌ,1,7,0,7
91,華むすびの蔵センター,11,E38080,　,　,　,　,華むすびの蔵センター2F,156930,156930,　ブシャールＰ＆Ｆ　コルトンシャルルマーニュ　’２１　７５０ｍｌ,1,7,0,7
91,華むすびの蔵センター,11,E38080,　,　,　,　,華むすびの蔵センター2F,157957,157957,　テタンジェ　ブリュットレゼルヴ　３７５ｍｌ,1,7,0,7
91,華むすびの蔵センター,11,E38080,　,　,　,　,華むすびの蔵センター2F,171779,171779,　富久駒　一筆啓上　梅すぱ３００ｍｌ（クリアケース無し）,1,7,0,7
91,華むすびの蔵センター,11,E38080,　,　,　,　,華むすびの蔵センター2F,171798,171798,　富久駒　一筆啓上　柚子すぱ３００ｍｌ（クリアケース無し）,1,7,0,7
91,華むすびの蔵センター,11,E38080,　,　,　,　,華むすびの蔵センター2F,112792,112792,　飛鳥井　純米吟醸　山田錦７２０ｍｌ,1,6,0,6
91,華むすびの蔵センター,11,E38080,　,　,　,　,華むすびの蔵センター2F,119176,119176,　越の磯　越前忘憂　純米酒７２０ｍｌ,1,6,0,6
91,華むすびの蔵センター,11,E38080,　,　,　,　,華むすびの蔵センター2F,119519,119519,　福千歳　ＲＩＣＥ　ＷＩＮＥ（らいすわいん）３００ｍｌ,1,6,0,6
91,華むすびの蔵センター,11,E38080,　,　,　,　,華むすびの蔵センター2F,119625,119625,　一本義　大吟醸　事無笑酒　Ｒｅｇａｌｏ７２０ｍｌ（レガロ）　※直送・卸不可,1,6,0,6
91,華むすびの蔵センター,11,E38080,　,　,　,　,華むすびの蔵センター2F,119718,119718,　真名鶴　純米大吟醸　奏雨３００ｍｌ,1,6,0,6
91,華むすびの蔵センター,11,E38080,　,　,　,　,華むすびの蔵センター2F,131264,131264,　サントリー　レッド　１８０ｍｌ,1,6,0,6
91,華むすびの蔵センター,11,E38080,　,　,　,　,華むすびの蔵センター2F,132899,132899,　ボウモア１２年　７００ｍｌ,1,6,0,6
91,華むすびの蔵センター,11,E38080,　,　,　,　,華むすびの蔵センター2F,153716,153716,　ヴィアヘロ　白　３Ｌ,1,6,0,6
91,華むすびの蔵センター,11,E38080,　,　,　,　,華むすびの蔵センター2F,154010,154010,　チンザノ　ドライ　７５０ｍｌ,1,6,0,6
91,華むすびの蔵センター,11,E38080,　,　,　,　,華むすびの蔵センター2F,154895,154895,　フィリップ　ル　アルディ　サン　トーバン　ブラン　７５０ｍｌ,1,6,0,6
91,華むすびの蔵センター,11,E38080,　,　,　,　,華むすびの蔵センター2F,155441,155441,　ポンパドール　チェリー　７５０ｍｌ,1,6,0,6
91,華むすびの蔵センター,11,E38080,　,　,　,　,華むすびの蔵センター2F,155611,155611,　ペリエジュエ　ベルエポック　フロレサンス　７５０ｍｌ,1,6,0,6
91,華むすびの蔵センター,11,E38080,　,　,　,　,華むすびの蔵センター2F,157848,157848,×ロスガンソス　ピノノワール　７５０ｍｌ,1,6,0,6
91,華むすびの蔵センター,11,E38080,　,　,　,　,華むすびの蔵センター2F,172042,172042,　ボルス　ストロベリー７００ｍｌ,1,6,0,6
91,華むすびの蔵センター,11,E38080,　,　,　,　,華むすびの蔵センター2F,181314,181314,　東肥　本伝赤酒　１．８Ｌ,1,6,0,6
91,華むすびの蔵センター,11,E38080,　,　,　,　,華むすびの蔵センター2F,213543,213543,　ポン　グレープジュース８００ｍｌペット,1,6,0,6
91,華むすびの蔵センター,11,E38080,　,　,　,　,華むすびの蔵センター2F,112586,112586,×真名鶴懐石本醸造　吟撰７２０ｍｌ,1,5,0,5
91,華むすびの蔵センター,11,E38080,　,　,　,　,華むすびの蔵センター2F,119044,119044,　小浜酒造純米吟醸わかさ７２０ｍｌ,1,5,0,5
91,華むすびの蔵センター,11,E38080,　,　,　,　,華むすびの蔵センター2F,151257,151257,　メルシャン　ビストロ　ボックス　白　パック　１．８Ｌ,1,5,0,5
91,華むすびの蔵センター,11,E38080,　,　,　,　,華むすびの蔵センター2F,152567,152567,　ＬＬシャブリ　プルミエ　クリュ７５０ｍｌ,1,5,0,5
91,華むすびの蔵センター,11,E38080,　,　,　,　,華むすびの蔵センター2F,153606,153606,　ヴィアヘロ　赤　３Ｌ,1,5,0,5
91,華むすびの蔵センター,11,E38080,　,　,　,　,華むすびの蔵センター2F,153967,153967,　ミラヴァル　ロゼ　７５０ｍｌ,1,5,0,5
91,華むすびの蔵センター,11,E38080,　,　,　,　,華むすびの蔵センター2F,154495,154495,　ＬＬ　ボーヌ　ヴィーニュフランシュ　７５０ｍｌ,1,5,0,5
91,華むすびの蔵センター,11,E38080,　,　,　,　,華むすびの蔵センター2F,155030,155030,　ロジャーグラート　カヴァ　ドゥミセック　７５０ｍｌ,1,5,0,5
91,華むすびの蔵センター,11,E38080,　,　,　,　,華むすびの蔵センター2F,155893,155893,　マム　アイスエクストラ　７５０ｍｌ,1,5,0,5
91,華むすびの蔵センター,11,E38080,　,　,　,　,華むすびの蔵センター2F,157904,157904,　　イエローテイル　カベルネソービニヨン　１８７ｍｌ,1,5,0,5
91,華むすびの蔵センター,11,E38080,　,　,　,　,華むすびの蔵センター2F,158136,158136,　ビオンタ　アルバリーニョ　７５０ｍｌ,1,5,0,5
91,華むすびの蔵センター,11,E38080,　,　,　,　,華むすびの蔵センター2F,162037,162037,　エリストフ　ウォッカ　７００ｍｌ,1,5,0,5
91,華むすびの蔵センター,11,E38080,　,　,　,　,華むすびの蔵センター2F,722018,722018,　空容器　ビールケース（小）,5,5,0,245
91,華むすびの蔵センター,11,E38080,　,　,　,　,華むすびの蔵センター2F,112386,112386,　雲乃井　純米酒　福雲７２０ｍｌ,1,4,0,4
91,華むすびの蔵センター,11,E38080,　,　,　,　,華むすびの蔵センター2F,114058,114058,　白鶴米だけのまる　純米酒パック９００ｍｌ,1,4,0,4
91,華むすびの蔵センター,11,E38080,　,　,　,　,華むすびの蔵センター2F,122957,122957,　２５°橙華１．８Ｌ（芋）,1,4,0,4
91,華むすびの蔵センター,11,E38080,　,　,　,　,華むすびの蔵センター2F,123261,123261,×２５°西郷が里５Ｌ（芋）,1,4,0,4
91,華むすびの蔵センター,11,E38080,　,　,　,　,華むすびの蔵センター2F,123342,123342,　３０°ニコニコ太郎１．８Ｌ（泡盛）,1,4,0,4
91,華むすびの蔵センター,11,E38080,　,　,　,　,華むすびの蔵センター2F,151106,151106,　勝沼醸造　甲州　穂坂　７５０ｍｌ,1,4,0,4
91,華むすびの蔵センター,11,E38080,　,　,　,　,華むすびの蔵センター2F,151672,151672,　白山やまぶどうワイン　梅スパーク　３７５ｍｌ,1,4,0,4
91,華むすびの蔵センター,11,E38080,　,　,　,　,華むすびの蔵センター2F,152435,152435,　フォルタン　カベルネソービニヨン　７５０ｍｌ,1,4,0,4
