lot_id,real_stock_id,item_id,item_code,item_name,status,current_quantity,reserved_quantity,purchase_id,trade_item_id,old_floor_id,old_location_id,old_shelf,oracle_status,expected_oracle_shelf,oracle_products,patch_status,patch_message,new_location_id,created_location,replacement_reduced_qty,replacement_lot_ids,reservation_updates,picking_result_updates,shortage_updates
35516,35713,214150,214150,　アサヒ　ワンダ　モーニングショット１８５ｇ缶,ACTIVE,120,0,,,11,2495,Q00000,manual_multiple_oracle_shelves,N01107|Q00000,214150000:Q00000:0:1106:120|214150100:N01107:::120|214150900:N01107:::120,skipped,manual_multiple_oracle_shelves,,,0,,0,0,0
35528,35726,215060,215060,　サッポロ　ウーロン茶２００ｍｌ瓶,ACTIVE,120,0,,,11,2780,Z05101,manual_multiple_oracle_shelves,YX0000|Z05101,215060000:Z05101:0:1202:240|215060900:YX0000:::240,skipped,manual_multiple_oracle_shelves,,,0,,0,0,0
35546,35745,215203,215203,　サントリー　ウーロン茶角ＰＥＴ５００ｍｌ,ACTIVE,120,0,,,10,325,C11101,single_oracle_shelf,C11101,215203000::0:1106:120|215203900:C11101:::120,skipped,already_matches,,,0,,0,0,0
51133,51509,215220,215220,　ハイピース　越前玄米茶３３０ｍｌ,ACTIVE,120,0,58,866,10,2495,Q00000,single_oracle_shelf,Q00000,215220000:Q00000:0:1106:0|215220900::::0,skipped,already_matches,,,0,,0,0,0
37241,37494,215448,215448,　サンガリア　あなたのお茶２００ｍｌＰＥＴ,ACTIVE,120,0,,,11,1528,G07201,single_oracle_shelf,G07201,215448000:G07201:0:1106:120|215448900:G07201:::120,skipped,already_matches,,,0,,0,0,0
53274,33753,641266,641266,　明治乳業それいけアンパンマン３Ｐ　りんご,ACTIVE,120,0,462,26408,11,804,E04101,single_oracle_shelf,E04101,641266000:E04101:1:1126:120,skipped,already_matches,,,0,,0,0,0
35389,35565,111116,111116,　松竹梅　上撰１．８Ｌ,ACTIVE,125,6,,,11,2473,P11102,single_oracle_shelf,P11102,111116000:P11102:0:1202:195|111116001:P11102::1202:195|111116002:P11102::1202:195|111116100:P11102:::195|111116101:P11102::1202:195|111116102:::1202:195|111116200:P11102:::195|111116201:P11102::1202:195|111116900:P11102:::195|111116901:P11102::1202:195,skipped,already_matches,,,0,,0,0,0
21763,21789,185054,185054,　キリン　ホワイトホース　ハイボール３５０ｍｌ,ACTIVE,119,0,,,11,1623,H04101,single_oracle_shelf,H04101,185054000:H04101:0:1330:127|185054900:H04101:::127,skipped,already_matches,,,0,,0,0,0
27432,27566,211011,211011,　コカコーラ　コーラ３５０ｍｌ,ACTIVE,119,0,,,11,774,E03105,manual_multiple_oracle_shelves,E03105|F09103,211011000:E03105:0:1017:144|211011100:F09103:::144|211011200:F09103:::144|211011900:F09103:::144,skipped,manual_multiple_oracle_shelves,,,0,,0,0,0
52134,25529,123357,123357,　２５°黒よかいち　芋９００ｍｌ　瓶,ACTIVE,118,0,291,11940,11,548,B08101,single_oracle_shelf,B08101,123357000:B08101:0:1202:127|123357900::::127,skipped,already_matches,,,0,,0,0,0
33466,33634,141040,141040,　越前福井浪漫麦酒　アンバーエール　３３０ｍｌ,ACTIVE,118,0,,,11,1791,H07101,single_oracle_shelf,H07101,141040000:H07101:0:1825:148,skipped,already_matches,,,0,,0,0,0
53587,37397,143015,143015,　キリン　一番搾り　生樽２０Ｌ,ACTIVE,119,1,512,26999,10,369,AF101K,single_oracle_shelf,AF101K,143015000:AF101K:0:1330:298,skipped,already_matches,,,0,,0,0,0
40291,40581,147124,147124,　サッポロ　麦とホップ３５０ｍｌ,ACTIVE,118,0,,,10,368,AE302S,single_oracle_shelf,AE302S,147124000:AE302S:0:1202:3000|147124100:AE302S:::3000|147124200:AE302S:::3000|147124900:AE302S:::3000|147124910:AE302S:::3000,skipped,already_matches,,,0,,0,0,0
55127,29587,211096,211096,　アサヒ　ドライゼロ３５０ｍｌ,ACTIVE,142,24,682,50852,11,609,C02101,single_oracle_shelf,C02101,211096000:C02101:0:1021:207|211096100:C02101:::207|211096900:C02101:::207,skipped,already_matches,,,0,,0,0,0
42142,42454,116110,116110,　清酒正宗鬼ころしパック２Ｌ,ACTIVE,117,0,,,11,2681,Z01203,single_oracle_shelf,Z01203,116110000:Z01203:0:1330:126|116110900::::126,skipped,already_matches,,,0,,0,0,0
52401,51851,172366,172366,　クライナーファイグリング　ココビスケット　２０ｍｌ,ACTIVE,117,0,365,12514,10,2671,YX0000,single_oracle_shelf,YX0000,172366000:YX0000:0:1706:0,skipped,already_matches,,,0,,0,0,0
31493,31655,211682,211682,　サントリー　ペプシコーラ（業務用）３３０ｍｌＰＥＴ,ACTIVE,117,0,,,11,2481,P15101,single_oracle_shelf,P15101,211682000:P15101:0:1021:220|211682900::::220,skipped,already_matches,,,0,,0,0,0
33540,33714,213049,213049,　カゴメ　トマトジュース　低塩１９０ｇ,ACTIVE,117,0,,,11,2768,G01402,manual_multiple_oracle_shelves,G01402|G02206,213049000:G01402:0:1202:147|213049100:G02206:::147|213049900:G02206:::147,skipped,manual_multiple_oracle_shelves,,,0,,0,0,0
38753,39031,224308,224308,　北の庄　日本酒仕込み　あぶりいわし２８ｇ,ACTIVE,127,10,,,10,2671,YX0000,single_oracle_shelf,YX0000,224308000:YX0000:0:1903:127,skipped,already_matches,,,0,,0,0,0
55128,23765,210078,210078,　アサヒシロップ　レモン果汁入り６００ｍｌ,ACTIVE,117,1,682,50853,11,545,B07204,single_oracle_shelf,B07204,210078000:B07204:0:1021:81,skipped,already_matches,,,0,,0,0,0
38747,39024,224049,224049,　梵　日本酒仕込み　焼かわはぎ２７ｇ,ACTIVE,200,84,,,10,2671,YX0000,single_oracle_shelf,YX0000,224049000:YX0000:0:1903:136,skipped,already_matches,,,0,,0,0,0
25462,25545,123455,123455,　２５°二階堂　吉四六の故郷９００ｍｌ（麦）,ACTIVE,115,0,,,11,2653,W08104,single_oracle_shelf,W08104,123455000:W08104:0:1006:122,skipped,already_matches,,,0,,0,0,0
51022,37427,143141,143141,　アサヒ　スーパードライ　生樽１０Ｌ,ACTIVE,119,4,3,552,10,366,AE101A,single_oracle_shelf,AE101A,143141000:AE101A:0:1021:286,skipped,already_matches,,,0,,0,0,0
55916,50476,184242,184242,　サントリー　角ハイボール缶　３５０ｍｌ,ACTIVE,115,0,,,11,740,E01101,single_oracle_shelf,E01101,184242000:E01101:0:1021:184|184242100:E01101:::184|184242200:E01101:::184|184242900:E01101:::184,skipped,already_matches,,,0,,0,0,0
33568,33742,213292,213292,　伊藤園　ビタミンフルーツ　りんごＭＩＸ１００％３４０ｍｌ,ACTIVE,115,0,,,11,1584,G09101,single_oracle_shelf,G09101,213292000:G09101:0:1085:120|213292900:G09101:::120,skipped,already_matches,,,0,,0,0,0
37235,37488,215362,215362,　サントリー　黒烏龍茶（業務用）３５０ｍｌＰＥＴ,ACTIVE,115,0,,,11,2408,L08201,single_oracle_shelf,L08201,215362000:L08201:0:1021:115|215362900:L08201:::115,skipped,already_matches,,,0,,0,0,0
29456,29608,211242,211242,　カクテス　男のちょい割る強ソーダ３００ｍｌ,ACTIVE,114,0,,,11,805,E04102,single_oracle_shelf,E04102,211242000:E04102:0:1202:114|211242900:E04102:::114,skipped,already_matches,,,0,,0,0,0
23677,23734,185857,185857,　コカ・コーラこだわりレモンサワー　酒場の檸檬堂３３５ｍｌ（営業部専用）,ACTIVE,113,0,,,11,481,B01206,single_oracle_shelf,B01206,185857000:B01206:0:1021:132|185857900::::132,skipped,already_matches,,,0,,0,0,0
35512,35709,214055,214055,　アサヒ　ウーロン茶２Ｌ,ACTIVE,113,0,,,11,582,B14103,manual_multiple_oracle_shelves,B14103|F09205,214055000:B14103:0:1106:120|214055900:F09205:::120,skipped,manual_multiple_oracle_shelves,,,0,,0,0,0
40386,40683,231141,231141,　アクト一番搾りキャノーラ油１．５Ｌ,ACTIVE,112,0,,,11,2697,Z03101,single_oracle_shelf,Z03101,231141000:Z03101:0:1497:122,skipped,already_matches,,,0,,0,0,0
45830,46232,172142,172142,　クライナーファイグリング　ＰＥＴ　２０ｍｌ,ACTIVE,111,0,,,10,2671,YX0000,single_oracle_shelf,YX0000,172142000:YX0000:0:1706:111,skipped,already_matches,,,0,,0,0,0
21707,21731,184378,184378,　宝スッキリ果実のお酒　白桃２５０ｍｌ,ACTIVE,111,0,,,11,808,E04105,single_oracle_shelf,E04105,184378000:E04105:0:1202:125|184378900:E04105::1202:125,skipped,already_matches,,,0,,0,0,0
35538,35737,215141,215141,　サントリー　ウーロン茶　業務用専用２Ｌ,ACTIVE,120,9,,,11,2407,L08104,single_oracle_shelf,L08104,215141000:L08104:0:1021:253|215141900::::253,skipped,already_matches,,,0,,0,0,0
38667,38927,112750,112750,　若鹿バンビカップ　上撰１８０ｍｌ,ACTIVE,110,0,,,11,1536,G07305,single_oracle_shelf,G07305,112750000:G07305:0:1539:111,skipped,already_matches,,,0,,0,0,0
31501,31663,211725,211725,　ローヤル　さわやかラムネ　プレーン２５０ｍｌ,ACTIVE,110,0,,,11,1592,H01201,single_oracle_shelf,H01201,211725000:H01201:0:1106:120|211725900::::120,skipped,already_matches,,,0,,0,0,0
31502,31664,211726,211726,　ローヤル　さわやかラムネ　ブルーハワイ２５０ｍｌ,ACTIVE,110,0,,,11,1594,H01203,single_oracle_shelf,H01203,211726000:H01203:0:1106:110|211726900::::110,skipped,already_matches,,,0,,0,0,0
47880,48299,172304,172304,　クライナーファイグリング　オリジナル瓶　２０ｍｌ,ACTIVE,109,0,,,10,2671,YX0000,single_oracle_shelf,YX0000,172304000:YX0000:0:1706:109,skipped,already_matches,,,0,,0,0,0
45687,46062,119619,119619,　越の鷹　農業好きが集まる社から生まれた純米酒７２０ｍｌ,ACTIVE,108,0,,,10,2671,YX0000,single_oracle_shelf,YX0000,119619000:YX0000:0:1181:123,skipped,already_matches,,,0,,0,0,0
51294,48218,122088,122088,　２５°二階堂パーティボトル１．９２Ｌ（麦）,ACTIVE,108,0,87,2041,11,2437,L18105,single_oracle_shelf,L18105,122088000:L18105:0:1006:8,skipped,already_matches,,,0,,0,0,0
33480,33648,141149,141149,　オリオン　ザ・ドラフト中瓶５００ｍｌ,ACTIVE,108,0,,,10,278,AD003O,single_oracle_shelf,AD003O,141149000:AD003O:0:1524:114|141149900:AD003O:::114,skipped,already_matches,,,0,,0,0,0
33585,33759,681033,681033,　朝日食品容器○竹天削り箸　２１ｃｍ　１００膳入り,ACTIVE,108,0,,,11,2375,J02104,single_oracle_shelf,J02104,681033000:J02104:1:1497:118,skipped,already_matches,,,0,,0,0,0
52238,35573,111239,111239,　富久娘上撰１．８Ｌ,ACTIVE,107,0,323,12147,11,2674,Z01102,single_oracle_shelf,Z01102,111239000:Z01102:0:1330:47|111239100::::47|111239200::::47|111239300::::47|111239900::::47,skipped,already_matches,,,0,,0,0,0
42143,42455,117003,117003,　宝合成清酒　平安絵巻パック１．８Ｌ,ACTIVE,107,0,,,11,603,C01105,single_oracle_shelf,C01105,117003000:C01105:0:1202:108|117003900::::108,skipped,already_matches,,,0,,0,0,0
25451,25532,123366,123366,　２５°二階堂　吉四六　壷１．８Ｌ（麦）,ACTIVE,106,0,,,11,532,B06105,single_oracle_shelf,B06105,123366000:B06105:0:1006:106,skipped,already_matches,,,0,,0,0,0
33470,33638,141045,141045,　サッポロ　エビス　小瓶３３４ｍｌ,ACTIVE,106,0,,,11,2704,D05105,manual_multiple_oracle_shelves,D05105|D05203,141045000:D05105:0:1202:190|141045900:D05203:::190,skipped,manual_multiple_oracle_shelves,,,0,,0,0,0
49985,50427,182006,182006,　紀の司　朝採り梅酒パック　２Ｌ,ACTIVE,104,0,,,11,615,C02204,manual_multiple_oracle_shelves,C02204|YX0000,182006000:C02204:0:1286:120|182006900:YX0000:::120,skipped,manual_multiple_oracle_shelves,,,0,,0,0,0
42105,42414,113910,113910,　花の舞　純米吟醸　日本刀カップ１２０ｍｌ（串カツ田中様）,ACTIVE,103,0,,,11,2644,W07305,single_oracle_shelf,W07305,113910000:W07305:0:1391:108,skipped,already_matches,,,0,,0,0,0
31515,31677,211836,211836,　アサヒ　スタイルバランス　レモンサワーテイスト２００ｍｌ,ACTIVE,102,0,,,11,1319,G01404,single_oracle_shelf,G01404,211836000:G01404:0:1021:102|211836900:G01404:::102,skipped,already_matches,,,0,,0,0,0
25613,25729,621095,621095,　広島県倉橋産　かきフライ５００ｇ,ACTIVE,102,0,,,10,2660,YA0100,single_oracle_shelf,YA0100,621095000:YA0100:1:1497:113,skipped,already_matches,,,0,,0,0,0
27455,27590,631085,631085,　カップ印　中双糖１Ｋｇ,ACTIVE,102,0,,,11,1814,I00004,single_oracle_shelf,I00004,631085000:I00004:0:1497:111,skipped,already_matches,,,0,,0,0,0
33603,33777,681167,681167,　リケンテクノス　三井ハイラップＳ３０ｃｍ×１００ｍ,ACTIVE,102,0,,,11,2393,J03203,single_oracle_shelf,J03203,681167000:J03203:0:1497:120,skipped,already_matches,,,0,,0,0,0
49941,50368,122434,122434,　２５°一刻者（芋）７２０ｍｌ,ACTIVE,101,0,,,11,624,C03203,single_oracle_shelf,C03203,122434000:C03203:0:1202:112|122434900:::1202:112,skipped,already_matches,,,0,,0,0,0
37160,37407,143059,143059,◎キリン　一番搾り３５０ｍｌ,ACTIVE,102,1,,,10,459,AL101K,single_oracle_shelf,AL101K,143059000:AL101K:0:1330:7590|143059100:AL101K:::7590|143059101:AL101K:::7590|143059200:AL101K:::7590|143059900:AL101K:::7590|143059901:AL101K:::7590|143059902:AL101K:::7590,skipped,already_matches,,,0,,0,0,0
33601,33775,681163,681163,　エフピコ外エンボスＧＬＯＶＥ２６透明　Ｍ１００枚,ACTIVE,101,0,,,11,2379,J02201,single_oracle_shelf,J02201,681163000:J02201:0:1497:107|681163900:J02201:::107,skipped,already_matches,,,0,,0,0,0
52402,48310,172395,172395,　クライナーファイグリング　レッドベリーサワー　２０ｍｌ,ACTIVE,100,0,365,12515,10,2671,YX0000,single_oracle_shelf,YX0000,172395000:YX0000:0:1706:12,skipped,already_matches,,,0,,0,0,0
37255,37509,221819,221819,　くまだ　バリバリくらげ頭　キャノンボールクラゲ１２５ｇ,ACTIVE,100,0,,,10,237,YA0000,single_oracle_shelf,YA0000,221819000:YA0000:0:1660:100,skipped,already_matches,,,0,,0,0,0
33593,33767,681123,681123,　三井化学ファブロニューラップ　２０ｍ,ACTIVE,100,0,,,11,1604,H03104,single_oracle_shelf,H03104,681123000:H03104:1:1497:100,skipped,already_matches,,,0,,0,0,0
52321,38940,143209,143209,　キリン　一番搾り生３ＬＰＥＴ　,ACTIVE,105,6,347,12267,10,351,AC102K,single_oracle_shelf,AC102K,143209000:AC102K:0:1330:201|143209900:AC102K:::201,skipped,already_matches,,,0,,0,0,0
33543,33717,213067,213067,　マルカイ　順造選　クランベリー１８０ｍｌ,ACTIVE,99,0,,,11,2184,I10212,single_oracle_shelf,I10212,213067000:I10212:0:1049:99,skipped,already_matches,,,0,,0,0,0
54780,35602,112115,112115,　一本義　生貯蔵酒３００ｍｌ,ACTIVE,119,21,624,49513,11,712,D06105,manual_multiple_oracle_shelves,D04104|D06105,112115000:D06105:0:1202:542|112115900:D04104:::542,skipped,manual_multiple_oracle_shelves,,,0,,0,0,0
21768,21794,185341,185341,　コカ・コーラ　檸檬堂　定番３５０ｍｌ,ACTIVE,98,0,,,11,1302,G01211,single_oracle_shelf,G01211,185341000:G01211:0:1021:104|185341100:G01211:::104|185341900:G01211:::104,skipped,already_matches,,,0,,0,0,0
27424,27557,210855,210855,　コカコーラ　いろはす２Ｌ,ACTIVE,98,0,,,11,473,B01101,single_oracle_shelf,B01101,210855000:B01101:0:1017:104|210855900:B01101:::104,skipped,already_matches,,,0,,0,0,0
21766,21792,185195,185195,　サントリー　こだわり酒場のレモンサワー３５０ｍｌ,ACTIVE,149,52,,,11,1255,F07205,single_oracle_shelf,F07205,185195000:F07205:0:1021:76|185195100:F07205:::76|185195900:F07205:::76,skipped,already_matches,,,0,,0,0,0
31489,31651,211655,211655,　コカコーラ　カナダドライ　ジンジャーエール１．５Ｌ,ACTIVE,97,0,,,11,1275,F10102,single_oracle_shelf,F10102,211655000:F10102:0:1017:97|211655900:F10102:::97,skipped,already_matches,,,0,,0,0,0
54348,35625,142056,142056,　ハイネケンロングネック瓶３３０ｍｌ,ACTIVE,96,0,569,49074,11,743,E01104,single_oracle_shelf,E01104,142056000:E01104:0:1330:189|142056100:E01104:::189|142056200:E01104:::189|142056400:E01104:::189|142056900:E01104:::189,skipped,already_matches,,,0,,0,0,0
56570,42460,149982,149982,　ＡＢインベブ　コロナ　エキストラ　瓶３３０ｍｌ,ACTIVE,96,0,822,53280,11,771,E03102,single_oracle_shelf,E03102,149982000:E03102:0:1202:170|149982100:E03102:::170|149982900:E03102:::170,skipped,already_matches,,,0,,0,0,0
52136,48348,181053,181053,　宝　料理のための清酒パック　１．８Ｌ,ACTIVE,96,0,291,11942,11,2739,R05201,manual_multiple_oracle_shelves,B02101|R05201,181053000:R05201:0:1202:77|181053001:B02101::1202:77|181053900:B02101:::77,skipped,manual_multiple_oracle_shelves,,,0,,0,0,0
21714,21738,184416,184416,　アサヒ　贅沢搾り　グレープフルーツ３５０ｍｌ,ACTIVE,96,0,,,11,1634,H04113,manual_multiple_oracle_shelves,G02208|H04113,184416000:H04113:0:1021:96|184416900:G02208:::96,skipped,manual_multiple_oracle_shelves,,,0,,0,0,0
21764,21790,185169,185169,　キリン　本搾り　レモン２５０ｍｌ,ACTIVE,96,0,,,11,1299,G01208,single_oracle_shelf,G01208,185169000:G01208:0:1330:96|185169900:G01208:::96,skipped,already_matches,,,0,,0,0,0
51084,23750,210009,210009,　カルピス　カルピスウォーター５００ｍｌペット　,ACTIVE,96,0,35,817,11,1589,H01103,single_oracle_shelf,H01103,210009000:H01103:0:1106:120|210009900:H01103:::120,skipped,already_matches,,,0,,0,0,0
27387,27516,210585,210585,　アサヒ　おいしい水　６００ｍｌ自販機用,ACTIVE,96,0,,,11,1591,H01105,single_oracle_shelf,H01105,210585000:H01105:0:1106:96|210585900:H01105:::96,skipped,already_matches,,,0,,0,0,0
51085,29603,211218,211218,　アサヒ　三ツ矢サイダー５００ｍｌペット,ACTIVE,96,0,36,818,11,1590,H01104,single_oracle_shelf,H01104,211218000:H01104:0:1106:22|211218900:H01104:::22,skipped,already_matches,,,0,,0,0,0
29452,29604,211222,211222,　コカコーラ　アクエリアス５００ｍｌペット,ACTIVE,96,0,,,10,2671,YX0000,single_oracle_shelf,YX0000,211222000:YX0000:0:1017:144|211222100::::144|211222900::::144,skipped,already_matches,,,0,,0,0,0
56589,29607,211237,211237,　サントリー　オールフリー３５０ｍｌ,ACTIVE,96,0,832,53304,11,2760,C08206,manual_multiple_oracle_shelves,C08206|M07213,211237000:C08206:0:1021:88|211237100:M07213:::88|211237900:M07213:::88,skipped,manual_multiple_oracle_shelves,,,0,,0,0,0
53232,29608,211242,211242,　カクテス　男のちょい割る強ソーダ３００ｍｌ,ACTIVE,96,0,446,26357,11,805,E04102,single_oracle_shelf,E04102,211242000:E04102:0:1202:114|211242900:E04102:::114,skipped,already_matches,,,0,,0,0,0
54362,29608,211242,211242,　カクテス　男のちょい割る強ソーダ３００ｍｌ,ACTIVE,96,0,573,49088,11,805,E04102,single_oracle_shelf,E04102,211242000:E04102:0:1202:114|211242900:E04102:::114,skipped,already_matches,,,0,,0,0,0
55103,29639,211485,211485,　キリン　零ＩＣＨＩ（ゼロイチ）３５０ｍｌ,ACTIVE,96,0,669,50777,11,757,E02104,manual_multiple_oracle_shelves,E02104|E03101,211485000:E02104:0:1330:160|211485100:E03101:::160|211485900:E03101:::160,skipped,manual_multiple_oracle_shelves,,,0,,0,0,0
31480,31642,211613,211613,　デュック　ドュ　モンターニュ　白　２００ｍｌ,ACTIVE,96,0,,,11,1257,F07300,single_oracle_shelf,F07300,211613000:F07300:0:1202:96,skipped,already_matches,,,0,,0,0,0
31485,31647,211624,211624,　アンテ　奥能登しおサイダー３４０ｍｌ,ACTIVE,96,0,,,11,2495,Q00000,single_oracle_shelf,Q00000,211624000:Q00000:0:1021:96,skipped,already_matches,,,0,,0,0,0
31500,31662,211724,211724,　Ｑ　トニックウォーター１９８ｍｌ,ACTIVE,96,0,,,11,2444,L18303,single_oracle_shelf,L18303,211724000:L18303:0:1431:96,skipped,already_matches,,,0,,0,0,0
55917,31687,211914,211914,　サントリー　天然水スパークリング５００ｍｌ,ACTIVE,96,0,,,11,327,Z00,oracle_no_shelf,,211914000::0:1106:96|211914900::::96,skipped,oracle_no_shelf,,,0,,0,0,0
54521,33736,213193,213193,　コカコーラ　Ｑｏｏ　みかん４２５ｍｌ,ACTIVE,96,0,594,49247,11,1268,F09104,single_oracle_shelf,F09104,213193000:F09104:0:1017:365|213193900:F09104:::365,skipped,already_matches,,,0,,0,0,0
35504,35699,213447,213447,　ヘテ　すりおろし梨ジュース２３８ｍｌ缶,ACTIVE,96,0,,,11,1227,F04201,single_oracle_shelf,F04201,213447000:F04201:0:1048:108|213447900:F04201:::108,skipped,already_matches,,,0,,0,0,0
35521,35718,215013,215013,　伊藤園　おーいお茶　緑茶３５０ｍｌペット,ACTIVE,96,0,,,11,2777,C05106,manual_multiple_oracle_shelves,C05106|K07301,215013000:C05106:0:1085:96|215013900:K07301:::96,skipped,manual_multiple_oracle_shelves,,,0,,0,0,0
35537,35736,215138,215138,　伊藤園　おーいお茶　緑茶　紙パック２５０ｍｌ,ACTIVE,96,0,,,11,2781,L18102,manual_multiple_oracle_shelves,AW0000|L18102,215138000:L18102:0:1085:96|215138900:AW0000:::96,skipped,manual_multiple_oracle_shelves,,,0,,0,0,0
35544,35743,215191,215191,　アサヒ　十六茶６００ｍｌペット,ACTIVE,96,0,,,11,1587,H01101,single_oracle_shelf,H01101,215191000:H01101:0:1106:96|215191900:H01101:::96,skipped,already_matches,,,0,,0,0,0
45841,46244,251026,251026,　キリン　氷ゼロ　スパークリング　シチリア産レモン３５０ｍｌ,ACTIVE,96,0,,,11,1244,F06201,single_oracle_shelf,F06201,251026000:F06201:0:1330:132|251026900::::132,skipped,already_matches,,,0,,0,0,0
31553,31718,633354,633354,　フードマーケティング韓国海苔　国産３袋,ACTIVE,96,0,,,11,2577,W05104,single_oracle_shelf,W05104,633354000:W05104:0:1497:96,skipped,already_matches,,,0,,0,0,0
31557,31722,633407,633407,　光商ココナッツミルク４００ｇ缶,ACTIVE,96,0,,,11,1847,I02203,single_oracle_shelf,I02203,633407000:I02203:0:1497:96,skipped,already_matches,,,0,,0,0,0
37143,37388,142873,142873,　ＯＵＲ　ＢＲＥＷＩＮＧ　モルティー・レックス３６５ｍｌ缶,ACTIVE,95,0,,,10,2671,YX0000,single_oracle_shelf,YX0000,142873000:YX0000:0:1965:155,skipped,already_matches,,,0,,0,0,0
45844,46248,251052,251052,　スワンラムネ２００ｍｌ,ACTIVE,95,0,,,11,629,C04103,single_oracle_shelf,C04103,251052000:C04103:0:1346:113|251052900:C04103:::113,skipped,already_matches,,,0,,0,0,0
31479,31641,211612,211612,　アサヒ　スタイルバランス　ハイボールテイスト２００ｍｌ,ACTIVE,94,0,,,11,1235,F05201,single_oracle_shelf,F05201,211612000:F05201:0:1021:99|211612900:F05201:::99,skipped,already_matches,,,0,,0,0,0
33571,33745,213310,213310,　ジューシー　トロピカルマンゴー１Ｌパック,ACTIVE,93,0,,,11,2406,L08103,single_oracle_shelf,L08103,213310000:L08103:0:1330:114|213310900::::114,skipped,already_matches,,,0,,0,0,0
38676,38937,143166,143166,　キリン　一番搾り　生樽７Ｌ　,ACTIVE,94,3,,,10,365,AD205K,single_oracle_shelf,AD205K,143166000:AD205K:0:1330:119,skipped,already_matches,,,0,,0,0,0
50043,50486,184335,184335,　サントリー　トリスハイボール　缶３５０ｍｌ,ACTIVE,91,0,,,11,2744,H04112,manual_multiple_oracle_shelves,G02204|H04112,184335000:H04112:0:1021:130|184335100:G02204:::130|184335200:G02204:::130|184335900:G02204:::130,skipped,manual_multiple_oracle_shelves,,,0,,0,0,0
23735,23813,611023,611023,　中国産　塩味枝豆５００ｇ,ACTIVE,91,0,,,10,2660,YA0100,single_oracle_shelf,YA0100,611023000:YA0100:1:1497:111,skipped,already_matches,,,0,,0,0,0
55089,33633,141039,141039,　サッポロ　黒ラベル　小瓶３３４ｍｌ,ACTIVE,90,0,663,50717,11,2730,D05101,manual_multiple_oracle_shelves,D05101|D08102,141039000:D05101:0:1202:179|141039900:D08102:::179,skipped,manual_multiple_oracle_shelves,,,0,,0,0,0
51017,31641,211612,211612,　アサヒ　スタイルバランス　ハイボールテイスト２００ｍｌ,ACTIVE,90,0,1,547,11,1235,F05201,single_oracle_shelf,F05201,211612000:F05201:0:1021:99|211612900:F05201:::99,skipped,already_matches,,,0,,0,0,0
33535,33709,213030,213030,　キリン　トロピカーナ　グレープフルーツ　ＬＬスリム１Ｌ,ACTIVE,87,-3,,,11,575,B11203,single_oracle_shelf,B11203,213030000:B11203:0:1330:116|213030900::::116,skipped,already_matches,,,0,,0,0,0
35513,35710,214059,214059,　コカコーラ　ジョージア　エメラルドＭＢ１８５ｇマルチ,ACTIVE,90,0,,,11,781,E03207,single_oracle_shelf,E03207,214059000:E03207:0:1017:90|214059100:E03207:::90|214059200:E03207:::90|214059900:E03207:::90|214059901:E03207:::90,skipped,already_matches,,,0,,0,0,0
56654,37482,215321,215321,　くら寿司　宇治抹茶入り緑茶１Ｌ,ACTIVE,90,0,854,53417,11,692,D04101,single_oracle_shelf,D04101,215321000:D04101:0:1444:60|215321900:D04101:::60,skipped,already_matches,,,0,,0,0,0
45833,46235,248076,248076,　アイリスフーズ　低温製法米の生まるもち個包装４００ｇ,ACTIVE,90,0,,,11,2344,I16308,single_oracle_shelf,I16308,248076000:I16308:0:1497:90,skipped,already_matches,,,0,,0,0,0
50045,50488,286448,286448,　オーストラリア産　牛タンスライス３２０ｇ,ACTIVE,-90,0,,,10,2660,YA0100,single_oracle_shelf,YA0100,286448000:YA0100:0:1497:-90,skipped,already_matches,,,0,,0,0,0
27308,27426,131074,131074,　ウィスキー　岳　７００ｍｌ,ACTIVE,89,0,,,11,2549,W01201,single_oracle_shelf,W01201,131074000:W01201:0:1290:107|131074100::::107|131074900::::107,skipped,already_matches,,,0,,0,0,0
25522,25626,155557,155557,　エレタット　ブリュット　ナチューレ　７５０ｍｌ,ACTIVE,88,0,,,11,2353,I17103,single_oracle_shelf,I17103,155557000:I17103:0:1405:89|155557900::::89,skipped,already_matches,,,0,,0,0,0
49993,50436,183013,183013,　古越龍山　紹興酒　金龍　１８０ｍｌ,ACTIVE,88,0,,,11,863,E05212,single_oracle_shelf,E05212,183013000:E05212:0:1330:88,skipped,already_matches,,,0,,0,0,0
33537,33711,213032,213032,　キリン　トロピカーナアップル　ＬＬスリム１Ｌ,ACTIVE,89,1,,,11,574,B11202,single_oracle_shelf,B11202,213032000:B11202:0:1330:89|213032900::::89,skipped,already_matches,,,0,,0,0,0
31496,31658,211689,211689,　サントリー　のんある酒場　レモンサワー　ノンアルコール３５０ｍｌ,ACTIVE,87,0,,,11,1286,G01106,single_oracle_shelf,G01106,211689000:G01106:0:1021:45|211689100:G01106:::45|211689900:G01106:::45,skipped,already_matches,,,0,,0,0,0
35519,35716,214314,214314,　コカコーラ　ジョージア　ボトルコーヒー　無糖９５０ｍｌ,ACTIVE,87,0,,,11,509,B04104,single_oracle_shelf,B04104,214314000:B04104:0:1017:96|214314100::::96|214314900:B04104:::96,skipped,already_matches,,,0,,0,0,0
