status,message,real_stock_id,item_id,item_code,item_name,current_quantity,reserved_quantity,parent_available,pickable_available,missing_pickable_qty,patch_lot_id,patch_lot_location_id,pickable_current,missing_current_qty,patch_lot_current_before,patch_lot_reserved_before,patch_qty
skipped,"no active NULL/NULL pickable lot",51764,112103,112103,　黒龍　吟醸　いっちょらい３００ｍｌ,72,0,72,0,72,,,0,72,,,72
skipped,"no active NULL/NULL pickable lot",51765,112506,112506,　黒龍　九頭龍　逸品１．８Ｌ,41,0,41,0,41,,,0,41,,,41
skipped,"no active NULL/NULL pickable lot",51758,112779,112779,　黒龍　大吟醸１．８Ｌ,12,0,12,0,12,,,0,12,,,12
skipped,"no active NULL/NULL pickable lot",51761,112597,112597,　黒龍　純吟　いっちょらい７２０ｍｌ,11,0,11,0,11,,,0,11,,,11
skipped,"no active NULL/NULL pickable lot",51762,112645,112645,　黒龍　吟醸　いっちょらい１．８Ｌ,10,0,10,0,10,,,0,10,,,10
skipped,"no active NULL/NULL pickable lot",51763,112619,112619,　黒龍　吟醸　いっちょらい７２０ｍｌ,8,0,8,0,8,,,0,8,,,8
updated,,37249,181034,181034,　福徳長　国産米１００％使用の料理清酒１．８Ｌ,9,0,9,3,6,37013,3,3,6,3,0,6
skipped,"no active NULL/NULL pickable lot",51756,112525,112525,　黒龍　大吟醸　龍１．８Ｌ,6,0,6,0,6,,,0,6,,,6
skipped,"no active NULL/NULL pickable lot",51759,112888,112888,　黒龍　大吟醸７２０ｍｌ,6,0,6,0,6,,,0,6,,,6
skipped,"no active NULL/NULL pickable lot",51760,112229,112229,　黒龍　純吟　いっちょらい１．８Ｌ,5,0,5,0,5,,,0,5,,,5
updated,,21395,116005,116005,　清酒正宗鬼ころしパック３Ｌ,10,1,9,5,4,21395,3,6,4,6,1,4
updated,,21398,116019,116019,　旬三昧　旨口の酒パック３Ｌ,9,0,9,6,3,21398,3,6,3,6,0,3
updated,,33472,171534,171534,　神蔵「蜜號」　かぼす山椒　日本酒仕込み７２０ｍｌ,4,0,4,1,3,33307,3,1,3,1,0,3
skipped,"no active NULL/NULL pickable lot",51696,118504,118504,　神蔵　ＫＡＧＵＲＡ　純米無濾過生原酒　ルリ７２０ｍｌ,3,0,3,0,3,,,0,3,,,3
skipped,"no active NULL/NULL pickable lot",51757,112272,112272,　黒龍　大吟醸　龍７２０ｍｌ,3,0,3,0,3,,,0,3,,,3
updated,,33495,246754,246754,　大阪ふくちぁん　スタミナ餃子　３６個６４８ｇ,5,0,5,3,2,33330,3,3,2,3,0,2
skipped,"no active NULL/NULL pickable lot",51697,113062,113062,　八海山特別本醸造１．８Ｌ,2,0,2,0,2,,,0,2,,,2
skipped,"no active NULL/NULL pickable lot",52046,999006,0,部部システム０００,1,0,1,0,1,,,0,1,,,1
skipped,"no active NULL/NULL pickable lot",52244,210517,210517,　サントリー　ホワイトウォーター　２．５ガロン９．４６Ｌ,1,0,1,0,1,,,0,1,,,1
