"得意先コード","伝票日付","伝票Ｎｏ","伝票区分","行Ｎｏ","データ区分","商品コード","商品名１","商品名２","商品区分","単位","入数１","入数２","ケース数","ボール数","数量","特売区分","原価単価","原価金額","売価単価","売価金額","相手単価","相手金額","粗利金額","行備考区分","行備考","分類コード","部門コード","仕入先コード","ＪＡＮコード","相手商品コード","表示相手商品コード","請求日付","請求先コード","単価コード","担当者コード","集計コード","チェーンストアコード","取引先コード","社店コード","相手分類コード","相手伝票区分","相手伝票Ｎｏ","伝票備考区分","伝票備考","Ｆ欄","チェーンストア本店区分","伝票種区分","和暦印字区分","ＥＯＳ区分","得意先課税区分","商品課税区分","伝票発行済フラグ","納品データ作成区分","区分２","区分３","単価書換区分","発注仕入先コード","発注日付","発注伝票Ｎｏ","発注行Ｎｏ","仕入完了区分","作成日時","更新日時","違算日付","マスタ単価","リベート"
"00000934","2026/02/21",9340956,17,1,1,"4549379665176","外ｴﾝﾎﾞｽGLOVE26透明　M","１００枚",0,"",50,1,1,0,50,0,0,0,180,9000,298,14900,-5900,0,"","08","81","10606","4549379665176","","","2026/02/21","00000934","61000001","9999","9999","99999999","","","","","0",0,"","",0,1,0,0,1,1,0,0,0,0,0,"10606","2026/02/18",9340956,1,1,"2026/02/18","2026/02/18","",180,0
