real_stock_id	warehouse_id	item_id	item_code	item_name	current_quantity	reserved_quantity	parent_available_qty	lot_pickable_qty	missing_qty	reason	default_location_status	default_location_code	z00_code	z00_flags	z00_floor_id
36142	9	184144	184144	　サントリー　金麦３５０ｍｌ	729	0	729	549	180	LOT_QTY_SHORT	HAS_DEFAULT_LOCATION	ZZ-1-100	Z-0-0	8	NULL
19859	1	184256	184256	　タカラ　焼酎ハイボール　ドライ３５０ｍｌ	559	0	559	382	177	LOT_QTY_SHORT	HAS_DEFAULT_LOCATION	ZZ-1-100	Z-0-0	8	NULL
12511	2	210586	210586	　ミツウロコ　四季の恵み　天然水２Ｌ	371	0	371	199	172	LOT_QTY_SHORT	HAS_DEFAULT_LOCATION	ZZ-1-100	Z-0-0	8	NULL
11568	4	142627	142627	　キリン　晴れ風３５０ｍｌ	474	0	474	306	168	LOT_QTY_SHORT	HAS_DEFAULT_LOCATION	ZZ-1-100	Z-0-0	8	NULL
12300	4	143074	143074	◎サッポロ　黒ラベル　３５０ｍｌ	720	0	720	552	168	LOT_QTY_SHORT	HAS_DEFAULT_LOCATION	ZZ-1-100	Z-0-0	8	NULL
3389	3	147124	147124	　サッポロ　麦とホップ３５０ｍｌ	316	0	316	150	166	LOT_QTY_SHORT	HAS_DEFAULT_LOCATION	ZZ-1-100	Z-0-0	8	NULL
23213	21	184256	184256	　タカラ　焼酎ハイボール　ドライ３５０ｍｌ	296	0	296	131	165	LOT_QTY_SHORT	HAS_DEFAULT_LOCATION	ZZ-1-100	Z-0-0	8	NULL
42787	8	143005	143005	◎キリンラガー３５０ｍｌ	425	0	425	273	152	LOT_QTY_SHORT	HAS_DEFAULT_LOCATION	ZZ-1-100	Z-0-0	8	NULL
42461	91	150000	150000	部部システム１５０　分類	152	0	152	0	152	NO_PICKABLE_LOT	HAS_DEFAULT_LOCATION	ZZ-1	Z-0-0	8	NULL
12319	4	145060	145060	　アサヒ　スタイルフリー　トリプルゼロ３５０ｍｌ	557	0	557	411	146	LOT_QTY_SHORT	HAS_DEFAULT_LOCATION	ZZ-1-100	Z-0-0	8	NULL
16677	1	145014	145014	　サッポロ　極ＺＥＲＯ３５０ｍｌ	255	0	255	111	144	LOT_QTY_SHORT	HAS_DEFAULT_LOCATION	ZZ-1-100	Z-0-0	8	NULL
5875	3	185715	185715	　サントリー　こだわり酒場のレモンサワー　濃い旨３５０ｍｌ	192	0	192	48	144	LOT_QTY_SHORT	HAS_DEFAULT_LOCATION	ZZ-1-100	Z-0-0	8	NULL
49603	11	141080	141080	　サッポロ　ラガー　大瓶６３３ｍｌ	224	0	224	85	139	LOT_QTY_SHORT	HAS_DEFAULT_LOCATION	ZZ-1-100	Z-0-0	8	NULL
46251	91	251094	251094	　アサヒ　スタイルバランス　無糖レモンサワー２００ｍｌ	139	0	139	0	139	NO_PICKABLE_LOT	HAS_DEFAULT_LOCATION	ZZ-1	Z-0-0	8	NULL
36151	9	184233	184233	　タカラ　焼酎ハイボール　レモン３５０ｍｌ	383	0	383	258	125	LOT_QTY_SHORT	HAS_DEFAULT_LOCATION	ZZ-1-100	Z-0-0	8	NULL
20252	1	211351	211351	　ＩＢ　強炭酸水１Ｌ	323	0	323	205	118	LOT_QTY_SHORT	HAS_DEFAULT_LOCATION	ZZ-1-100	Z-0-0	8	NULL
32312	10	112103	112103	　黒龍　吟醸　いっちょらい３００ｍｌ	118	0	118	0	118	NO_PICKABLE_LOT	HAS_DEFAULT_LOCATION	ZZ-1-100	Z-0-0	8	NULL
47634	21	143005	143005	◎キリンラガー３５０ｍｌ	378	0	378	263	115	LOT_QTY_SHORT	HAS_DEFAULT_LOCATION	ZZ-1-100	Z-0-0	8	NULL
49588	11	141019	141019	◎アサヒ　スーパードライ　大瓶６３３ｍｌ	846	0	846	740	106	LOT_QTY_SHORT	HAS_DEFAULT_LOCATION	ZZ-1-100	Z-0-0	8	NULL
16874	1	114018	114018	◎白鶴まる　パック２Ｌ	141	0	141	38	103	LOT_QTY_SHORT	HAS_DEFAULT_LOCATION	ZZ-1-100	Z-0-0	8	NULL
4519	2	122279	122279	○２５°いいちこ（麦）パック１．８Ｌ	192	0	192	92	100	LOT_QTY_SHORT	HAS_DEFAULT_LOCATION	ZZ-1-100	Z-0-0	8	NULL
36134	9	184068	184068	　キリン　のどごし＜生＞　５００ｍｌ	158	0	158	62	96	LOT_QTY_SHORT	HAS_DEFAULT_LOCATION	ZZ-1-100	Z-0-0	8	NULL
49864	21	147124	147124	　サッポロ　麦とホップ３５０ｍｌ	258	0	258	162	96	LOT_QTY_SHORT	HAS_DEFAULT_LOCATION	ZZ-1-100	Z-0-0	8	NULL
29632	91	211407	211407	　サンガリア　伊賀の天然水　強炭酸水５００ｍｌＰＥＴ	748	0	748	652	96	LOT_QTY_SHORT	HAS_DEFAULT_LOCATION	L-11-101	Z-0-0	8	NULL
31687	91	211914	211914	　サントリー　天然水スパークリング５００ｍｌ	96	0	96	0	96	NO_PICKABLE_LOT	NO_DEFAULT_LOCATION		Z-0-0	8	NULL
41268	9	147124	147124	　サッポロ　麦とホップ３５０ｍｌ	287	0	287	192	95	LOT_QTY_SHORT	HAS_DEFAULT_LOCATION	ZZ-1-100	Z-0-0	8	NULL
51530	71	184409	184409	　キリン　氷結ＺＥＲＯ　レモン　３５０ｍｌ	95	0	95	0	95	NO_PICKABLE_LOT	HAS_DEFAULT_LOCATION	ZZ-1-100	Z-0-0	8	NULL
24824	11	147081	147081	　キリン　本麒麟５００ｍｌ	322	0	322	228	94	LOT_QTY_SHORT	HAS_DEFAULT_LOCATION	ZZ-1-100	Z-0-0	8	NULL
49862	21	147084	147084	　サントリー　金麦　糖質ｏｆｆ３５０ｍｌ	376	0	376	282	94	LOT_QTY_SHORT	HAS_DEFAULT_LOCATION	ZZ-1-100	Z-0-0	8	NULL
12332	4	147004	147004	　キリン　麒麟淡麗グリーンラベル５００ｍｌ	205	0	205	112	93	LOT_QTY_SHORT	HAS_DEFAULT_LOCATION	ZZ-1-100	Z-0-0	8	NULL
41259	9	147004	147004	　キリン　麒麟淡麗グリーンラベル５００ｍｌ	226	0	226	133	93	LOT_QTY_SHORT	HAS_DEFAULT_LOCATION	ZZ-1-100	Z-0-0	8	NULL
24786	11	145018	145018	　キリン　淡麗プラチナダブル５００ｍｌ	330	0	330	237	93	LOT_QTY_SHORT	HAS_DEFAULT_LOCATION	ZZ-1-100	Z-0-0	8	NULL
24816	11	147004	147004	　キリン　麒麟淡麗グリーンラベル５００ｍｌ	333	0	333	240	93	LOT_QTY_SHORT	HAS_DEFAULT_LOCATION	ZZ-1-100	Z-0-0	8	NULL
17869	1	143037	143037	◎キリンラガー５００ｍｌ	224	0	224	132	92	LOT_QTY_SHORT	HAS_DEFAULT_LOCATION	ZZ-1-100	Z-0-0	8	NULL
20830	11	142404	142404	　サントリー　パーフェクトサントリービール３５０ｍｌ	398	0	398	306	92	LOT_QTY_SHORT	HAS_DEFAULT_LOCATION	ZZ-1-100	Z-0-0	8	NULL
24782	11	143244	143244	　サントリー　プレミアムモルツ３５０ｍｌ	465	0	465	373	92	LOT_QTY_SHORT	HAS_DEFAULT_LOCATION	ZZ-1-100	Z-0-0	8	NULL
22782	11	142859	142859	　キリン　グッドエール３５０ｍｌ	441	0	441	350	91	LOT_QTY_SHORT	HAS_DEFAULT_LOCATION	ZZ-1-100	Z-0-0	8	NULL
26789	11	184256	184256	　タカラ　焼酎ハイボール　ドライ３５０ｍｌ	358	0	358	269	89	LOT_QTY_SHORT	HAS_DEFAULT_LOCATION	ZZ-1-100	Z-0-0	8	NULL
11565	4	142543	142543	　サントリー　生ビール３５０ｍｌ	624	0	624	537	87	LOT_QTY_SHORT	HAS_DEFAULT_LOCATION	ZZ-1-100	Z-0-0	8	NULL
2458	3	143005	143005	◎キリンラガー３５０ｍｌ	517	0	517	431	86	LOT_QTY_SHORT	HAS_DEFAULT_LOCATION	ZZ-1-100	Z-0-0	8	NULL
37853	9	184409	184409	　キリン　氷結ＺＥＲＯ　レモン　３５０ｍｌ	470	0	470	384	86	LOT_QTY_SHORT	HAS_DEFAULT_LOCATION	ZZ-1-100	Z-0-0	8	NULL
5054	3	185021	185021	　アサヒ　Ｏｆｆ（オフ）３５０ｍｌ缶	631	0	631	546	85	LOT_QTY_SHORT	HAS_DEFAULT_LOCATION	ZZ-1-100	Z-0-0	8	NULL
12334	4	147043	147043	　アサヒ　スタイルフリー３５０ｍｌ	693	0	693	610	83	LOT_QTY_SHORT	HAS_DEFAULT_LOCATION	ZZ-1-100	Z-0-0	8	NULL
23542	71	184145	184145	　サントリー　金麦５００ｍｌ	107	0	107	24	83	LOT_QTY_SHORT	HAS_DEFAULT_LOCATION	ZZ-1-100	Z-0-0	8	NULL
3387	3	147084	147084	　サントリー　金麦　糖質ｏｆｆ３５０ｍｌ	785	0	785	704	81	LOT_QTY_SHORT	HAS_DEFAULT_LOCATION	ZZ-1-100	Z-0-0	8	NULL
22762	11	142627	142627	　キリン　晴れ風３５０ｍｌ	590	0	590	512	78	LOT_QTY_SHORT	HAS_DEFAULT_LOCATION	ZZ-1-100	Z-0-0	8	NULL
33621	91	140000	140000	部システム １４０   分類	76	0	76	0	76	NO_PICKABLE_LOT	NO_DEFAULT_LOCATION		Z-0-0	8	NULL
23531	71	159118	159118	　アヴェント　オーガニック　ブリュット　７５０ｍｌ	135	0	135	60	75	LOT_QTY_SHORT	HAS_DEFAULT_LOCATION	ZZ-1-100	Z-0-0	8	NULL
51764	22	112103	112103	　黒龍　吟醸　いっちょらい３００ｍｌ	72	0	72	0	72	NO_PICKABLE_LOT	NO_DEFAULT_LOCATION		Z-0-0	8	NULL
52219	91	155803	155803	　ルイナール　ブランドブラン　３７５ｍｌ	72	0	72	0	72	NO_PICKABLE_LOT	NO_DEFAULT_LOCATION		Z-0-0	8	NULL
51565	91	210608	210608	　明治　明治フルーツ２２０ｍｌ	72	0	72	0	72	NO_PICKABLE_LOT	NO_DEFAULT_LOCATION		Z-0-0	8	NULL
29611	91	211264	211264	　ウィルキンソン　タンサン５００ｍｌＰＥＴ	1223	0	1223	1151	72	LOT_QTY_SHORT	HAS_DEFAULT_LOCATION	L-20-104	Z-0-0	8	NULL
51498	91	212123	212123	　大塚　ポカリスエット　イオンウォーター５００ｍｌ	72	0	72	0	72	NO_PICKABLE_LOT	HAS_DEFAULT_LOCATION	Q-00-000	Z-0-0	8	NULL
