real_stock_id	warehouse_id	item_id	item_code	item_name	current_quantity	reserved_quantity	parent_available_qty	lot_pickable_qty	missing_qty	reason	default_location_status	default_location_code	z00_code	z00_flags	z00_floor_id
46886	9	211351	211351	　ＩＢ　強炭酸水１Ｌ	269	0	269	238	31	LOT_QTY_SHORT	HAS_DEFAULT_LOCATION	ZZ-1-100	Z-0-0	3	13
31618	91	157025	157025	　サンタヘレナ　アルパカ　カベルネメルロ　７５０ｍｌ	31	0	31	0	31	NO_PICKABLE_LOT	HAS_DEFAULT_LOCATION	ZZ-1	Z-0-0	3	10
35571	91	111209	111209	　白鶴まる辛口カップ２００ｍｌ	30	0	30	0	30	NO_PICKABLE_LOT	HAS_DEFAULT_LOCATION	ZZ-1	Z-0-0	3	10
25548	91	123478	123478	　２５°薩摩一７２０ｍｌ（芋）	30	0	30	0	30	NO_PICKABLE_LOT	HAS_DEFAULT_LOCATION	ZZ-1	Z-0-0	3	10
48328	91	173008	173008	　日の出　本みりん　醇良１．８Ｌペット	30	0	30	0	30	NO_PICKABLE_LOT	NO_DEFAULT_LOCATION		Z-0-0	3	10
48196	91	121216	121216	　３５°宝焼酎　タカラカップ２２０ｍｌ	29	0	29	0	29	NO_PICKABLE_LOT	HAS_DEFAULT_LOCATION	ZZ-1	Z-0-0	3	10
42788	8	143007	143007	◎キリン麒麟淡麗＜生＞５００ｍｌ	192	0	192	165	27	LOT_QTY_SHORT	HAS_DEFAULT_LOCATION	ZZ-1-100	Z-0-0	3	5
29637	91	211449	211449	　北陸ローヤル　恐竜ラムネ２５０ｍｌ	27	0	27	0	27	NO_PICKABLE_LOT	HAS_DEFAULT_LOCATION	D-01-205	Z-0-0	3	10
48121	71	143059	143059	◎キリン　一番搾り３５０ｍｌ	910	0	910	884	26	LOT_QTY_SHORT	HAS_DEFAULT_LOCATION	ZZ-1-100	Z-0-0	3	7
44372	91	245843	245843	　バレドーロ　グリッシーニ　サルテッリ１００ｇ	26	0	26	0	26	NO_PICKABLE_LOT	HAS_DEFAULT_LOCATION	I-00-000	Z-0-0	3	10
