location_source,item_id,item_code,mysql_item_name,real_stock_id,source_id,lot_status,lot_current_quantity,lot_reserved_quantity,location_id,location_floor_id,mysql_shelf,mysql_shelf_norm,location_name
default,156420,156420,　テールセクレット　マコンヴィラージュヌーヴォー　７５０ｍｌ,,59969,,,,2939,10,YBN-00-000,YBN00000,YBN000
default,156438,156438,　サンクヴァレー　ルージュ　７５０ｍｌ,,37222,,,,2359,11,I-17-204,I17204,I17204
lot,156438,156438,　サンクヴァレー　ルージュ　７５０ｍｌ,29546,29407,ACTIVE,33,0,2359,11,I-17-204,I17204,I17204
lot,156438,156438,　サンクヴァレー　ルージュ　７５０ｍｌ,29546,55039,ACTIVE,-1,0,2359,11,I-17-204,I17204,I17204
default,156440,156440,　サンクヴァレー　ブラン　７５０ｍｌ,,4012,,,,2080,11,I-07-303,I07303,I07303
lot,156440,156440,　サンクヴァレー　ブラン　７５０ｍｌ,29547,29408,ACTIVE,80,-1,2080,11,I-07-303,I07303,I07303
lot,156440,156440,　サンクヴァレー　ブラン　７５０ｍｌ,29547,55038,ACTIVE,-1,0,2080,11,I-07-303,I07303,I07303
default,156458,156458,　ピエールラモット　カベルネソービニヨン　１８７ｍｌ　,,19887,,,,2448,11,L-19-101,L19101,L19101
lot,156458,156458,　ピエールラモット　カベルネソービニヨン　１８７ｍｌ　,29548,29409,ACTIVE,45,0,2448,11,L-19-101,L19101,L19101
default,156460,156460,　ピエールラモット　シャルドネ　１８７ｍｌ,,19979,,,,2450,11,L-19-103,L19103,L19103
lot,156460,156460,　ピエールラモット　シャルドネ　１８７ｍｌ,29549,29410,ACTIVE,29,0,2450,11,L-19-103,L19103,L19103
default,156469,156469,　フロンテラ　プレミアム　カベルネソービニヨン　２５０ｍｌ,,19914,,,,2462,11,L-19-306,L19306,L19306
lot,156469,156469,　フロンテラ　プレミアム　カベルネソービニヨン　２５０ｍｌ,29550,29411,ACTIVE,25,5,2462,11,L-19-306,L19306,L19306
default,156470,156470,　フロンテラ　プレミアム　シャルドネ　２５０ｍｌ,,19884,,,,2461,11,L-19-305,L19305,L19305
lot,156470,156470,　フロンテラ　プレミアム　シャルドネ　２５０ｍｌ,29551,29412,ACTIVE,11,3,2461,11,L-19-305,L19305,L19305
default,156478,156478,×タクン　レゼルヴァ　シャルドネ　７５０ｍｌ,,675,,,,327,11,Z-0-0,Z00,デフォルト
lot,156478,156478,×タクン　レゼルヴァ　シャルドネ　７５０ｍｌ,29552,56213,ACTIVE,2,0,327,11,Z-0-0,Z00,デフォルト
default,156487,156487,×ピエール＆レミー　カベルネソービニヨン　３７５ｍｌ,,59970,,,,2946,11,I-05-407,I05407,I05407
default,156498,156498,　ドルーアン　マコンヴィラージュ　７５０ｍｌ,,7568,,,,327,11,Z-0-0,Z00,デフォルト
lot,156498,156498,　ドルーアン　マコンヴィラージュ　７５０ｍｌ,29553,56266,ACTIVE,1,0,327,11,Z-0-0,Z00,デフォルト
default,156528,156528,　コンチャイトロ　フロンテラ　シャルドネ　７５０ｍｌ,,23737,,,,1055,11,E-10-202,E10202,E10202
lot,156528,156528,　コンチャイトロ　フロンテラ　シャルドネ　７５０ｍｌ,29554,29413,ACTIVE,5,0,1055,11,E-10-202,E10202,E10202
default,156548,156548,　ハイウエイトゥヘル　モナストレル　７５０ｍｌ,,58835,,,,2227,11,I-13-201,I13201,I13201
default,156563,156563,　パスカル　ジョリヴェ　サンセール　ブラン　７５０ｍｌ,,34530,,,,1985,11,I-05-108,I05108,I05108
lot,156563,156563,　パスカル　ジョリヴェ　サンセール　ブラン　７５０ｍｌ,29555,29414,ACTIVE,1,0,1985,11,I-05-108,I05108,I05108
default,156564,156564,　サッシカイア　レ　ディフォーゼ　７５０ｍｌ,,26184,,,,2238,11,I-13-306,I13306,I13306
lot,156564,156564,　サッシカイア　レ　ディフォーゼ　７５０ｍｌ,29556,29415,ACTIVE,3,0,2238,11,I-13-306,I13306,I13306
lot,156589,156589,　タリー　シャルドネ　サンルイス　オビスポコースト　７５０ｍｌ,51627,52113,ACTIVE,3,0,327,11,Z-0-0,Z00,デフォルト
lot,156600,156600,　セニョリオ　デ　オルガス　赤　７５０ｍｌ,29557,57439,ACTIVE,-1,0,10,10,　-　-　,　　　,　
default,156616,156616,　ドメーヌ　フェラン　シャトーヌフデュパプ　７５０ｍｌ,,24891,,,,2258,11,I-13-412,I13412,I13412
lot,156616,156616,　ドメーヌ　フェラン　シャトーヌフデュパプ　７５０ｍｌ,29558,29416,ACTIVE,5,0,2258,11,I-13-412,I13412,I13412
default,156631,156631,×カリテラ　レゼルヴァ　シャルドネ　７５０ｍｌ,,11241,,,,327,11,Z-0-0,Z00,デフォルト
lot,156631,156631,×カリテラ　レゼルヴァ　シャルドネ　７５０ｍｌ,29559,55964,ACTIVE,20,0,327,11,Z-0-0,Z00,デフォルト
default,156634,156634,　ジャンドロレール　ボージョレヌーヴォー　７５０ｍｌ,,59971,,,,2939,10,YBN-00-000,YBN00000,YBN000
lot,156639,156639,　シャプティエ　コートデュローヌ　ルージュ　ペルルーシュ　７５０ｍｌ,29560,56005,ACTIVE,12,0,327,11,Z-0-0,Z00,デフォルト
lot,156643,156643,　シャプティエ　コートデュローヌ　ブラン　ペルルーシュ　７５０ｍｌ,29561,52979,ACTIVE,21,0,327,11,Z-0-0,Z00,デフォルト
default,156662,156662,　ＬＬ　シャブリ　ラ　シャンフルーフ　７５０ｍｌ,,36236,,,,2041,11,I-06-202,I06202,I06202
lot,156662,156662,　ＬＬ　シャブリ　ラ　シャンフルーフ　７５０ｍｌ,29562,29417,ACTIVE,9,0,2041,11,I-06-202,I06202,I06202
default,156663,156663,　ＬＬ　シャブリ　ラ　シャンフルーフ　３７５ｍｌ,,39204,,,,327,11,Z-0-0,Z00,デフォルト
lot,156663,156663,　ＬＬ　シャブリ　ラ　シャンフルーフ　３７５ｍｌ,29563,56031,ACTIVE,10,0,327,11,Z-0-0,Z00,デフォルト
default,156676,156676,　ディーレ　バルベラダスティ　オーク樽熟成　７５０ｍｌ,,41583,,,,1890,11,I-03-303,I03303,I03303
lot,156676,156676,　ディーレ　バルベラダスティ　オーク樽熟成　７５０ｍｌ,29564,29418,ACTIVE,1,0,1890,11,I-03-303,I03303,I03303
default,156677,156677,　ルロワ　ボージョレヴィラージュ　プリムール　７５０ｍｌ,,59972,,,,2939,10,YBN-00-000,YBN00000,YBN000
default,156679,156679,　ルートワン　ピノノワール　７５０ｍｌ,,23477,,,,1880,11,I-03-203,I03203,I03203
lot,156679,156679,　ルートワン　ピノノワール　７５０ｍｌ,29565,29419,ACTIVE,8,0,1880,11,I-03-203,I03203,I03203
default,156682,156682,　ジャコンディ　ロッソ　７５０ｍｌ,,10596,,,,1997,11,I-05-204,I05204,I05204
lot,156682,156682,　ジャコンディ　ロッソ　７５０ｍｌ,29566,29420,ACTIVE,2,0,1997,11,I-05-204,I05204,I05204
lot,156685,156685,×ヴィーニャドリア　赤　７５０ｍｌ,29567,56087,ACTIVE,6,0,327,11,Z-0-0,Z00,デフォルト
lot,156693,156693,　ヴィーニャドリア　白　７５０ｍｌ,29568,56088,ACTIVE,6,0,327,11,Z-0-0,Z00,デフォルト
default,156703,156703,　シャトー　グランジャン　白　ヴィエイユヴィーニュ　７５０ｍｌ,,41943,,,,1810,11,I-00-000,I00000,I00000
lot,156703,156703,　シャトー　グランジャン　白　ヴィエイユヴィーニュ　７５０ｍｌ,29569,29421,ACTIVE,1,0,1810,11,I-00-000,I00000,I00000
default,156705,156705,　ベリンジャー　カリフォルニア　カベルネソービニヨン　７５０ｍｌ,,16622,,,,1982,11,I-05-103,I05103,I05103
lot,156705,156705,　ベリンジャー　カリフォルニア　カベルネソービニヨン　７５０ｍｌ,29570,29422,ACTIVE,2,0,1982,11,I-05-103,I05103,I05103
default,156716,156716,　シャトーポールマス　クロ　デ　ミュール　７５０ｍｌ,,31010,,,,327,11,Z-0-0,Z00,デフォルト
default,156725,156725,　ジャンクロードマス　カベルネ　レゼルヴァ　（飲食店専用）　７５０ｍｌ,,13969,,,,2165,11,I-09-304,I09304,I09304
lot,156725,156725,　ジャンクロードマス　カベルネ　レゼルヴァ　（飲食店専用）　７５０ｍｌ,29571,29423,ACTIVE,13,0,2165,11,I-09-304,I09304,I09304
default,156729,156729,　ドモワゼル　ソシアンド　マレ　’２２　７５０ｍｌ,,32205,,,,2248,11,I-13-319,I13319,I13319
lot,156729,156729,　ドモワゼル　ソシアンド　マレ　’２２　７５０ｍｌ,29572,29424,ACTIVE,6,0,2248,11,I-13-319,I13319,I13319
default,156732,156732,　ボーヴィニャック　シャルドネ　７５０ｍｌ,,24324,,,,1881,11,I-03-204,I03204,I03204
lot,156732,156732,　ボーヴィニャック　シャルドネ　７５０ｍｌ,29573,29425,ACTIVE,27,0,1881,11,I-03-204,I03204,I03204
default,156735,156735,　ジャコンディ　ビアンコ　７５０ｍｌ,,25480,,,,1159,11,F-01-310,F01310,F01310
lot,156735,156735,　ジャコンディ　ビアンコ　７５０ｍｌ,29574,29426,ACTIVE,2,0,1159,11,F-01-310,F01310,F01310
default,156748,156748,×コニェット　ミュスカデセーヴルエメーヌ　７５０ｍｌ,,34043,,,,327,11,Z-0-0,Z00,デフォルト
lot,156748,156748,×コニェット　ミュスカデセーヴルエメーヌ　７５０ｍｌ,29575,56068,ACTIVE,7,0,327,11,Z-0-0,Z00,デフォルト
default,156749,156749,　ミッシェル　ピカール　ブルゴーニュ　ピノノワール　７５０ｍｌ,,10039,,,,2073,11,I-07-204,I07204,I07204
lot,156749,156749,　ミッシェル　ピカール　ブルゴーニュ　ピノノワール　７５０ｍｌ,29576,29427,ACTIVE,16,0,2073,11,I-07-204,I07204,I07204
default,156750,156750,　ジャンクロードマス　ピノノワール　レゼルヴァ　（飲食店専用）７５０ｍｌ,,28559,,,,1898,11,I-03-314,I03314,I03314
lot,156750,156750,　ジャンクロードマス　ピノノワール　レゼルヴァ　（飲食店専用）７５０ｍｌ,29577,29428,ACTIVE,6,0,1898,11,I-03-314,I03314,I03314
default,156754,156754,　モンテベッロ　サンジョヴェーゼ　デルルビコーネ　１．５Ｌ,,32350,,,,2113,11,I-08-113,I08113,I08113
