item_code,parent_current_quantity,oracle_shelves,oracle_stock_shelves,mysql_default_shelves,mysql_nonzero_lot_shelves,issue
159008,24,,,,Z00,mysql_location_but_oracle_no_shelf
159013,35,,,Z00,Z00,mysql_location_but_oracle_no_shelf
159112,24,,,Z00,,mysql_location_but_oracle_no_shelf
159131,12,,,Z00,Z00,mysql_location_but_oracle_no_shelf
159132,22,,,Z00,Z00,mysql_location_but_oracle_no_shelf
159137,36,,,Z00,Z00,mysql_location_but_oracle_no_shelf
160000,60,,,,Z00,mysql_location_but_oracle_no_shelf
161001,2,,,Z00,Z00,mysql_location_but_oracle_no_shelf
161005,3,,,Z00,Z00,mysql_location_but_oracle_no_shelf
161027,9,,,Z00,Z00,mysql_location_but_oracle_no_shelf
161056,,,,Z00,,mysql_location_but_oracle_no_shelf
161059,,,,Z00,,mysql_location_but_oracle_no_shelf
162021,4,,,Z00,Z00,mysql_location_but_oracle_no_shelf
162029,,,,Z00,,mysql_location_but_oracle_no_shelf
162037,5,,,Z00,Z00,mysql_location_but_oracle_no_shelf
162050,1,,,Z00,Z00,mysql_location_but_oracle_no_shelf
162127,,,,Z00,,mysql_location_but_oracle_no_shelf
162151,1,,,Z00,Z00,mysql_location_but_oracle_no_shelf
162250,,,,Z00,,mysql_location_but_oracle_no_shelf
162289,,,,Z00,,mysql_location_but_oracle_no_shelf
170000,7,,,,Z00,mysql_location_but_oracle_no_shelf
171004,,,,Z00,,mysql_location_but_oracle_no_shelf
171031,,,,Z00,,mysql_location_but_oracle_no_shelf
171202,1,,,Z00,Z00,mysql_location_but_oracle_no_shelf
171236,,,,Z00,,mysql_location_but_oracle_no_shelf
171237,14,,,Z00,Z00,mysql_location_but_oracle_no_shelf
171248,,,,Z00,,mysql_location_but_oracle_no_shelf
171252,0,,,Z00,,mysql_location_but_oracle_no_shelf
171366,1,,,Z00,Z00,mysql_location_but_oracle_no_shelf
171373,1,,,Z00,Z00,mysql_location_but_oracle_no_shelf
171388,0,,,Z00,,mysql_location_but_oracle_no_shelf
171507,,,,Z00,,mysql_location_but_oracle_no_shelf
171553,,,,Z00,,mysql_location_but_oracle_no_shelf
171578,3,,,Z00,Z00,mysql_location_but_oracle_no_shelf
171600,,,,Z00,,mysql_location_but_oracle_no_shelf
171606,2,,,Z00,Z00,mysql_location_but_oracle_no_shelf
171615,10,,,Z00,Z00,mysql_location_but_oracle_no_shelf
171617,,,,Z00,,mysql_location_but_oracle_no_shelf
171701,,,,Z00,,mysql_location_but_oracle_no_shelf
171748,,,,Z00,,mysql_location_but_oracle_no_shelf
171751,18,,,Z00,Z00,mysql_location_but_oracle_no_shelf
171755,,,,Z00,,mysql_location_but_oracle_no_shelf
171757,10,,,Z00,Z00,mysql_location_but_oracle_no_shelf
171761,1,,,,Z00,mysql_location_but_oracle_no_shelf
171764,14,,,Z00,Z00,mysql_location_but_oracle_no_shelf
171767,,,,Z00,,mysql_location_but_oracle_no_shelf
171779,7,,,Z00,Z00,mysql_location_but_oracle_no_shelf
171798,7,,,Z00,Z00,mysql_location_but_oracle_no_shelf
171830,,,,Z00,,mysql_location_but_oracle_no_shelf
171841,,,,Z00,,mysql_location_but_oracle_no_shelf
171849,,,,Z00,,mysql_location_but_oracle_no_shelf
171859,0,,,Z00,,mysql_location_but_oracle_no_shelf
171880,12,,,,Z00,mysql_location_but_oracle_no_shelf
171937,2,,,Z00,Z00,mysql_location_but_oracle_no_shelf
171938,5,,,,Z00,mysql_location_but_oracle_no_shelf
171943,,,,Z00,,mysql_location_but_oracle_no_shelf
171951,2,,,,Z00,mysql_location_but_oracle_no_shelf
171976,,,,Z00,,mysql_location_but_oracle_no_shelf
171990,6,,,,Z00,mysql_location_but_oracle_no_shelf
171991,1,,,,Z00,mysql_location_but_oracle_no_shelf
172042,6,,,Z00,Z00,mysql_location_but_oracle_no_shelf
172068,,,,Z00,,mysql_location_but_oracle_no_shelf
172093,,,,Z00,,mysql_location_but_oracle_no_shelf
172119,2,,,Z00,Z00,mysql_location_but_oracle_no_shelf
172164,9,,,Z00,Z00,mysql_location_but_oracle_no_shelf
172223,4,,,Z00,Z00,mysql_location_but_oracle_no_shelf
172227,1,,,Z00,Z00,mysql_location_but_oracle_no_shelf
172232,1,,,,Z00,mysql_location_but_oracle_no_shelf
172241,,,,Z00,,mysql_location_but_oracle_no_shelf
172401,1,,,Z00,Z00,mysql_location_but_oracle_no_shelf
173008,30,,,,Z00,mysql_location_but_oracle_no_shelf
173012,2,,,Z00,Z00,mysql_location_but_oracle_no_shelf
173015,18,,,,Z00,mysql_location_but_oracle_no_shelf
181021,12,,,,Z00,mysql_location_but_oracle_no_shelf
181033,18,,,,Z00,mysql_location_but_oracle_no_shelf
181269,48,,,,Z00,mysql_location_but_oracle_no_shelf
181314,6,,,Z00,Z00,mysql_location_but_oracle_no_shelf
181372,24,,,,Z00,mysql_location_but_oracle_no_shelf
182012,20,,,,Z00,mysql_location_but_oracle_no_shelf
183039,2,,,,Z00,mysql_location_but_oracle_no_shelf
184036,8,,,,Z00,mysql_location_but_oracle_no_shelf
184155,5,,,,Z00,mysql_location_but_oracle_no_shelf
184247,,Q00000|Z01203,,,,missing_mysql_default
184421,2,,,Z00,Z00,mysql_location_but_oracle_no_shelf
184486,0,C11404|Q00000,,,,missing_mysql_default
184587,24,,,Z00,Z00,mysql_location_but_oracle_no_shelf
184654,,M06306|Q00000,,,,missing_mysql_default
210000,18,,,,Z00,mysql_location_but_oracle_no_shelf
210155,,Q00000|Y99999,,,,missing_mysql_default
210310,3,,,,Z00,mysql_location_but_oracle_no_shelf
210311,2,,,,Z00,mysql_location_but_oracle_no_shelf
210418,,,,Z00,,mysql_location_but_oracle_no_shelf
210518,2,,,,Z00,mysql_location_but_oracle_no_shelf
210591,9,,,Z00,Z00,mysql_location_but_oracle_no_shelf
210594,66,,,Z00,Z00,mysql_location_but_oracle_no_shelf
210717,1,,,Z00,Z00,mysql_location_but_oracle_no_shelf
210746,6,,,,Z00,mysql_location_but_oracle_no_shelf
210807,1,,,,Z00,mysql_location_but_oracle_no_shelf
210894,,,,Z00,,mysql_location_but_oracle_no_shelf
210895,4,,,,Z00,mysql_location_but_oracle_no_shelf
211020,,Q00000|Y99999,,,,missing_mysql_default
211028,,C09203|YX0000,,,,missing_mysql_default
211030,,B10104|Q00000,,,,missing_mysql_default
211033,,D16300|Q00000,,,,missing_mysql_default
211075,24,,,,Z00,mysql_location_but_oracle_no_shelf
211183,,,,Z00,,mysql_location_but_oracle_no_shelf
211203,5,,,,Z00,mysql_location_but_oracle_no_shelf
211210,,M01205|Q00000,,,,missing_mysql_default
211683,0,L08206|Q00000,,,,missing_mysql_default
211798,24,,,,Z00,mysql_location_but_oracle_no_shelf
211870,,G01415|Q00000,,,,missing_mysql_default
211914,96,,,,Z00,mysql_location_but_oracle_no_shelf
211977,34,,,Z00,Z00,mysql_location_but_oracle_no_shelf
212069,62,N01101|Q00000,,,Z00,missing_mysql_default|mysql_lot_not_in_oracle
212171,,K07105|YX0000,,,,missing_mysql_default
213113,,C02204|YX0000,,,,missing_mysql_default
213131,,M04111|Q00000,,,,missing_mysql_default
213296,,M01302|Q00000,,,,missing_mysql_default
213524,1,,,,Z00,mysql_location_but_oracle_no_shelf
213543,6,,,Z00,Z00,mysql_location_but_oracle_no_shelf
214121,,G01302|Q00000,,,,missing_mysql_default
214194,30,H08202|Q00000,,,Z00,missing_mysql_default|mysql_lot_not_in_oracle
215017,24,,,Z00,Z00,mysql_location_but_oracle_no_shelf
215027,,D09206|Q00000,,,,missing_mysql_default
215131,,C11202|Q00000,,,,missing_mysql_default
215162,,B01207|Q00000,,,,missing_mysql_default
215204,0,,,,Z00,mysql_location_but_oracle_no_shelf
215307,,K08302|Q00000,,,,missing_mysql_default
215445,,F07300|Q00000,,,,missing_mysql_default
221277,3,,,,Z00,mysql_location_but_oracle_no_shelf
221358,2,,,,Z00,mysql_location_but_oracle_no_shelf
221448,,,,Z00,,mysql_location_but_oracle_no_shelf
221648,1,,,Z00,Z00,mysql_location_but_oracle_no_shelf
222040,3,,,Z00,Z00,mysql_location_but_oracle_no_shelf
223020,,,,Z00,,mysql_location_but_oracle_no_shelf
223506,10,,,,Z00,mysql_location_but_oracle_no_shelf
224273,17,,,,Z00,mysql_location_but_oracle_no_shelf
231091,,,,Z00,,mysql_location_but_oracle_no_shelf
231106,,,,Z00,,mysql_location_but_oracle_no_shelf
231257,0,,,Z00,,mysql_location_but_oracle_no_shelf
231282,1,,,Z00,Z00,mysql_location_but_oracle_no_shelf
231291,3,,,Z00,Z00,mysql_location_but_oracle_no_shelf
231293,2,,,,Z00,mysql_location_but_oracle_no_shelf
231310,3,,,Z00,Z00,mysql_location_but_oracle_no_shelf
231337,,,,Z00,,mysql_location_but_oracle_no_shelf
231446,1,,,,Z00,mysql_location_but_oracle_no_shelf
231511,12,,,Z00,Z00,mysql_location_but_oracle_no_shelf
231593,6,,,,Z00,mysql_location_but_oracle_no_shelf
231607,3,,,Z00,Z00,mysql_location_but_oracle_no_shelf
231608,4,,,,Z00,mysql_location_but_oracle_no_shelf
231629,9,,,Z00,Z00,mysql_location_but_oracle_no_shelf
231842,0,,,,Z00,mysql_location_but_oracle_no_shelf
231883,1,,,Z00,Z00,mysql_location_but_oracle_no_shelf
231958,,,,Z00,,mysql_location_but_oracle_no_shelf
243205,3,,,Z00,Z00,mysql_location_but_oracle_no_shelf
244057,1,,,,Z00,mysql_location_but_oracle_no_shelf
244081,240,,,,Z00,mysql_location_but_oracle_no_shelf
244501,0,,,Z00,,mysql_location_but_oracle_no_shelf
244798,,999999|YX0000,,,,missing_mysql_default
245067,3,,,,Z00,mysql_location_but_oracle_no_shelf
246756,1,,,,Z00,mysql_location_but_oracle_no_shelf
248054,1,,,,Z00,mysql_location_but_oracle_no_shelf
248690,1,,,,Z00,mysql_location_but_oracle_no_shelf
249546,0,,,Z00,,mysql_location_but_oracle_no_shelf
250039,3,,,,Z00,mysql_location_but_oracle_no_shelf
250044,3,,,,Z00,mysql_location_but_oracle_no_shelf
250048,3,,,,Z00,mysql_location_but_oracle_no_shelf
251031,4,,,,Z00,mysql_location_but_oracle_no_shelf
251040,24,,,Z00,Z00,mysql_location_but_oracle_no_shelf
251064,2,,,,Z00,mysql_location_but_oracle_no_shelf
251094,139,,,Z00,Z00,mysql_location_but_oracle_no_shelf
255034,,M07207|Q00000,,,,missing_mysql_default
260000,34,,,,Z00,mysql_location_but_oracle_no_shelf
262571,1,,,,Z00,mysql_location_but_oracle_no_shelf
284105,4,,,,Z00,mysql_location_but_oracle_no_shelf
284758,1,,,,Z00,mysql_location_but_oracle_no_shelf
286119,2,,,,Z00,mysql_location_but_oracle_no_shelf
287350,,,,Z00,,mysql_location_but_oracle_no_shelf
287420,2,,,,Z00,mysql_location_but_oracle_no_shelf
312103,,,,Z00,,mysql_location_but_oracle_no_shelf
322501,3,,,Z00,Z00,mysql_location_but_oracle_no_shelf
340000,71,,,Z00,Z00,mysql_location_but_oracle_no_shelf
400000,1996,,,,Z00,mysql_location_but_oracle_no_shelf
410049,2,,,Z00,Z00,mysql_location_but_oracle_no_shelf
410066,2,,,Z00,Z00,mysql_location_but_oracle_no_shelf
410102,2,,,Z00,Z00,mysql_location_but_oracle_no_shelf
410109,3,,,Z00,Z00,mysql_location_but_oracle_no_shelf
410152,,,,Z00,,mysql_location_but_oracle_no_shelf
410225,1,,,Z00,Z00,mysql_location_but_oracle_no_shelf
410226,1,,,Z00,Z00,mysql_location_but_oracle_no_shelf
470000,1048,,,,Z00,mysql_location_but_oracle_no_shelf
471010,645,,,Z00,Z00,mysql_location_but_oracle_no_shelf
471012,12,,,,Z00,mysql_location_but_oracle_no_shelf
471014,454,,,Z00,Z00,mysql_location_but_oracle_no_shelf
471015,40,,,,Z00,mysql_location_but_oracle_no_shelf
471017,42,,,Z00,Z00,mysql_location_but_oracle_no_shelf
471028,334,,,Z00,Z00,mysql_location_but_oracle_no_shelf
471042,36,,,Z00,Z00,mysql_location_but_oracle_no_shelf
471046,35,,,,Z00,mysql_location_but_oracle_no_shelf
471099,39,,,,Z00,mysql_location_but_oracle_no_shelf
471100,40,,,Z00,Z00,mysql_location_but_oracle_no_shelf
631231,1,,,,Z00,mysql_location_but_oracle_no_shelf
631587,1,,,,Z00,mysql_location_but_oracle_no_shelf
632659,2,,,Z00,Z00,mysql_location_but_oracle_no_shelf
712020,1,,,,Z00,mysql_location_but_oracle_no_shelf
720001,7,,,Z00,,mysql_location_but_oracle_no_shelf
721001,228,,,Z00,,mysql_location_but_oracle_no_shelf
722001,20517,,,Z00,Z00,mysql_location_but_oracle_no_shelf
722003,165,,,Z00,Z00,mysql_location_but_oracle_no_shelf
722009,12,,,Z00,,mysql_location_but_oracle_no_shelf
722010,1233,,,Z00,Z00,mysql_location_but_oracle_no_shelf
722015,110,,,Z00,Z00,mysql_location_but_oracle_no_shelf
722017,220,,,Z00,Z00,mysql_location_but_oracle_no_shelf
722018,49,,,Z00,Z00,mysql_location_but_oracle_no_shelf
722020,216,,,,Z00,mysql_location_but_oracle_no_shelf
722021,1284,,,Z00,Z00,mysql_location_but_oracle_no_shelf
722022,616,,,,Z00,mysql_location_but_oracle_no_shelf
722023,970,,,Z00,Z00,mysql_location_but_oracle_no_shelf
722024,1484,,,,Z00,mysql_location_but_oracle_no_shelf
722030,293,,,,Z00,mysql_location_but_oracle_no_shelf
722031,3,,,Z00,,mysql_location_but_oracle_no_shelf
722035,88,,,Z00,Z00,mysql_location_but_oracle_no_shelf
722052,16,,,Z00,,mysql_location_but_oracle_no_shelf
723002,11987,,,Z00,Z00,mysql_location_but_oracle_no_shelf
723006,178,,,Z00,Z00,mysql_location_but_oracle_no_shelf
723010,647,,,Z00,Z00,mysql_location_but_oracle_no_shelf
920000,17536,,,Z00,Z00,mysql_location_but_oracle_no_shelf
941002,4,,,Z00,Z00,mysql_location_but_oracle_no_shelf
999002,1,,,Z00,Z00,mysql_location_but_oracle_no_shelf
