store_code,item_code,product_code,oracle_shelf,oracle_shelf_norm,sales_flag,vendor_cd,oracle_current_stock
91,118703,118703000,,,0,1330,0
91,118704,118704000,,,0,1330,0
91,118705,118705000,,,0,1021,0
91,118706,118706000,,,0,1326,0
91,118707,118707000,Q00000,Q00000,0,1444,0
91,118708,118708000,,,0,1290,0
91,118709,118709000,,,0,1761,0
91,118710,118710000,,,0,1761,0
91,118711,118711000,,,0,1761,0
91,118712,118712000,,,0,1761,0
91,118713,118713000,,,0,1761,4
91,118714,118714000,,,0,1761,0
91,118715,118715000,,,0,1021,0
91,118716,118716000,,,0,1258,0
91,118717,118717000,,,0,1385,0
91,118718,118718000,,,0,1385,0
91,118719,118719000,,,0,9012,0
91,118720,118720000,,,0,1021,0
91,118721,118721000,,,0,1021,0
91,118723,118723000,,,0,1202,0
91,118724,118724000,,,0,1761,0
91,118725,118725000,,,0,1330,0
91,118726,118726000,,,0,1021,0
91,118727,118727000,,,0,1021,0
91,118728,118728000,,,0,1385,0
91,118729,118729000,,,0,1385,0
91,118730,118730000,,,0,1743,0
91,118731,118731000,,,0,1743,0
91,118732,118732000,,,0,9012,0
91,118733,118733000,,,0,1743,0
91,118734,118734000,,,0,1743,0
91,118735,118735000,,,0,1816,0
91,118736,118736000,,,0,1761,0
91,118737,118737000,,,0,1743,0
91,118738,118738000,,,0,1290,0
91,118740,118740000,,,0,1761,0
91,118741,118741000,,,0,1385,0
91,118742,118742000,,,0,1021,0
91,118743,118743000,,,0,1290,0
91,118744,118744000,,,0,1021,0
91,118745,118745000,YX0000,YX0000,0,1761,0
91,118746,118746000,,,0,1021,0
91,118747,118747000,,,0,1002,0
91,118748,118748000,,,0,1385,0
91,118749,118749000,,,0,1290,0
91,118750,118750000,,,0,1761,0
91,118751,118751000,,,0,1761,0
91,118752,118752000,,,0,1248,0
91,118753,118753000,,,0,1761,0
91,118754,118754000,,,0,1021,0
91,118755,118755000,,,0,1761,0
91,118756,118756000,,,0,1290,0
91,118757,118757000,,,0,0000,0
91,118758,118758000,,,0,1021,1
91,118759,118759000,,,0,1290,0
91,118760,118760000,,,0,1248,0
91,118761,118761000,,,0,1021,0
91,118762,118762000,,,0,1290,0
91,118763,118763000,,,0,1021,0
91,118764,118764000,G07301,G07301,0,1021,10
91,118765,118765000,,,0,1369,0
91,118766,118766000,,,0,1934,0
91,118767,118767000,,,0,1021,0
91,118768,118768000,,,0,1761,0
91,118769,118769000,,,0,1385,0
91,118770,118770000,,,0,1021,0
91,118771,118771000,,,0,9999,0
91,118772,118772000,,,0,1385,0
91,118773,118773000,,,0,1385,0
91,118774,118774000,,,0,1021,0
91,118775,118775000,,,0,1330,0
91,118776,118776000,,,0,1330,0
91,118777,118777000,,,0,1761,0
91,118778,118778000,,,0,1761,0
91,118779,118779000,,,0,1202,0
91,118780,118780000,,,0,1248,0
91,118781,118781000,,,0,1248,0
91,118782,118782000,,,0,1290,0
91,118783,118783000,,,0,1248,0
91,118784,118784000,,,0,1369,0
91,118785,118785000,,,0,1761,0
91,118786,118786000,,,0,1021,0
91,118787,118787000,P12101,P12101,0,1772,198
91,118788,118788000,L20101,L20101,0,1772,1350
91,118789,118789000,,,0,1772,0
91,118790,118790000,,,0,1248,0
91,118791,118791000,,,0,1326,0
91,118792,118792000,,,0,1021,0
91,118793,118793000,,,0,1021,0
91,118794,118794000,,,0,1002,0
91,118795,118795000,,,0,1002,0
91,118796,118796000,,,0,1761,0
91,118798,118798000,,,0,1021,0
91,118799,118799000,,,0,1021,0
91,118800,118800000,,,0,1385,0
91,118801,118801000,,,0,1680,0
91,118802,118802000,,,0,1385,0
91,118803,118803000,,,0,1369,0
91,118806,118806000,,,0,1326,0
91,118807,118807000,AW0000,AW0000,0,1021,0
91,118808,118808000,,,0,1934,0
91,118809,118809000,,,0,1385,0
91,118810,118810000,,,0,1385,0
91,118811,118811000,,,0,1330,0
91,118812,118812000,,,0,1021,0
91,118813,118813000,,,0,1021,0
91,118814,118814000,,,0,1797,0
91,118815,118815000,,,0,1021,0
91,118816,118816000,,,0,1326,0
91,118817,118817000,,,0,1021,0
91,118818,118818000,,,0,9012,0
91,118819,118819000,,,0,1326,0
91,118820,118820000,,,0,1021,0
91,118821,118821000,,,0,1326,0
91,118822,118822000,,,0,1385,0
91,118823,118823000,,,0,1326,0
91,118824,118824000,,,0,1326,0
91,118825,118825000,,,0,1021,0
91,118826,118826000,YX0000,YX0000,0,1021,0
91,118827,118827000,,,0,1021,0
91,118828,118828000,W06108,W06108,0,1021,1
91,118829,118829000,,,0,1021,0
91,118830,118830000,,,0,1761,0
91,118831,118831000,,,0,1709,0
91,118832,118832000,,,0,1021,0
91,118833,118833000,,,0,1330,0
91,118834,118834000,,,0,1290,0
91,118835,118835000,,,0,1021,0
91,118836,118836000,,,0,1021,0
91,118837,118837000,,,0,1290,0
91,118838,118838000,,,0,1290,0
91,118839,118839000,AW0000,AW0000,0,1021,6
91,118841,118841000,,,0,1784,0
91,118843,118843000,,,0,1021,0
91,118844,118844000,,,0,1021,0
91,118845,118845000,,,0,1021,0
91,118846,118846000,,,0,1761,0
91,118847,118847000,,,0,9012,0
91,118848,118848000,,,0,1021,0
91,118849,118849000,,,0,1743,0
91,118850,118850000,,,0,1021,0
91,118851,118851000,,,0,1021,0
91,118852,118852000,,,0,1680,0
91,118853,118853000,,,0,1816,0
91,118854,118854000,,,0,1021,0
91,118855,118855000,,,0,1021,0
91,118856,118856000,,,0,1784,0
91,118857,118857000,,,0,1330,0
91,118861,118861000,Y00000,Y00000,0,1021,0
91,118862,118862000,,,0,1330,0
91,118863,118863000,,,0,9012,0
91,118864,118864000,,,0,1021,0
91,118865,118865000,,,0,1021,0
91,118866,118866000,AW0000,AW0000,0,1021,11
91,118867,118867000,AW0000,AW0000,0,1021,0
91,118868,118868000,,,0,1248,0
91,118869,118869000,,,0,1248,0
91,118870,118870000,,,0,1743,0
91,118871,118871000,,,0,1248,0
91,118873,118873000,,,0,1680,0
91,118874,118874000,,,0,1761,0
91,118876,118876000,,,0,1021,0
91,118877,118877000,,,0,1385,0
91,118878,118878000,,,0,1021,0
91,118879,118879000,YX0000,YX0000,0,1021,0
91,118880,118880000,YX0000,YX0000,0,1021,0
91,118881,118881000,,,0,1761,0
91,118882,118882000,YX0000,YX0000,0,1021,0
91,118883,118883000,,,0,1021,0
91,118884,118884000,YX0000,YX0000,0,1021,0
91,118885,118885000,YX0000,YX0000,0,1021,0
91,118886,118886000,,,0,9012,0
91,118887,118887000,,,0,9012,0
91,118888,118888000,,,0,9012,0
91,118889,118889000,,,0,9012,0
91,118890,118890000,,,0,9012,0
91,118891,118891000,,,0,9012,0
91,118892,118892000,,,0,1202,0
91,118893,118893000,,,0,1385,0
91,118894,118894000,,,0,1680,0
91,118895,118895000,,,0,1290,0
91,118896,118896000,,,0,1385,0
91,118898,118898000,,,0,1385,0
91,118899,118899000,,,0,1785,0
91,118900,118900000,,,0,1202,0
91,118901,118901000,,,0,1326,0
91,118902,118902000,,,0,1330,0
91,118903,118903000,,,0,1202,0
91,118904,118904000,,,0,1326,0
91,118905,118905000,,,0,1021,0
91,118906,118906000,,,0,1021,0
91,118907,118907000,,,0,1021,0
91,118908,118908000,,,0,1021,0
91,118909,118909000,,,0,1021,0
91,118910,118910000,,,0,1021,0
91,118911,118911000,,,0,1680,0
91,118912,118912000,,,0,1002,0
91,118913,118913000,,,0,1680,0
91,118914,118914000,,,0,1680,0
91,118915,118915000,,,0,1761,0
91,118916,118916000,,,0,1761,0
91,118918,118918000,,,0,1330,0
91,118919,118919000,,,0,1385,0
91,118920,118920000,,,0,1385,1
91,118921,118921000,,,0,1385,0
91,118923,118923000,,,0,1925,0
91,118924,118924000,,,0,1761,0
91,118925,118925000,,,0,1761,0
91,118926,118926000,,,0,1761,0
91,118927,118927000,,,0,1816,0
91,118928,118928000,,,0,1330,0
91,118929,118929000,,,0,1021,0
91,118930,118930000,,,0,1385,0
91,118931,118931000,,,0,1002,0
91,118932,118932000,,,0,1761,0
91,118933,118933000,,,0,1021,0
91,118934,118934000,,,0,1021,0
91,118935,118935000,,,0,1021,0
91,118936,118936000,,,0,1687,0
91,118937,118937000,,,0,1021,0
91,118938,118938000,,,0,1021,0
91,118939,118939000,,,0,1021,0
91,118940,118940000,,,0,1687,0
91,118941,118941000,,,0,1816,0
91,118942,118942000,,,0,1330,0
91,118943,118943000,,,0,1002,0
91,118944,118944000,,,0,1326,0
91,118945,118945000,,,0,1369,0
91,118946,118946000,,,0,1326,0
91,118947,118947000,,,0,1330,0
91,118948,118948000,,,0,1385,0
91,118949,118949000,,,0,9012,0
91,118950,118950000,,,0,1002,0
91,118951,118951000,,,0,1385,0
91,118952,118952000,,,0,1248,0
91,118953,118953000,,,0,1385,0
91,118954,118954000,,,0,1385,0
91,118955,118955000,,,0,1021,0
91,118956,118956000,,,0,1385,0
91,118957,118957000,,,0,1881,0
91,118958,118958000,,,0,1881,0
91,118959,118959000,,,0,1881,0
91,118960,118960000,,,0,1002,0
91,118961,118961000,,,0,1673,0
91,118962,118962000,,,0,1002,0
91,118965,118965000,,,0,1021,0
91,118966,118966000,,,0,1330,0
91,118967,118967000,,,0,1330,0
91,118968,118968000,,,0,1330,0
91,118969,118969000,YX0000,YX0000,0,1021,1
91,118970,118970000,,,0,1021,0
91,118971,118971000,,,0,1021,0
91,118972,118972000,,,0,1021,0
91,118973,118973000,F01316,F01316,0,1021,3
91,118974,118974000,,,0,1021,0
91,118975,118975000,,,0,1326,0
91,118976,118976000,,,0,1002,0
91,118977,118977000,,,0,1330,0
91,118978,118978000,,,0,1002,0
91,118979,118979000,,,0,1761,0
91,118980,118980000,,,0,1330,0
91,118981,118981000,,,0,1330,0
91,118982,118982000,,,0,1385,0
91,118983,118983000,,,0,1385,0
91,118984,118984000,,,0,1021,0
91,118985,118985000,,,0,1385,0
91,118986,118986000,,,0,1021,0
91,118987,118987000,,,0,1021,0
91,118988,118988000,,,0,1687,0
91,118989,118989000,,,0,1385,0
91,118990,118990000,,,0,1385,0
91,118991,118991000,,,0,1385,0
91,118992,118992000,,,0,1589,0
91,118994,118994000,,,0,9012,0
91,118995,118995000,,,0,1021,0
91,118996,118996000,,,0,1021,0
91,118997,118997000,,,0,1761,0
91,118998,118998000,AY0000,AY0000,0,1761,0
91,119001,119001000,,,0,1263,0
91,119002,119002000,,,0,1512,0
91,119003,119003000,,,0,1021,0
91,119004,119004000,,,0,1021,0
91,119005,119005000,,,0,1012,0
91,119006,119006000,YX0000,YX0000,0,1202,12
91,119007,119007000,AW0000,AW0000,0,1724,0
91,119008,119008000,,,0,1679,0
91,119009,119009000,,,0,1572,0
91,119010,119010000,,,0,1460,0
91,119011,119011000,,,0,1539,0
91,119012,119012000,,,0,1370,0
91,119013,119013000,,,0,1460,0
91,119014,119014000,,,0,1512,0
91,119015,119015000,,,0,1679,0
91,119016,119016000,,,0,1512,0
91,119017,119017000,,,0,1724,0
91,119018,119018000,,,0,1021,0
91,119019,119019000,,,0,1539,0
91,119019,119019900,,,,,0
91,119020,119020000,H05316,H05316,0,1460,1
91,119021,119021000,,,0,1460,0
91,119022,119022000,,,0,1263,0
91,119023,119023000,YX0000,YX0000,0,1263,0
91,119024,119024000,,,0,1263,0
91,119025,119025000,,,0,1512,0
91,119026,119026000,,,0,1512,0
91,119027,119027000,E04304,E04304,0,1825,0
91,119028,119028000,,,0,1512,0
91,119029,119029000,,,0,1543,0
91,119030,119030000,,,0,1021,0
91,119031,119031000,,,0,1202,0
91,119032,119032000,,,0,1202,0
91,119033,119033000,,,0,1202,0
91,119034,119034000,,,0,1202,0
91,119034,119034900,,,,,0
91,119035,119035000,,,0,1512,0
91,119036,119036000,,,0,1460,0
91,119037,119037000,,,0,1536,0
91,119038,119038000,,,0,1021,0
91,119039,119039000,YX0000,YX0000,0,0001,0
91,119040,119040000,AY0000,AY0000,0,0001,-1
91,119041,119041000,,,0,1539,0
91,119042,119042000,,,0,1202,0
91,119043,119043000,,,0,1536,0
91,119044,119044000,,,0,1694,5
91,119045,119045000,,,0,1694,0
91,119046,119046000,,,0,1202,0
91,119047,119047000,,,0,1202,0
91,119048,119048000,,,0,1460,0
91,119049,119049000,,,0,1741,0
91,119050,119050000,,,0,1370,0
91,119051,119051000,,,0,1021,0
91,119052,119052000,,,0,1539,1
91,119053,119053000,G05306,G05306,0,1679,0
91,119054,119054000,,,0,1679,0
91,119055,119055000,,,0,1572,0
91,119056,119056000,,,0,1370,0
91,119057,119057000,,,0,1512,1
91,119058,119058000,,,0,1825,0
91,119059,119059000,,,0,1825,0
91,119060,119060000,,,0,1202,1
91,119061,119061000,,,0,1202,0
91,119062,119062000,,,0,1725,0
91,119063,119063000,,,0,1181,0
91,119064,119064000,,,0,1021,0
91,119065,119065000,,,0,1021,0
91,119066,119066000,I08105,I08105,0,1514,9
91,119067,119067000,B02101,B02101,0,1514,48
91,119068,119068000,,,0,1514,0
91,119069,119069000,,,0,1514,0
91,119070,119070000,,,0,1514,0
91,119071,119071000,,,0,1514,0
91,119072,119072000,,,0,1511,0
91,119073,119073000,,,0,1021,0
91,119074,119074000,,,0,1512,0
91,119075,119075000,,,0,1263,0
91,119076,119076000,,,0,1460,0
91,119077,119077000,,,0,1263,0
91,119078,119078000,D04202,D04202,0,1679,2
91,119079,119079000,,,0,1021,0
91,119080,119080000,Q00000,Q00000,0,1166,0
91,119081,119081000,,,0,9999,0
91,119082,119082000,,,0,9999,0
91,119083,119083000,,,0,9999,0
91,119084,119084000,,,0,9999,0
91,119085,119085000,,,0,1012,0
91,119086,119086000,,,0,1263,0
91,119087,119087000,,,0,1263,0
91,119088,119088000,,,0,1825,0
91,119089,119089000,,,0,1825,0
91,119091,119091000,,,0,1021,0
91,119092,119092000,,,0,1539,0
91,119093,119093000,AW0000,AW0000,0,1536,0
91,119094,119094000,,,0,1724,0
91,119095,119095000,YX0000,YX0000,0,1514,0
91,119096,119096000,,,0,9012,0
91,119097,119097000,,,0,9012,0
91,119098,119098000,,,0,1741,0
91,119099,119099000,,,0,1514,0
91,119100,119100000,,,0,1460,0
91,119101,119101000,,,0,1460,0
91,119102,119102000,,,0,1330,0
91,119103,119103000,,,0,1021,0
91,119104,119104000,,,0,9012,0
91,119105,119105000,,,0,9012,0
91,119106,119106000,YX0000,YX0000,0,1512,0
91,119107,119107000,,,0,1825,0
91,119108,119108000,,,0,1021,0
91,119109,119109000,YX0000,YX0000,0,1181,0
91,119110,119110000,,,0,9999,0
91,119111,119111000,,,0,1202,0
91,119112,119112000,,,0,1741,0
91,119113,119113000,,,0,1741,0
91,119114,119114000,,,0,1834,0
91,119115,119115000,,,0,1834,0
91,119116,119116000,,,0,1834,0
91,119117,119117000,,,0,1021,0
91,119118,119118000,,,0,1539,0
91,119119,119119000,G06307,G06307,0,1460,4
91,119120,119120000,,,0,1263,0
91,119121,119121000,,,0,1512,0
91,119122,119122000,,,0,1512,0
91,119123,119123000,,,0,1514,3
91,119124,119124000,,,0,1263,0
91,119125,119125000,,,0,1679,0
91,119126,119126000,,,0,1679,0
91,119127,119127000,,,0,1536,0
91,119128,119128000,,,0,1202,0
91,119129,119129000,,,0,1679,0
91,119130,119130000,,,0,1263,0
91,119131,119131000,,,0,1181,0
91,119132,119132000,,,0,1512,0
91,119133,119133000,,,0,1460,0
91,119134,119134000,,,0,1511,0
91,119135,119135000,,,0,1512,0
91,119136,119136000,,,0,9012,0
91,119137,119137000,,,0,9012,0
91,119138,119138000,,,0,9012,0
91,119139,119139000,,,0,9012,0
91,119140,119140000,,,0,9012,0
91,119141,119141000,,,0,9999,0
91,119142,119142000,,,0,1514,0
91,119143,119143000,,,0,1512,0
91,119144,119144000,G05404,G05404,0,1512,6
91,119145,119145000,,,0,1021,0
91,119146,119146000,G08205,G08205,0,1263,23
91,119147,119147000,,,0,9012,0
91,119148,119148000,G06305,G06305,0,1834,5
91,119149,119149000,,,0,9999,0
91,119150,119150000,,,0,9999,0
91,119151,119151000,,,0,9999,0
91,119152,119152000,,,0,1263,0
91,119153,119153000,,,0,1370,0
91,119154,119154000,,,0,1536,0
91,119155,119155000,,,0,1202,0
91,119156,119156000,,,0,1694,0
91,119157,119157000,,,0,1694,0
91,119158,119158000,,,0,1694,0
91,119159,119159000,AW0000,AW0000,0,1514,0
91,119160,119160000,,,0,1514,0
91,119161,119161000,,,0,1012,0
91,119162,119162000,,,0,1511,0
91,119163,119163000,,,0,9012,0
91,119164,119164000,,,0,1263,0
91,119165,119165000,,,0,1263,0
91,119166,119166000,,,0,1512,0
91,119167,119167000,,,0,1202,0
91,119168,119168000,,,0,1543,13
91,119169,119169000,G06407,G06407,0,1679,15
91,119170,119170000,,,0,1021,0
91,119171,119171000,,,0,1512,0
91,119172,119172000,,,0,1512,0
91,119173,119173000,,,0,1825,0
91,119174,119174000,,,0,1825,0
91,119175,119175000,,,0,1825,0
91,119176,119176000,,,0,1825,6
91,119177,119177000,,,0,1825,0
91,119178,119178000,,,0,1825,0
91,119179,119179000,G06406,G06406,0,1825,74
91,119180,119180000,,,0,1825,0
91,119181,119181000,,,0,1021,0
91,119182,119182000,,,0,1572,0
91,119183,119183000,,,0,1694,0
91,119184,119184000,,,0,1694,0
91,119185,119185000,,,0,1694,0
91,119186,119186000,,,0,1694,0
91,119187,119187000,,,0,1181,0
91,119188,119188000,,,0,1511,0
91,119189,119189000,,,0,1761,0
91,119190,119190000,,,0,1021,0
91,119191,119191000,,,0,1514,0
91,119192,119192000,G06306,G06306,0,1202,0
91,119193,119193000,,,0,9012,0
91,119194,119194000,,,0,1021,0
91,119195,119195000,,,0,1021,0
91,119196,119196000,,,0,1679,0
91,119197,119197000,,,0,1679,0
91,119198,119198000,,,0,1679,0
91,119199,119199000,,,0,1263,0
91,119200,119200000,YX0000,YX0000,0,1263,0
91,119201,119201000,,,0,9999,0
91,119202,119202000,,,0,9999,0
91,119203,119203000,,,0,9999,0
91,119204,119204000,,,0,9999,0
91,119205,119205000,,,0,9999,0
91,119206,119206000,,,0,1679,0
91,119207,119207000,,,0,1679,0
91,119208,119208000,,,0,1460,0
91,119209,119209000,,,0,1834,0
91,119210,119210000,,,0,1834,0
91,119211,119211000,,,0,1834,0
91,119212,119212000,,,0,1511,0
91,119213,119213000,,,0,1725,0
91,119214,119214000,,,0,9012,0
91,119215,119215000,,,0,9012,0
91,119216,119216000,,,0,9012,0
91,119217,119217000,,,0,1539,0
91,119218,119218000,,,0,9012,0
91,119219,119219000,,,0,1460,0
91,119220,119220000,,,0,1460,0
91,119221,119221000,,,0,1021,0
91,119222,119222000,,,0,1741,0
91,119223,119223000,,,0,1725,0
91,119224,119224000,,,0,1536,0
91,119225,119225000,,,0,1536,0
91,119226,119226000,,,0,1536,0
91,119227,119227000,,,0,1539,0
91,119228,119228000,,,0,1539,0
91,119229,119229000,,,0,1539,0
91,119230,119230000,,,0,1181,0
91,119231,119231000,,,0,1181,0
91,119232,119232000,,,0,1679,0
91,119233,119233000,,,0,1679,0
91,119234,119234000,,,0,1679,0
91,119235,119235000,,,0,1679,0
91,119236,119236000,,,0,1572,0
91,119237,119237000,,,0,1021,0
91,119238,119238000,,,0,1021,0
91,119239,119239000,,,0,1021,0
91,119240,119240000,,,0,1021,0
91,119241,119241000,,,0,1021,0
91,119242,119242000,,,0,1021,0
91,119243,119243000,,,0,1021,0
91,119244,119244000,,,0,1021,0
91,119245,119245000,,,0,1725,0
91,119246,119246000,,,0,1741,0
91,119247,119247000,,,0,1741,0
91,119249,119249000,,,0,1724,0
91,119250,119250000,,,0,9999,0
91,119251,119251000,,,0,9999,0
91,119252,119252000,,,0,9999,0
91,119253,119253000,,,0,9999,0
91,119254,119254000,,,0,9999,0
91,119255,119255000,,,0,9999,0
91,119256,119256000,,,0,9999,0
91,119257,119257000,,,0,9999,0
91,119258,119258000,,,0,1511,0
91,119259,119259000,,,0,1166,0
91,119260,119260000,,,0,1539,0
91,119261,119261000,,,0,1021,0
91,119262,119262000,,,0,1021,0
91,119263,119263000,,,0,1834,0
91,119264,119264000,,,0,9999,0
91,119265,119265000,,,0,9999,0
91,119266,119266000,,,0,1263,0
91,119267,119267000,,,0,1181,0
91,119268,119268000,,,0,1460,0
91,119269,119269000,,,0,9999,0
91,119270,119270000,,,0,9999,0
91,119271,119271000,,,0,9999,0
91,119272,119272000,,,0,1202,0
91,119273,119273000,,,0,1511,0
91,119274,119274000,,,0,1370,0
91,119275,119275000,,,0,1512,0
91,119276,119276000,,,0,1724,0
91,119277,119277000,,,0,1679,0
91,119278,119278000,YX0000,YX0000,0,1514,0
91,119279,119279000,E05309,E05309,0,1263,13
91,119280,119280000,,,0,1511,0
91,119281,119281000,AY0000,AY0000,0,1263,0
91,119282,119282000,,,0,1202,0
91,119283,119283000,YX0000,YX0000,0,1263,20
91,119284,119284000,YX0000,YX0000,0,1263,0
91,119285,119285000,YX0000,YX0000,0,1263,18
91,119286,119286000,YX0000,YX0000,0,1263,2
91,119287,119287000,YX0000,YX0000,0,1263,0
91,119288,119288000,YX0000,YX0000,0,1263,0
91,119289,119289000,,,0,9999,0
91,119290,119290000,,,0,9012,0
91,119290,119290100,,,,,0
91,119290,119290200,,,,,0
91,119290,119290300,,,,,0
91,119291,119291000,,,0,1460,0
91,119292,119292000,,,0,1263,0
91,119293,119293000,,,0,1512,0
91,119294,119294000,,,0,9999,0
91,119295,119295000,,,0,9999,0
91,119296,119296000,,,0,1012,0
91,119297,119297000,,,0,9999,0
91,119298,119298000,,,0,9999,0
91,119299,119299000,,,0,1539,0
91,119300,119300000,,,0,1536,0
91,119301,119301000,,,0,1460,0
91,119302,119302000,YX0000,YX0000,0,1263,0
91,119303,119303000,,,0,1370,0
91,119304,119304000,,,0,1166,0
91,119305,119305000,,,0,1834,0
91,119306,119306000,AW0000,AW0000,0,9999,0
91,119307,119307000,,,0,1539,0
91,119308,119308000,,,0,1539,0
91,119309,119309000,,,0,9999,0
91,119310,119310000,,,0,1002,0
91,119311,119311000,,,0,1021,0
91,119312,119312000,,,0,1021,0
91,119313,119313000,,,0,1512,0
91,119314,119314000,,,0,1512,0
91,119315,119315000,AY0000,AY0000,0,1514,0
91,119316,119316000,AW0000,AW0000,0,1202,4
91,119316,119316100,AW0000,AW0000,,,4
91,119317,119317000,YX0000,YX0000,0,1202,0
91,119318,119318000,YX0000,YX0000,0,1202,0
91,119319,119319000,,,0,1263,0
91,119320,119320000,,,0,1263,0
91,119321,119321000,,,0,1512,0
91,119322,119322000,,,0,1460,0
91,119323,119323000,YX0000,YX0000,0,1202,0
91,119324,119324000,,,0,1460,0
91,119325,119325000,,,0,1460,1
91,119326,119326000,,,0,1460,0
91,119327,119327000,,,0,9012,0
91,119328,119328000,,,0,1725,0
91,119329,119329000,,,0,1543,0
91,119330,119330000,,,0,9999,0
91,119331,119331000,,,0,1181,0
91,119332,119332000,,,0,1543,0
91,119333,119333000,Q00000,Q00000,0,1514,0
91,119334,119334000,F08101,F08101,0,1514,41
91,119335,119335000,F06104,F06104,0,1514,74
91,119336,119336000,,,0,1166,0
91,119337,119337000,,,0,1536,0
91,119338,119338000,,,0,9012,0
91,119339,119339000,,,0,1724,0
91,119340,119340000,,,0,1181,0
91,119341,119341000,,,0,1834,0
91,119342,119342000,,,0,1021,0
91,119343,119343000,,,0,1539,0
91,119344,119344000,,,0,1694,0
91,119345,119345000,,,0,1263,24
91,119346,119346000,,,0,9999,0
91,119347,119347000,,,0,9999,0
91,119348,119348000,,,0,9999,0
91,119349,119349000,,,0,1539,0
91,119350,119350000,,,0,1370,0
91,119351,119351000,,,0,1725,0
91,119352,119352000,,,0,1572,0
91,119353,119353000,,,0,1679,0
91,119354,119354000,,,0,9999,0
91,119355,119355000,,,0,9999,0
91,119356,119356000,,,0,1166,0
91,119357,119357000,,,0,1021,0
91,119358,119358000,YX0000,YX0000,0,1263,0
91,119359,119359000,,,0,1263,0
91,119360,119360000,,,0,1263,0
91,119361,119361000,,,0,9999,0
91,119362,119362000,,,0,9999,0
91,119363,119363000,,,0,9999,0
91,119364,119364000,,,0,1021,0
91,119365,119365000,,,0,1539,0
91,119366,119366000,,,0,1679,0
91,119367,119367000,,,0,1572,0
91,119368,119368000,,,0,1512,0
91,119369,119369000,,,0,1460,0
91,119370,119370000,,,0,1539,0
91,119371,119371000,,,0,0001,0
91,119372,119372000,,,0,1539,0
91,119373,119373000,,,0,1539,0
91,119374,119374000,,,0,1021,0
91,119375,119375000,,,0,0001,0
91,119376,119376000,,,0,1370,0
91,119377,119377000,,,0,1370,0
91,119378,119378000,,,0,1460,0
91,119379,119379000,,,0,1572,0
91,119380,119380000,,,0,1572,0
91,119381,119381000,G05401,G05401,0,1572,0
91,119382,119382000,G06409,G06409,0,1572,0
91,119383,119383000,,,0,1572,0
91,119384,119384000,,,0,1572,0
91,119385,119385000,,,0,1572,0
91,119386,119386000,,,0,1572,0
91,119387,119387000,,,0,1572,0
91,119388,119388000,YX0000,YX0000,0,1679,30
91,119389,119389000,B01105,B01105,0,1679,23
91,119390,119390000,,,0,1539,0
91,119391,119391000,,,0,1166,0
91,119392,119392000,,,0,9012,0
91,119393,119393000,,,0,9999,0
91,119394,119394000,,,0,1263,0
91,119395,119395000,,,0,9999,0
91,119396,119396000,W07406,W07406,0,1741,21
91,119397,119397000,,,0,1021,0
91,119398,119398000,,,0,9999,0
91,119399,119399000,,,0,9999,0
91,119400,119400000,,,0,9999,0
91,119401,119401000,,,0,1512,0
91,119402,119402000,,,0,1539,0
91,119403,119403000,,,0,1539,36
91,119404,119404000,,,0,1512,2
91,119405,119405000,W07104,W07104,0,1512,2
91,119406,119406000,,,0,9012,0
91,119407,119407000,,,0,1539,0
91,119408,119408000,,,0,1724,0
91,119409,119409000,,,0,1724,0
91,119410,119410000,,,0,9999,0
91,119411,119411000,,,0,1539,1
91,119412,119412000,,,0,9999,0
91,119413,119413000,,,0,9999,0
91,119414,119414000,,,0,1202,0
91,119415,119415000,,,0,1512,0
91,119416,119416000,,,0,1512,0
91,119417,119417000,,,0,1741,2
91,119418,119418000,,,0,1741,7
91,119419,119419000,G05409,G05409,0,1741,0
91,119420,119420000,,,0,9012,0
91,119421,119421000,,,0,9012,0
91,119422,119422000,B04103,B04103,0,1572,86
91,119423,119423000,,,0,1539,0
91,119424,119424000,,,0,1679,0
91,119425,119425000,G06414,G06414,0,1679,12
91,119426,119426000,,,0,1263,0
91,119427,119427000,,,0,1263,0
91,119428,119428000,,,0,1936,0
91,119429,119429000,,,0,1936,0
91,119430,119430000,,,0,1936,0
91,119431,119431000,,,0,1936,0
91,119432,119432000,,,0,1936,0
91,119433,119433000,,,0,1936,0
91,119434,119434000,,,0,1936,0
91,119435,119435000,,,0,1936,0
91,119436,119436000,,,0,9999,0
91,119437,119437000,,,0,9999,0
91,119438,119438000,,,0,1514,0
91,119439,119439000,,,0,1514,0
91,119440,119440000,,,0,9012,0
91,119441,119441000,,,0,9012,0
91,119442,119442000,,,0,9012,0
91,119443,119443000,,,0,1263,0
91,119444,119444000,YX0000,YX0000,0,1679,0
91,119445,119445000,YX0000,YX0000,0,1572,0
91,119446,119446000,,,0,1539,0
91,119447,119447000,,,0,1539,0
91,119448,119448000,,,0,1021,0
91,119449,119449000,,,0,1021,0
91,119450,119450000,YX0000,YX0000,0,1512,0
91,119451,119451000,YX0000,YX0000,0,1512,0
91,119452,119452000,,,0,1512,0
91,119453,119453000,,,0,1166,0
91,119454,119454000,,,0,1741,0
91,119455,119455000,D01201,D01201,0,1512,49
91,119456,119456000,D06205,D06205,0,1512,62
91,119457,119457000,,,0,9012,0
91,119458,119458000,,,0,1263,0
91,119459,119459000,,,0,1460,0
91,119460,119460000,,,0,1679,0
91,119461,119461000,,,0,1512,0
