real_stock_id	item_id	item_code	item_name	current_quantity	reserved_quantity	available_quantity	patch_location_id	patch_floor_id	patch_location_code
50395	153498	153498	　フォルタン　シャルドネ　１８７ｍｌ	45	0	45	10	10	ZZ-1
23799	471017	471017	　福千歳　７２０ｍｌ　共通カートン１枚	42	0	42	10	10	ZZ-1
27520	210594	210594	　サントリー　ゼロッパ　５００ｍｌ	42	0	42	10	10	ZZ-1
46089	120000	120000	部システム １２０ 	41	0	41	327	10	Z-0-0
23798	471015	471015	　永平寺白龍　１．８Ｌ　１本　共通カートン１枚	40	0	40	327	10	Z-0-0
23804	471100	471100	　一本義二本用箱	40	0	40	10	10	ZZ-1
23803	471099	471099	　一本義一本用箱	39	0	39	327	10	Z-0-0
33652	157241	157241	　サンタヘレナ　アルパカ　シャルドネセミヨン　７５０ｍｌ	39	0	39	10	10	ZZ-1
35669	158022	158022	　フォルタン　シャルドネ　３７５ｍｌ	38	0	38	10	10	ZZ-1
23801	471042	471042	　真名鶴　７２０ｍｌ共通カートン１枚	36	0	36	10	10	ZZ-1
44258	119403	119403	　北の庄　純米酒　カップ１８０ｍｌ	36	0	36	10	10	ZZ-1
23802	471046	471046	　黒龍　ギフトボックス７２０ｍｌ　１枚	35	0	35	327	10	Z-0-0
31691	211977	211977	　サントリー　おうちドリンクバー　ペプシコーラ３４０ｍｌ	34	0	34	10	10	ZZ-1
46256	260000	260000	部システム ２６０ 	34	0	34	327	10	Z-0-0
31618	157025	157025	　サンタヘレナ　アルパカ　カベルネメルロ　７５０ｍｌ	31	0	31	10	10	ZZ-1
25548	123478	123478	　２５°薩摩一７２０ｍｌ（芋）	30	0	30	10	10	ZZ-1
35571	111209	111209	　白鶴まる辛口カップ２００ｍｌ	30	0	30	10	10	ZZ-1
48328	173008	173008	　日の出　本みりん　醇良１．８Ｌペット	30	0	30	327	10	Z-0-0
48196	121216	121216	　３５°宝焼酎　タカラカップ２２０ｍｌ	29	0	29	10	10	ZZ-1
44372	245843	245843	　バレドーロ　グリッシーニ　サルテッリ１００ｇ	26	0	26	1810	11	I-00-000
