status,message,real_stock_id,item_id,item_code,item_name,current_quantity,reserved_quantity,parent_available,pickable_available,missing_pickable_qty,patch_lot_id,patch_lot_location_id,pickable_current,missing_current_qty,patch_lot_current_before,patch_lot_reserved_before,patch_qty
updated,,48109,142543,142543,　サントリー　生ビール３５０ｍｌ,6115,0,6115,520,5595,47703,7,520,5595,520,0,5595
updated,,23540,184067,184067,　キリン　のどごし＜生＞　３５０ｍｌ,3905,0,3905,0,3905,23499,7,-384,4289,-384,0,4289
skipped,"no active NULL/NULL pickable lot",51530,184409,184409,　キリン　氷結ＺＥＲＯ　レモン　３５０ｍｌ,3464,0,3464,0,3464,,,0,3464,,,3464
updated,,48141,147213,147213,　キリン　のどごし　ＺＥＲＯ３５０ｍｌ,2978,0,2978,0,2978,47735,7,-264,3242,-264,0,3242
updated,,23541,184068,184068,　キリン　のどごし＜生＞　５００ｍｌ,2972,0,2972,0,2972,23500,7,-141,3113,-141,0,3113
updated,,48121,143059,143059,◎キリン　一番搾り３５０ｍｌ,3908,0,3908,884,3024,47715,7,884,3024,884,0,3024
updated,,48118,143024,143024,◎アサヒ　スーパードライ３５０ｍｌ,4314,0,4314,1530,2784,47712,7,1530,2784,1530,0,2784
updated,,48135,147017,147017,　キリン　本麒麟３５０ｍｌ,1616,0,1616,0,1616,47729,7,-648,2264,-648,0,2264
updated,,48123,143074,143074,◎サッポロ　黒ラベル　３５０ｍｌ,3055,0,3055,895,2160,47717,7,895,2160,895,0,2160
updated,,48138,147081,147081,　キリン　本麒麟５００ｍｌ,1980,0,1980,0,1980,47732,7,-73,2053,-73,0,2053
updated,,48110,142627,142627,　キリン　晴れ風３５０ｍｌ,1720,0,1720,0,1720,47704,7,-133,1853,-133,0,1853
updated,,48139,147084,147084,　サントリー　金麦　糖質ｏｆｆ３５０ｍｌ,1126,0,1126,0,1126,47733,7,-408,1534,-408,0,1534
updated,,23542,184145,184145,　サントリー　金麦５００ｍｌ,1303,0,1303,24,1279,23501,7,24,1279,24,0,1279
updated,,48142,147271,147271,　サントリー　金麦　ザ・ラガー３５０ｍｌ,1007,0,1007,0,1007,47736,7,-34,1041,-34,0,1041
updated,,48114,142859,142859,　キリン　グッドエール３５０ｍｌ,1106,0,1106,395,711,47708,7,395,711,395,0,711
updated,,23545,185021,185021,　アサヒ　Ｏｆｆ（オフ）３５０ｍｌ缶,606,0,606,54,552,23504,7,54,552,54,0,552
updated,,48096,142102,142102,　アサヒ　アサヒ　生ビール３５０ｍｌ,1052,0,1052,500,552,47690,7,500,552,500,0,552
updated,,48126,143244,143244,　サントリー　プレミアムモルツ３５０ｍｌ,1052,0,1052,572,480,47720,7,572,480,572,0,480
updated,,48116,143005,143005,◎キリンラガー３５０ｍｌ,760,0,760,280,480,47710,7,280,480,280,0,480
skipped,"no active NULL/NULL pickable lot",51528,184144,184144,　サントリー　金麦３５０ｍｌ,463,0,463,0,463,,,0,463,,,463
updated,,48129,145017,145017,　キリン　淡麗プラチナダブル３５０ｍｌ,429,0,429,67,362,47723,7,67,362,67,0,362
updated,,48099,142330,142330,　アサヒ　スーパードライ　ドライクリスタル３５０ｍｌ,868,0,868,532,336,47693,7,532,336,532,0,336
skipped,"no active NULL/NULL pickable lot",51599,143004,143004,◎キリン麒麟淡麗＜生＞３５０ｍｌ,336,0,336,0,336,,,0,336,,,336
updated,,48124,143085,143085,　サッポロ　エビス３５０ｍｌ,872,0,872,584,288,47718,7,584,288,584,0,288
updated,,48102,142404,142404,　サントリー　パーフェクトサントリービール３５０ｍｌ,626,0,626,338,288,47696,7,338,288,338,0,288
updated,,48132,145060,145060,　アサヒ　スタイルフリー　トリプルゼロ３５０ｍｌ,456,0,456,216,240,47726,7,216,240,216,0,240
updated,,48130,145018,145018,　キリン　淡麗プラチナダブル５００ｍｌ,122,0,122,0,122,47724,7,-118,240,-118,0,240
updated,,23544,185012,185012,　アサヒ　クリアアサヒ　３５０ｍｌ,145,0,145,0,145,23503,7,-72,217,-72,0,217
updated,,48128,145014,145014,　サッポロ　極ＺＥＲＯ３５０ｍｌ,325,0,325,108,217,47722,7,108,217,108,0,217
updated,,48115,142908,142908,　アサヒ　新・スーパードライ　生ジョッキ缶３４０ｍｌ,783,0,783,567,216,47709,7,567,216,567,0,216
updated,,48119,143037,143037,◎キリンラガー５００ｍｌ,148,0,148,0,148,47713,7,-48,196,-48,0,196
skipped,"no active NULL/NULL pickable lot",51673,143007,143007,◎キリン麒麟淡麗＜生＞５００ｍｌ,192,0,192,0,192,,,0,192,,,192
updated,,48133,147003,147003,　キリン　麒麟淡麗グリーンラベル３５０ｍｌ,135,0,135,0,135,47727,7,-36,171,-36,0,171
updated,,48095,142069,142069,　サントリー　プレミアムモルツ　香るエール３５０ｍｌ,465,0,465,321,144,47689,7,321,144,321,0,144
updated,,21591,159093,159093,　カンタラス　カベルネソーヴィニヨン　７５０ｍｌ,191,0,191,68,123,21591,7,68,123,68,0,123
updated,,23528,159095,159095,　カンタラス　ソービニヨンブラン　７５０ｍｌ,71,0,71,0,71,23487,7,-49,120,-49,0,120
skipped,"no active NULL/NULL pickable lot",51529,147204,147204,　きらやか麦　糖質７０％オフ３５０ｍｌ,97,0,97,0,97,,,0,97,,,97
skipped,"no active NULL/NULL pickable lot",51674,147014,147014,×アサヒ　くつろぎ仕込４ＶＧ　３５０ｍｌ,96,0,96,0,96,,,0,96,,,96
updated,,48136,147043,147043,　アサヒ　スタイルフリー３５０ｍｌ,244,0,244,148,96,47730,7,148,96,148,0,96
updated,,48140,147198,147198,　アサヒ　クリアアサヒ　贅沢ゼロ３５０ｍｌ,184,0,184,88,96,47734,7,88,96,88,0,96
updated,,23531,159118,159118,　アヴェント　オーガニック　ブリュット　７５０ｍｌ,135,0,135,60,75,23490,7,60,75,60,0,75
updated,,48101,142368,142368,　キリン　一番搾り　糖質ゼロ３５０ｍｌ,244,0,244,195,49,47695,7,195,49,195,0,49
skipped,"no active NULL/NULL pickable lot",52699,184185,184185,　ニッカ　ブラックニッカ　クリアハイボール３５０ｍｌ,24,0,24,0,24,,,0,24,,,24
skipped,"no active NULL/NULL pickable lot",51801,143025,143025,◎アサヒ　スーパードライ５００ｍｌ,24,0,24,0,24,,,0,24,,,24
skipped,"no active NULL/NULL pickable lot",52611,142515,142515,　福井県産六条大麦ビール　ロクムギ　ペールエール３５０ｍｌ,24,0,24,0,24,,,0,24,,,24
skipped,"no active NULL/NULL pickable lot",51662,123565,123565,　２２°本格麦焼酎　宗政ワイン酵母仕込１．８Ｌ（麦）,6,0,6,0,6,,,0,6,,,6
updated,,46020,118627,118627,　越後鶴亀　純米吟醸　限定品７２０ｍｌ,21,0,21,15,6,45651,7,15,6,15,0,6
skipped,"no active NULL/NULL pickable lot",51838,141264,141264,　越の磯　いちほまれエール３３０ｍｌ,6,0,6,0,6,,,0,6,,,6
skipped,"no active NULL/NULL pickable lot",52061,122998,122998,　２５°つるつるいっぱい２Ｌ（麦）パック,6,0,6,0,6,,,0,6,,,6
updated,,23533,161063,161063,　クラフトジン瀬戸内　檸檬　７００ｍｌ,12,0,12,6,6,23492,7,6,6,6,0,6
updated,,44181,112730,112730,　伝心純米大吟醸　「凛」７２０ｍｌ　※直送・卸不可,6,0,6,2,4,43848,7,2,4,2,0,4
updated,,44183,112733,112733,　伝心純米吟醸　「雪」７２０ｍｌ　※直送・卸不可,6,0,6,2,4,43850,7,2,4,2,0,4
skipped,"no active NULL/NULL pickable lot",52062,141238,141238,　越の磯　越前そばエール３３０ｍｌ,4,0,4,0,4,,,0,4,,,4
updated,,50292,155205,155205,　サンテロ　天使のアスティ　７５０ｍｌ,3,0,3,1,2,49867,7,1,2,1,0,2
updated,,50293,155241,155241,　サンテロ　天使のロッソ　７５０ｍｌ,3,0,3,1,2,49868,7,1,2,1,0,2
updated,,23583,221443,221443,　明宝　パセリソーセージ２６０ｇ,7,0,7,5,2,23542,7,5,2,5,0,2
