status,message,real_stock_id,item_id,item_code,item_name,current_quantity,reserved_quantity,parent_available,pickable_available,missing_pickable_qty,patch_lot_id,patch_lot_location_id,pickable_current,missing_current_qty,patch_lot_current_before,patch_lot_reserved_before,patch_qty
updated,,2534,184067,184067,　キリン　のどごし＜生＞　３５０ｍｌ,1901,0,1901,1359,542,2534,17,1359,542,1343,0,542
updated,,2474,143074,143074,◎サッポロ　黒ラベル　３５０ｍｌ,835,0,835,435,400,2474,17,435,400,435,0,400
updated,,3387,147084,147084,　サントリー　金麦　糖質ｏｆｆ３５０ｍｌ,973,0,973,704,269,3387,17,704,269,320,0,269
skipped,"no active NULL/NULL pickable lot",52666,118645,118645,　稲穂の舞　大吟醸　濃醇１７度７２０ｍｌ,216,0,216,0,216,,,0,216,,,216
updated,,1571,142368,142368,　キリン　一番搾り　糖質ゼロ３５０ｍｌ,558,0,558,349,209,1571,17,349,209,157,0,209
updated,,3397,184233,184233,　タカラ　焼酎ハイボール　レモン３５０ｍｌ,673,0,673,467,206,3397,17,467,206,323,0,206
updated,,2440,142859,142859,　キリン　グッドエール３５０ｍｌ,451,0,451,272,179,2440,17,272,179,272,0,179
updated,,2447,142908,142908,　アサヒ　新・スーパードライ　生ジョッキ缶３４０ｍｌ,555,0,555,376,179,2447,17,376,179,376,0,179
updated,,5052,185012,185012,　アサヒ　クリアアサヒ　３５０ｍｌ,931,0,931,753,178,5052,17,753,178,753,0,178
updated,,3401,184256,184256,　タカラ　焼酎ハイボール　ドライ３５０ｍｌ,557,0,557,380,177,3401,17,380,177,380,0,177
updated,,3354,145060,145060,　アサヒ　スタイルフリー　トリプルゼロ３５０ｍｌ,971,0,971,795,176,3354,17,795,176,795,0,176
updated,,5856,185522,185522,　キリン　氷結　無糖レモン　Ａｌｃ．７％　３５０ｍｌ,895,0,895,721,174,5856,17,721,174,721,0,174
updated,,2545,184144,184144,　サントリー　金麦３５０ｍｌ,1238,0,1238,1066,172,2545,17,1066,172,1066,0,172
updated,,3377,147003,147003,　キリン　麒麟淡麗グリーンラベル３５０ｍｌ,1182,0,1182,1011,171,3377,17,1011,171,995,0,171
updated,,3389,147124,147124,　サッポロ　麦とホップ３５０ｍｌ,316,0,316,150,166,3389,17,150,166,150,0,166
updated,,3379,147017,147017,　キリン　本麒麟３５０ｍｌ,1913,0,1913,1750,163,3379,17,1750,163,982,0,163
updated,,7409,211235,211235,　ＩＢ　強炭酸水５００ｍｌＰＥＴ,1100,0,1100,955,145,7409,17,955,145,955,0,145
updated,,6623,210923,210923,　但馬の天然水５５０ｍｌ,850,0,850,723,127,6623,17,723,127,723,0,127
updated,,4205,184658,184658,　キリン　氷結　レモン３５０ｍｌ,380,0,380,270,110,4205,17,270,110,196,0,110
updated,,3421,184391,184391,　タカラ　カンチューハイ　レモン３５０ｍｌ,184,0,184,91,93,3421,17,91,93,67,0,93
updated,,2459,143007,143007,◎キリン麒麟淡麗＜生＞５００ｍｌ,266,0,266,175,91,2459,17,175,91,175,0,91
updated,,7424,211351,211351,　ＩＢ　強炭酸水１Ｌ,559,0,559,468,91,7424,17,468,91,468,0,91
updated,,1573,142404,142404,　サントリー　パーフェクトサントリービール３５０ｍｌ,354,0,354,264,90,1573,17,264,90,264,0,90
updated,,1580,142543,142543,　サントリー　生ビール３５０ｍｌ,366,0,366,276,90,1580,17,276,90,276,0,90
updated,,2535,184068,184068,　キリン　のどごし＜生＞　５００ｍｌ,329,0,329,240,89,2535,17,240,89,240,0,89
updated,,2464,143025,143025,◎アサヒ　スーパードライ５００ｍｌ,424,0,424,336,88,2464,17,336,88,336,0,88
updated,,5858,185524,185524,　キリン　氷結　無糖レモン　Ａｌｃ．４％　３５０ｍｌ,752,0,752,666,86,5858,17,666,86,666,0,86
updated,,3424,184409,184409,　キリン　氷結ＺＥＲＯ　レモン　３５０ｍｌ,788,0,788,702,86,3424,17,702,86,462,0,86
updated,,5054,185021,185021,　アサヒ　Ｏｆｆ（オフ）３５０ｍｌ缶,631,0,631,546,85,5054,17,546,85,354,0,85
updated,,2458,143005,143005,◎キリンラガー３５０ｍｌ,514,0,514,431,83,2458,17,431,83,239,0,83
skipped,"no active NULL/NULL pickable lot",52667,118660,118660,　稲穂の舞　大吟醸　濃醇１７度１．８Ｌ,72,0,72,0,72,,,0,72,,,72
skipped,"no active NULL/NULL pickable lot",52708,146212,146212,　ブリュードッグ　ベビーヘイジーＩＰＡ　３３０ｍｌ,72,0,72,0,72,,,0,72,,,72
updated,,2471,143059,143059,◎キリン　一番搾り３５０ｍｌ,895,0,895,825,70,2471,17,825,70,805,0,70
skipped,"no active NULL/NULL pickable lot",52711,146216,146216,　ミッケラー　スペースレース　缶　３３０ｍｌ,48,0,48,0,48,,,0,48,,,48
updated,,2467,143037,143037,◎キリンラガー５００ｍｌ,144,0,144,97,47,2467,17,97,47,97,0,47
updated,,2541,184099,184099,　タカラ　カンチューハイ　レモン　２５０ｍｌ,167,0,167,121,46,2541,17,121,46,121,0,46
updated,,2477,143085,143085,　サッポロ　エビス３５０ｍｌ,262,0,262,222,40,2477,17,222,40,222,0,40
skipped,"no active NULL/NULL pickable lot",52709,146214,146214,　ツァラ　ケルンスタイルビール　缶　３３０ｍｌ,36,0,36,0,36,,,0,36,,,36
updated,,3319,116013,116013,　無冠盃辛口パック３Ｌ,72,0,72,43,29,3319,17,43,29,43,0,29
updated,,2463,143024,143024,◎アサヒ　スーパードライ３５０ｍｌ,3763,0,3763,3739,24,2463,17,3739,24,3355,0,24
