status,message,real_stock_id,item_id,item_code,item_name,current_quantity,reserved_quantity,parent_available,pickable_available,missing_pickable_qty,patch_lot_id,patch_lot_location_id,pickable_current,missing_current_qty,patch_lot_current_before,patch_lot_reserved_before,patch_qty
updated,,1302,143024,143024,◎アサヒ　スーパードライ３５０ｍｌ,7133,0,7133,2003,5130,1302,8,2003,5130,2003,0,5130
updated,,7882,184144,184144,　サントリー　金麦３５０ｍｌ,2178,0,2178,1041,1137,7882,8,1041,1137,1041,0,1137
updated,,12527,210923,210923,　但馬の天然水５５０ｍｌ,1265,0,1265,372,893,12527,8,372,893,372,0,893
updated,,1295,143004,143004,◎キリン麒麟淡麗＜生＞３５０ｍｌ,1368,0,1368,803,565,1295,8,803,565,803,0,565
updated,,1248,142543,142543,　サントリー　生ビール３５０ｍｌ,1017,0,1017,455,562,1248,8,455,562,455,0,562
updated,,1252,142627,142627,　キリン　晴れ風３５０ｍｌ,1160,0,1160,603,557,1252,8,603,557,595,0,557
updated,,2122,143059,143059,◎キリン　一番搾り３５０ｍｌ,1356,0,1356,814,542,2122,8,814,542,798,0,542
updated,,2139,145017,145017,　キリン　淡麗プラチナダブル３５０ｍｌ,1518,0,1518,985,533,2139,8,985,533,985,0,533
updated,,2169,147003,147003,　キリン　麒麟淡麗グリーンラベル３５０ｍｌ,1502,0,1502,1129,373,2169,8,1129,373,1113,0,373
updated,,620,211235,211235,　ＩＢ　強炭酸水５００ｍｌＰＥＴ,1016,0,1016,700,316,620,8,700,316,532,0,316
updated,,3065,147124,147124,　サッポロ　麦とホップ３５０ｍｌ,545,0,545,262,283,3065,8,262,283,262,0,283
updated,,551,142368,142368,　キリン　一番搾り　糖質ゼロ３５０ｍｌ,595,0,595,320,275,551,8,320,275,320,0,275
updated,,548,142330,142330,　アサヒ　スーパードライ　ドライクリスタル３５０ｍｌ,457,0,457,186,271,548,8,186,271,186,0,271
skipped,"no active NULL/NULL pickable lot",52664,118645,118645,　稲穂の舞　大吟醸　濃醇１７度７２０ｍｌ,216,0,216,0,216,,,0,216,,,216
updated,,9578,184658,184658,　キリン　氷結　レモン３５０ｍｌ,385,0,385,194,191,9578,8,194,191,192,0,191
updated,,2140,145018,145018,　キリン　淡麗プラチナダブル５００ｍｌ,385,0,385,198,187,2140,8,198,187,102,0,187
updated,,3056,147043,147043,　アサヒ　スタイルフリー３５０ｍｌ,917,0,917,730,187,3056,8,730,187,538,0,187
updated,,11068,185522,185522,　キリン　氷結　無糖レモン　Ａｌｃ．７％　３５０ｍｌ,668,0,668,486,182,11068,8,486,182,486,0,182
updated,,11070,185524,185524,　キリン　氷結　無糖レモン　Ａｌｃ．４％　３５０ｍｌ,563,0,563,382,181,11070,8,382,181,382,0,181
updated,,2141,145060,145060,　アサヒ　スタイルフリー　トリプルゼロ３５０ｍｌ,738,0,738,561,177,2141,8,561,177,561,0,177
updated,,12511,210586,210586,　ミツウロコ　四季の恵み　天然水２Ｌ,368,0,368,199,169,12511,8,199,169,139,0,169
updated,,635,211351,211351,　ＩＢ　強炭酸水１Ｌ,447,0,447,288,159,635,8,288,159,168,0,159
updated,,11762,141019,141019,◎アサヒ　スーパードライ　大瓶６３３ｍｌ,327,0,327,211,116,11762,8,211,116,211,0,116
updated,,11763,141020,141020,◎アサヒ　スーパードライ　中瓶５００ｍｌ,410,0,410,308,102,11763,8,308,102,308,0,102
updated,,12426,141048,141048,◎サッポロ　黒ラベル　大瓶６３３ｍｌ,257,0,257,158,99,12426,8,158,99,158,0,99
updated,,2170,147004,147004,　キリン　麒麟淡麗グリーンラベル５００ｍｌ,302,0,302,209,93,2170,8,209,93,209,0,93
updated,,4519,122279,122279,○２５°いいちこ（麦）パック１．８Ｌ,184,0,184,92,92,4519,8,92,92,92,0,92
updated,,12427,141049,141049,◎サッポロ　黒ラベル　中瓶５００ｍｌ,184,0,184,104,80,12427,8,104,80,104,0,80
skipped,"no active NULL/NULL pickable lot",52704,146212,146212,　ブリュードッグ　ベビーヘイジーＩＰＡ　３３０ｍｌ,72,0,72,0,72,,,0,72,,,72
skipped,"no active NULL/NULL pickable lot",52665,118660,118660,　稲穂の舞　大吟醸　濃醇１７度１．８Ｌ,72,0,72,0,72,,,0,72,,,72
skipped,"no active NULL/NULL pickable lot",52707,146216,146216,　ミッケラー　スペースレース　缶　３３０ｍｌ,72,0,72,0,72,,,0,72,,,72
skipped,"no active NULL/NULL pickable lot",52705,146214,146214,　ツァラ　ケルンスタイルビール　缶　３３０ｍｌ,48,0,48,0,48,,,0,48,,,48
updated,,2054,116013,116013,　無冠盃辛口パック３Ｌ,64,0,64,36,28,2054,8,36,28,36,0,28
