status,message,real_stock_id,item_id,item_code,item_name,current_quantity,reserved_quantity,parent_available,pickable_available,missing_pickable_qty,patch_lot_id,patch_lot_location_id,pickable_current,missing_current_qty,patch_lot_current_before,patch_lot_reserved_before,patch_qty
updated,,13820,147017,147017,　キリン　本麒麟３５０ｍｌ,1305,0,1305,946,359,13820,16,946,359,946,0,359
updated,,16356,141036,141036,◎キリン　一番搾り　大瓶６３３ｍｌ,288,0,288,61,227,16356,16,61,227,41,0,227
updated,,16151,211235,211235,　ＩＢ　強炭酸水５００ｍｌＰＥＴ,596,0,596,386,210,16151,16,386,210,386,0,210
updated,,16542,211351,211351,　ＩＢ　強炭酸水１Ｌ,464,0,464,295,169,16542,16,295,169,295,0,169
skipped,"no active NULL/NULL pickable lot",52670,118645,118645,　稲穂の舞　大吟醸　濃醇１７度７２０ｍｌ,144,0,144,0,144,,,0,144,,,144
updated,,13267,142404,142404,　サントリー　パーフェクトサントリービール３５０ｍｌ,382,0,382,292,90,13267,16,292,90,292,0,90
updated,,13272,142543,142543,　サントリー　生ビール３５０ｍｌ,212,0,212,123,89,13272,16,123,89,123,0,89
updated,,13265,142368,142368,　キリン　一番搾り　糖質ゼロ３５０ｍｌ,288,0,288,200,88,13265,16,200,88,200,0,88
updated,,13276,142627,142627,　キリン　晴れ風３５０ｍｌ,275,0,275,187,88,13276,16,187,88,179,0,88
updated,,14300,147253,147253,　サッポロ　ＧＯＬＤ　ＳＴＡＲ　ゴールドスター３５０ｍｌ,511,0,511,424,87,14300,16,424,87,424,0,87
updated,,13309,143004,143004,◎キリン麒麟淡麗＜生＞３５０ｍｌ,798,0,798,717,81,13309,16,717,81,333,0,81
updated,,14286,147084,147084,　サントリー　金麦　糖質ｏｆｆ３５０ｍｌ,733,0,733,653,80,14286,16,653,80,653,0,80
updated,,13799,145017,145017,　キリン　淡麗プラチナダブル３５０ｍｌ,917,0,917,838,79,13799,16,838,79,838,0,79
updated,,13379,184144,184144,　サントリー　金麦３５０ｍｌ,855,0,855,777,78,13379,16,777,78,585,0,78
updated,,16360,141048,141048,◎サッポロ　黒ラベル　大瓶６３３ｍｌ,125,0,125,47,78,16360,16,47,78,47,0,78
skipped,"no active NULL/NULL pickable lot",52671,118660,118660,　稲穂の舞　大吟醸　濃醇１７度１．８Ｌ,72,0,72,0,72,,,0,72,,,72
updated,,15637,210923,210923,　但馬の天然水５５０ｍｌ,551,0,551,480,71,15637,16,480,71,480,0,71
updated,,15354,116013,116013,　無冠盃辛口パック３Ｌ,92,0,92,66,26,15354,16,30,62,66,0,62
skipped,"no active NULL/NULL pickable lot",52569,146216,146216,　ミッケラー　スペースレース　缶　３３０ｍｌ,24,0,24,0,24,,,0,24,,,24
skipped,"no active NULL/NULL pickable lot",52566,146212,146212,　ブリュードッグ　ベビーヘイジーＩＰＡ　３３０ｍｌ,24,0,24,0,24,,,0,24,,,24
skipped,"no active NULL/NULL pickable lot",52567,146214,146214,　ツァラ　ケルンスタイルビール　缶　３３０ｍｌ,24,0,24,0,24,,,0,24,,,24
skipped,"no active NULL/NULL pickable lot",52568,146215,146215,　オーラ　ドゥ１２　インペリアルスタウト　３３０ｍｌ,12,0,12,0,12,,,0,12,,,12
updated,,13134,111116,111116,　松竹梅　上撰１．８Ｌ,30,0,30,20,10,13134,16,20,10,20,0,10
skipped,"no active NULL/NULL pickable lot",52570,119640,119640,　福千歳　ＴＨＥ　ＢＲＥＷ　ＳＡＫＥ　７２０ｍｌ,6,0,6,0,6,,,0,6,,,6
skipped,"no active NULL/NULL pickable lot",52689,142677,142677,　ＯＵＲ　ＢＲＥＷＩＮＧ　ホッピー・アワー３６５ｍｌ缶,6,0,6,0,6,,,0,6,,,6
updated,,15629,210586,210586,　ミツウロコ　四季の恵み　天然水２Ｌ,161,0,161,156,5,15629,16,156,5,156,0,5
skipped,"no active NULL/NULL pickable lot",52688,142691,142691,　ＯＵＲ　ＢＲＥＷＩＮＧ　ディノ・キング３６５ｍｌ缶,4,0,4,0,4,,,0,4,,,4
skipped,"no active NULL/NULL pickable lot",52690,1004012,100008,"OUR BREWING　キックオフ  缶",4,0,4,0,4,,,0,4,,,4
skipped,"no active NULL/NULL pickable lot",52563,151117,151117,　マンズエコノミー　白　ハンディペット１．８Ｌ,2,0,2,0,2,,,0,2,,,2
