status,message,real_stock_id,item_id,item_code,item_name,current_quantity,reserved_quantity,parent_available,pickable_available,missing_pickable_qty,patch_lot_id,patch_lot_location_id,pickable_current,missing_current_qty,patch_lot_current_before,patch_lot_reserved_before,patch_qty
updated,,12331,147003,147003,　キリン　麒麟淡麗グリーンラベル３５０ｍｌ,1398,0,1398,851,547,12331,14,851,547,835,0,547
updated,,12319,145060,145060,　アサヒ　スタイルフリー　トリプルゼロ３５０ｍｌ,927,0,927,411,516,12319,14,411,516,411,0,516
updated,,11616,184067,184067,　キリン　のどごし＜生＞　３５０ｍｌ,1387,0,1387,1028,359,11616,14,1028,359,1012,0,359
updated,,12300,143074,143074,◎サッポロ　黒ラベル　３５０ｍｌ,905,0,905,552,353,12300,14,552,353,552,0,353
updated,,12297,143059,143059,◎キリン　一番搾り３５０ｍｌ,1637,0,1637,1295,342,12297,14,1295,342,1275,0,342
updated,,432,147084,147084,　サントリー　金麦　糖質ｏｆｆ３５０ｍｌ,681,0,681,455,226,432,14,455,226,455,0,226
skipped,"no active NULL/NULL pickable lot",52668,118645,118645,　稲穂の舞　大吟醸　濃醇１７度７２０ｍｌ,216,0,216,0,216,,,0,216,,,216
updated,,15062,211351,211351,　ＩＢ　強炭酸水１Ｌ,610,0,610,411,199,15062,14,411,199,411,0,199
updated,,11594,142908,142908,　アサヒ　新・スーパードライ　生ジョッキ缶３４０ｍｌ,567,0,567,382,185,11594,14,382,185,382,0,185
updated,,9294,141019,141019,◎アサヒ　スーパードライ　大瓶６３３ｍｌ,569,0,569,384,185,9294,14,384,185,384,0,185
updated,,441,147213,147213,　キリン　のどごし　ＺＥＲＯ３５０ｍｌ,699,0,699,517,182,441,14,517,182,517,0,182
updated,,14462,211235,211235,　ＩＢ　強炭酸水５００ｍｌＰＥＴ,851,0,851,683,168,14462,14,683,168,683,0,168
updated,,11568,142627,142627,　キリン　晴れ風３５０ｍｌ,482,0,482,322,160,11568,14,322,160,306,0,160
skipped,"no active NULL/NULL pickable lot",52669,118660,118660,　稲穂の舞　大吟醸　濃醇１７度１．８Ｌ,108,0,108,0,108,,,0,108,,,108
updated,,440,147204,147204,　きらやか麦　糖質７０％オフ３５０ｍｌ,189,0,189,96,93,440,14,96,93,96,0,93
