status,message,real_stock_id,item_id,item_code,item_name,current_quantity,reserved_quantity,parent_available,pickable_available,missing_pickable_qty,patch_lot_id,patch_lot_location_id,pickable_current,missing_current_qty,patch_lot_current_before,patch_lot_reserved_before,patch_qty
updated,,47037,122049,122049,○２５°いいちこ（麦）瓶１．８Ｌ,36,2,34,30,4,46631,15,32,4,14,1,4
skipped,"no active NULL/NULL pickable lot",52658,132941,132941,　マッカラン　ダブルカスク　１２年　ミニセレクション　１００ｍｌ,3,0,3,0,3,,,0,3,,,3
skipped,"no active NULL/NULL pickable lot",52655,131384,131384,　サントリー響　ブレンダーズチョイス　ミニセレクション　１００ｍｌ,3,0,3,0,3,,,0,3,,,3
skipped,"no active NULL/NULL pickable lot",52660,132767,132767,　ウッドフォードリザーヴ　ミニセレクション　１００ｍｌ,3,0,3,0,3,,,0,3,,,3
updated,,30272,111116,111116,　松竹梅　上撰１．８Ｌ,17,0,17,14,3,30120,15,14,3,8,0,3
skipped,"no active NULL/NULL pickable lot",52661,135005,135005,　マッカラン　１８年　ミニセレクション　１００ｍｌ,2,0,2,0,2,,,0,2,,,2
skipped,"no active NULL/NULL pickable lot",52698,121094,121094,　２５°宝焼酎　チアーテナー１８Ｌ,2,0,2,0,2,,,0,2,,,2
updated,,49332,152077,152077,　ムートンカデ　ルージュ　７５０ｍｌ,3,0,3,1,2,48907,15,1,2,1,0,2
updated,,34416,112506,112506,　黒龍　九頭龍　逸品１．８Ｌ,30,0,30,28,2,34242,15,28,2,28,0,2
updated,,32329,112272,112272,　黒龍　大吟醸　龍７２０ｍｌ,3,0,3,1,2,32164,15,1,2,1,0,2
updated,,51204,122526,122526,　３０°残波ブラック（泡盛）１．８Ｌ,3,1,2,1,1,50759,15,2,1,2,1,1
