status,source,item_code,item_name,warehouse_id,ref_id,current_quantity,reserved_quantity,location_id,wms_shelf,expected_oracle_shelf,oracle_shelves,oracle_products
match,lot,123874,　２５°本格芋焼酎　さつま響ペット５Ｌ（芋）,91,27293,5,0,2517,R03101,R03101,R03101,123874000:R03101:0:1009
oracle_no_shelf,lot,123908,　２０°西の星１．８Ｌ（麦）,91,56137,4,0,327,Z00,,,123908000::0:1330
match,lot,123939,　２５°樽熟成つるつるいっぱい７２０ｍｌ（麦）,91,27294,11,0,690,D03205,D03205,D03205,123939000:D03205:0:1014
match,lot,123939,　２５°樽熟成つるつるいっぱい７２０ｍｌ（麦）,91,56650,18,0,690,D03205,D03205,D03205,123939000:D03205:0:1014
match,lot,123947,　２５°全量芋焼酎　ＩＳＡＩＮＡ９００ｍｌ（芋）,91,27295,6,0,1043,E10101,E10101,E10101,123947000:E10101:0:1202
match,lot,131005,　江井ヶ島酒造　あかしレッド５００ｍｌ,91,27296,14,0,810,E04201,E04201,E04201,131005000:E04201:0:1002
match,lot,131006,　江井ヶ島酒造　地ウイスキー　あかし５００ｍｌ,91,27297,11,0,826,E04217,E04217,E04217,131006000:E04217:0:1002
match,lot,131020,　ニッカフロムザバレル５００ｍｌ,91,27298,14,0,2672,YX9999,YX9999,YX9999,131020000:YX9999:0:1021
match,lot,131026,　サントリー　スペシャルリザーブ　新　７００ｍｌ,91,27299,3,-3,907,E06213,E06213,E06213,131026000:E06213:0:1021
match,lot,131038,　サントリー響　ＪＡＰＡＮＥＳＥ　ＨＡＲＭＯＮＹ７００ｍｌ,91,27300,62,0,2672,YX9999,YX9999,YX9999,131038000:YX9999:0:1021
match,lot,131045,　オーシャン　ラッキーゴールド　４Ｌ,91,27301,16,0,709,D06101,D06101,D06101,131045000:D06101:0:1330|131045900:D06101::
match,lot,131045,　オーシャン　ラッキーゴールド　４Ｌ,91,54581,14,0,709,D06101,D06101,D06101,131045000:D06101:0:1330|131045900:D06101::
match,lot,131045,　オーシャン　ラッキーゴールド　４Ｌ,91,55102,16,0,709,D06101,D06101,D06101,131045000:D06101:0:1330|131045900:D06101::
match,lot,131047,　ウィスキー　耀（かがやき）４Ｌ,91,27302,120,0,2519,R03104,R03104,R03104,131047000:R03104:0:1290|131047900:::
match,lot,131048,　サントリー　ローヤル　スリム　新　６６０ｍｌ,91,27303,2,2,1154,F01305,F01305,F01305,131048000:F01305:0:1021
match,lot,131051,　ブラックニッカ　スペシャル　７２０ｍｌ,91,27304,6,0,1699,H05213,H05213,H05213,131051000:H05213:0:1021
match,lot,131052,　サントリー　角瓶（業務用）５Ｌ,91,27305,12,1,2419,L10101,L10101,L10101,131052000:L10101:0:1021|131052900:::
match,lot,131052,　サントリー　角瓶（業務用）５Ｌ,91,55134,29,2,2419,L10101,L10101,L10101,131052000:L10101:0:1021|131052900:::
match,lot,131073,　ニッカブラックニッカ　ディープブレンド７００ｍｌ,91,27307,4,0,1025,E09211,E09211,E09211,131073000:E09211:0:1021
match,lot,131074,　ウィスキー　岳　７００ｍｌ,91,27308,89,0,2549,W01201,W01201,W01201,131074000:W01201:0:1290|131074100:::|131074900:::
match,lot,131078,　笹の川酒造山桜　黒ラベル７００ｍｌ,91,27309,14,0,2527,R04201,R04201,R04201,131078000:R04201:0:1002
match,lot,131079,　ニッカシングルモルト余市７００ｍｌ,91,27310,9,0,2672,YX9999,YX9999,YX9999,131079000:YX9999:0:1021
match,lot,131084,　サントリートリス　クラシック　１．８Ｌ,91,27311,3,0,2669,YC0000,YC0000,YC0000,131084000:YC0000:0:1021
match,lot,131093,　ニッカシングルモルト宮城峡７００ｍｌ,91,27312,5,0,2672,YX9999,YX9999,YX9999,131093000:YX9999:0:1021|131093001:::
match_one_of_multiple,lot,131107,　サントリー山崎１２年　７００ｍｌ,91,27313,23,1,2672,YX9999,B05203|YX9999,B05203|YX9999,131107000:YX9999:0:1021|131107010:B05203::
match,lot,131121,　サントリーウイスキー　知多７００ｍｌ,91,27314,21,1,2672,YX9999,YX9999,YX9999,131121000:YX9999:0:1021
match,lot,131122,　サントリー山崎１８年　７００ｍｌ,91,27315,2,0,2672,YX9999,YX9999,YX9999,131122000:YX9999:0:1021
match,lot,131124,　サントリーシングルモルト山崎７００ｍｌ,91,27316,55,0,2672,YX9999,YX9999,YX9999,131124000:YX9999:0:1021
match,lot,131126,　サントリーシングルモルト白州７００ｍｌ,91,27317,24,0,2672,YX9999,YX9999,YX9999,131126000:YX9999:0:1021
match,lot,131133,　サントリートリス　クラシック７００ｍｌ,91,27318,8,0,735,D08206,D08206,D08206,131133000:D08206:0:1021
match,lot,131135,　サントリートリス　クラシック１８０ｍｌ,91,27319,4,0,1493,G06110,G06110,G06110,131135000:G06110:0:1021
match,lot,131137,　サントリートリス　クラシック２．７Ｌ,91,27320,3,0,1457,G05107,G05107,G05107,131137000:G05107:0:1021
match,lot,131145,　サントリートリス　クラシック４Ｌ,91,27321,11,0,667,D01101,D01101,D01101,131145000:D01101:0:1021
match,lot,131145,　サントリートリス　クラシック４Ｌ,91,56595,24,0,667,D01101,D01101,D01101,131145000:D01101:0:1021
match,lot,131146,　サントリー響　２１年　７００ｍｌ,91,27322,2,0,2672,YX9999,YX9999,YX9999,131146000:YX9999:0:1021
match,lot,131148,　　ブラックニッカ　リッチブレンド　７００ｍｌ,91,27323,5,0,614,C02202,C02202,C02202,131148000:C02202:0:1021
match,lot,131161,　イチローズ　モルト＆グレーン　７００ｍｌ,91,27324,29,0,1803,H08104,H08104,H08104,131161000:H08104:0:1598
match,lot,131168,　サントリー　響　ブレンダーズチョイス　７００ｍｌ,91,27325,48,0,2672,YX9999,YX9999,YX9999,131168000:YX9999:0:1021
match,lot,131182,　キリン　富士山麓　シグニチャーブレンド７００ｍｌ,91,27326,4,0,1155,F01306,F01306,F01306,131182000:F01306:0:1330
match,lot,131194,　サントリー角瓶　ペット　１．９２Ｌ,91,27327,4,0,1659,H04314,H04314,H04314,131194000:H04314:0:1021|131194900:H04314::
match,lot,131196,　サントリー　角瓶　７００ｍｌ,91,27328,12,4,515,B04205,B04205,B04205,131196000:B04205:0:1021|131196001:::|131196900:::
match,lot,131196,　サントリー　角瓶　７００ｍｌ,91,51088,2,2,515,B04205,B04205,B04205,131196000:B04205:0:1021|131196001:::|131196900:::
match,lot,131196,　サントリー　角瓶　７００ｍｌ,91,55133,138,6,515,B04205,B04205,B04205,131196000:B04205:0:1021|131196001:::|131196900:::
match,lot,131197,　サントリー　角瓶　２．７Ｌ,91,27329,3,0,867,E05302,E05302,E05302,131197000:E05302:0:1021
match,lot,131217,　サントリー　角瓶　１８０ｍｌ,91,27330,8,0,996,E08303,E08303,E08303,131217000:E08303:0:1021
match,lot,131243,　富士ヶ嶺　ピュアモルト　７００ｍｌ,91,27331,9,0,1540,G07404,G07404,G07404,131243000:G07404:0:1290
match_one_of_multiple,lot,131252,○ニッカ　ブラックニッカクリアブレンド　７００ｍｌ,91,27332,55,0,634,C04206,C04206|J06308,C04206|J06308,131252000:C04206:0:1021|131252001:J06308::1021
match,lot,131256,　サントリー　レッド３９°　１．９２Ｌ,91,27333,1,0,2495,Q00000,Q00000,Q00000,131256000:Q00000:0:1021
match,lot,131259,　サントリー　碧ＡＯ　７００ｍｌ,91,27334,3,0,1108,E11212,E11212,E11212,131259000:E11212:0:1021
match,lot,131260,　ザ　ニッカ　７００ｍｌ,91,27335,51,0,2672,YX9999,YX9999,YX9999,131260000:YX9999:0:1021
oracle_no_shelf,lot,131264,　サントリー　レッド　１８０ｍｌ,91,56086,6,0,11,zz1,,,131264000::0:1021
match,lot,131271,　ホワイトオークあかし　スペシャルブレンド　７００ｍｌ,91,27336,16,0,2692,Z02301,Z02301,Z02301,131271000:Z02301:0:1002
match,lot,131272,　ブラックニッカ　リッチブレンド　４Ｌ,91,27337,1,0,1456,G05106,G05106,G05106,131272000:G05106:0:1021
match,lot,131273,　ニッカ　竹鶴　ピュアモルト（新）　７００ｍｌ,91,27338,10,0,2672,YX9999,YX9999,YX9999,131273000:YX9999:0:1021
match,lot,131281,　キリン　ウィスキー陸　５００ｍｌ,91,27339,19,0,681,D02204,D02204,D02204,131281000:D02204:0:1330
match,lot,131302,　ニッカ　ブラックニッカクリアブレンド　２．７Ｌ,91,27340,2,0,1467,G05208,G05208,G05208,131302000:G05208:0:1021
match,lot,131324,　キリンウィスキー陸　４Ｌ,91,27341,25,0,602,C01102,C01102,C01102,131324000:C01102:0:1330
match,lot,131324,　キリンウィスキー陸　４Ｌ,91,54632,6,0,602,C01102,C01102,C01102,131324000:C01102:0:1330
match,lot,131324,　キリンウィスキー陸　４Ｌ,91,56608,8,0,602,C01102,C01102,C01102,131324000:C01102:0:1330
match_one_of_multiple,lot,131330,　ニッカ　ブラックニッカクリアブレンド　４Ｌ,91,27342,15,0,729,D08103,C01104|D08103,C01104|D08103,131330000:D08103:0:1021|131330001:C01104::1021
match_one_of_multiple,lot,131330,　ニッカ　ブラックニッカクリアブレンド　４Ｌ,91,51089,6,2,729,D08103,C01104|D08103,C01104|D08103,131330000:D08103:0:1021|131330001:C01104::1021
match_one_of_multiple,lot,131330,　ニッカ　ブラックニッカクリアブレンド　４Ｌ,91,56591,24,0,729,D08103,C01104|D08103,C01104|D08103,131330000:D08103:0:1021|131330001:C01104::1021
match,lot,155713,　ドネリ　ランブルスコ　アマービレ　７５０ｍｌ,91,27343,8,0,1943,I04208,I04208,I04208,155713000:I04208:0:1226
match,lot,155714,　シャンパーニュ　ジョセフデプロワ　ブリュット　７５０ｍｌ,91,27344,17,0,2126,I08306,I08306,I08306,155714000:I08306:0:1050
oracle_no_shelf,lot,155718,　アルマンド　ブリニャック　ゴールド　箱無し　７５０ｍｌ,91,56259,1,0,11,zz1,,,155718000::0:1202
match,lot,155721,　テタンジェ　コントドシャンパーニュ　ロゼ　’０８　７５０ｍｌ,91,27345,1,0,2671,YX0000,YX0000,YX0000,155721000:YX0000:0:1202
match,lot,155725,　ヴーヴ　デュ　ヴェルネ　ロゼブリュット　２００ｍｌ,91,27346,19,0,2065,I07102,I07102,I07102,155725000:I07102:0:1138
match,lot,155741,　ヴーヴ　デュ　ヴェルネ　ブリュット７５０ｍｌ,91,27347,4,0,2062,I06415,I06415,I06415,155741000:I06415:0:1138
oracle_no_shelf,lot,155743,　ヴーヴ　デュ　ヴェルネ　ロゼ７５０ｍｌ,91,56209,2,0,327,Z00,,,155743000::0:1138
oracle_no_shelf,lot,155764,　ボランジェ　ＰＮＶＺ　７５０ｍｌ,91,56174,3,0,11,zz1,,,155764000::0:1002
oracle_no_shelf,lot,155783,　メゾンマム　ＲＳＲＶ　ブランドブラン　２０１５　７５０ｍｌ,91,56049,8,0,11,zz1,,,155783000::0:1006
oracle_no_shelf,lot,155786,　ニコラフィアット　グラフィックアイス　ロゼ　７５０ｍｌ,91,56210,2,0,11,zz1,,,155786000::0:1006
oracle_no_shelf,lot,155802,　ソウメイ　プラチナ　箱入　７５０ｍｌ,91,56260,1,0,327,Z00,,,155802000::0:2014
match,lot,155807,　レ　ダムリエール　ブリュット　７５０ｍｌ,91,27348,62,0,2442,L18206,L18206,L18206,155807000:L18206:0:1048
match,lot,155838,　ブリッラ　プロセッコ　エクストラドライ　７５０ｍｌ,91,27349,2,0,2279,I14306,I14306,I14306,155838000:I14306:0:1138
match,lot,155858,　ソウメイ　ブリュット　７５０ｍｌ,91,27350,4,0,2131,I08402,I08402,I08402,155858000:I08402:0:1759
match,lot,155868,　クリテール　オーガニック　ブリュット　７５０ｍｌ,91,27351,30,0,2562,W03103,W03103,W03103,155868000:W03103:0:1782
match,lot,155874,　ローランペリエ　ラ　キュヴェ　１８７ｍｌ,91,27352,9,0,2064,I07101,I07101,I07101,155874000:I07101:0:1313
oracle_no_shelf,lot,155893,　マム　アイスエクストラ　７５０ｍｌ,91,56111,5,0,11,zz1,,,155893000::0:1021
match,lot,155894,　Ｙ　ｂｙ　ＹＯＳＨＩＫＩ　Ｘ　ポメリーブリュット　箱無し　７５０ｍｌ,91,27353,8,0,2239,I13307,I13307,I13307,155894000:I13307:0:1002
match,lot,155902,　モンサラ　カヴァ　ブリュット　７５０ｍｌ,91,27354,5,0,2163,I09302,I09302,I09302,155902000:I09302:0:1138
match,lot,155907,　ロレンス　クレマンドリムー　グレムノス　７５０ｍｌ,91,27355,2,0,2293,I14412,I14412,I14412,155907000:I14412:0:1138
match,lot,155916,　プリマペルラ　ブランドブラン　セリグラフィ　７５０ｍｌ,91,27356,4,0,1961,I04317,I04317,I04317,155916000:I04317:0:1138
match,lot,155916,　プリマペルラ　ブランドブラン　セリグラフィ　７５０ｍｌ,91,52088,3,0,1961,I04317,I04317,I04317,155916000:I04317:0:1138
match,lot,155964,　フォンタナフレッダ　アスティ　パレット　７５０ｍｌ,91,27357,7,0,1904,I03401,I03401,I03401,155964000:I03401:0:1226
oracle_no_shelf,lot,155965,　エンジェルシャンパン　ブリュットブラック　７５０ｍｌ,91,56211,2,0,11,zz1,,,155965000::0:1871
match,lot,156005,　コノスル　ソービニヨンブラン　オーガニック　７５０ｍｌ,91,27358,4,0,1917,I03503,I03503,I03503,156005000:I03503:0:1002
match,lot,156015,　マリークリスティーヌ　プロヴァンス　ロゼ７５０ｍｌ,91,27359,4,0,2261,I13416,I13416,I13416,156015000:I13416:0:1138
match,lot,156052,　デルスール　ソービニヨン　ブラン　７５０ｍｌ,91,27360,6,0,1975,I04415,I04415,I04415,156052000:I04415:0:1138
match,lot,156078,　サンタ　キテリア　イゲルエラ　７５０ｍｌ,91,27361,5,0,1930,I04105,I04105,I04105,156078000:I04105:0:1138
match,lot,156078,　サンタ　キテリア　イゲルエラ　７５０ｍｌ,91,52089,2,0,1930,I04105,I04105,I04105,156078000:I04105:0:1138
match,lot,156083,　クレメンテ７　キャンティ　クラシコ　リゼルヴァ　７５０ｍｌ,91,27362,4,0,2289,I14407,I14407,I14407,156083000:I14407:0:1138
match,lot,156096,　オーパスワン　’１９　７５０ｍｌ,91,27363,2,0,1935,I04110,I04110,I04110,156096000:I04110:0:1313
match,lot,156103,　ロスヴァスコス　ソーヴィニヨンブラン　７５０ｍｌ,91,27364,7,0,1947,I04302,I04302,I04302,156103000:I04302:0:1313
oracle_no_shelf,lot,156104,　モンダヴィ　ウッドブリッジ　シャルドネ　７５０ｍｌ,91,55129,-6,0,327,Z00,,,156104000::0:1330
oracle_no_shelf,lot,156104,　モンダヴィ　ウッドブリッジ　シャルドネ　７５０ｍｌ,91,55130,6,0,327,Z00,,,156104000::0:1330
oracle_no_shelf,lot,156122,　フォルタン　シャルドネ　７５０ｍｌ,91,56067,7,0,11,zz1,,,156122000::0:1021
match,lot,156136,　モンダヴィ　ウッドブリッジ　カベルネ　７５０ｍｌ,91,27365,5,0,1199,F02309,F02309,F02309,156136000:F02309:0:1330
match,lot,156173,　ヴァンサン　トレッビアーノ３Ｌ,91,27366,3,0,976,E08109,E08109,E08109,156173000:E08109:0:1226
match,lot,156173,　ヴァンサン　トレッビアーノ３Ｌ,91,53308,4,0,976,E08109,E08109,E08109,156173000:E08109:0:1226
match,lot,156218,　シャンソン　ブルゴーニュ　ピノノワール　７５０ｍｌ,91,27367,8,0,2088,I07401,I07401,I07401,156218000:I07401:0:1313
match,lot,156227,　アランブリュモン　ガスコーニュ　ルージュ７５０ｍｌ,91,27368,7,0,2047,I06302,I06302,I06302,156227000:I06302:0:1004
match,lot,156227,　アランブリュモン　ガスコーニュ　ルージュ７５０ｍｌ,91,52646,-1,0,2047,I06302,I06302,I06302,156227000:I06302:0:1004
match,lot,156227,　アランブリュモン　ガスコーニュ　ルージュ７５０ｍｌ,91,53302,6,0,2047,I06302,I06302,I06302,156227000:I06302:0:1004
match,lot,156228,　アルベールビショー　ブルゴーニュピノノワール　７５０ｍｌ,91,27369,7,0,2008,I05218,I05218,I05218,156228000:I05218:0:1330
match,lot,156231,　アランブリュモン　ガスコーニュ　ブラン７５０ｍｌ,91,27370,15,0,2048,I06303,I06303,I06303,156231000:I06303:0:1004
match,lot,156231,　アランブリュモン　ガスコーニュ　ブラン７５０ｍｌ,91,52647,-1,0,2048,I06303,I06303,I06303,156231000:I06303:0:1004
match,lot,156233,　ブシャールＰ＆Ｆ　ブルゴーニュシャルドネラヴィニェ　７５０ｍｌ,91,27371,1,0,2061,I06412,I06412,I06412,156233000:I06412:0:1313
match,lot,156233,　ブシャールＰ＆Ｆ　ブルゴーニュシャルドネラヴィニェ　７５０ｍｌ,91,53441,3,0,2061,I06412,I06412,I06412,156233000:I06412:0:1313
match,lot,156246,　トーレス　サングレ　デ　トロ　オリジナル　赤　７５０ｍｌ,91,27372,6,0,1928,I04103,I04103,I04103,156246000:I04103:0:1002
match,lot,156270,　キャピテール　ド　バロナーク　７５０ｍｌ,91,27373,5,0,2118,I08206,I08206,I08206,156270000:I08206:0:1782|156270001:::
match,lot,156272,　トーレス　サングレ　デ　トロ　白　７５０ｍｌ,91,27374,12,0,2270,I14205,I14205,I14205,156272000:I14205:0:1002
match,lot,156273,　コノスル　シャルドネ　７５０ｍｌ,91,27375,19,0,487,B02105,B02105,B02105,156273000:B02105:0:1002
match,lot,156273,　コノスル　シャルドネ　７５０ｍｌ,91,55096,12,1,487,B02105,B02105,B02105,156273000:B02105:0:1002
match,lot,156273,　コノスル　シャルドネ　７５０ｍｌ,91,55874,-1,0,487,B02105,B02105,B02105,156273000:B02105:0:1002
match,lot,156276,　ロスヴァスコス　カベルネソーヴィニヨン　７５０ｍｌ,91,27376,20,0,1949,I04304,I04304,I04304,156276000:I04304:0:1313
match,lot,156281,　デュブフ　ボージョレヴィラージュ　７５０ｍｌ,91,27377,4,0,2054,I06309,I06309,I06309,156281000:I06309:0:1021
match,lot,156293,　コノスル　カルメネール　７５０ｍｌ,91,27378,9,0,478,B01203,B01203,B01203,156293000:B01203:0:1002
match,lot,156304,　アルパカ　サングリア　１Ｌ,91,27379,3,0,1729,H05410,H05410,H05410,156304000:H05410:0:1021
match,lot,156314,　パグス　ド　ラグランジュ　７５０ｍｌ,91,27381,2,0,2227,I13201,I13201,I13201,156314000:I13201:0:1313
match,lot,156323,　クラレンドル　ルージュ　シャトー　オーブリオン　７５０ｍｌ,91,27382,8,3,2072,I07203,I07203,I07203,156323000:I07203:0:1002
match,lot,156327,　クラレンドル　ブラン　シャトー　オーブリオン　７５０ｍｌ,91,27383,14,0,2053,I06308,I06308,I06308,156327000:I06308:0:1002
match,lot,210520,　ネスレ　ホイップクリーム２００ｇ,91,55058,4,0,2213,I11409,I11409,I11409,210520000:I11409:0:1069
match,lot,210520,　ネスレ　ホイップクリーム２００ｇ,91,56050,8,0,2213,I11409,I11409,I11409,210520000:I11409:0:1069
match,lot,210576,　スミダ飲料　串カツ田中　冷やしあめコンク１Ｌ,91,27385,16,0,1444,G04410,G04410,G04410,210576000:G04410:0:1106
match,lot,210583,　コスモライフ　天然水コスモウォーター１２Ｌ,91,27386,57,0,2371,J01001,J01001,J01001,210583000:J01001:0:1439
match,lot,210583,　コスモライフ　天然水コスモウォーター１２Ｌ,91,56453,2,0,2371,J01001,J01001,J01001,210583000:J01001:0:1439
match,lot,210583,　コスモライフ　天然水コスモウォーター１２Ｌ,91,56456,2,0,2371,J01001,J01001,J01001,210583000:J01001:0:1439
match,lot,210583,　コスモライフ　天然水コスモウォーター１２Ｌ,91,56474,2,0,2371,J01001,J01001,J01001,210583000:J01001:0:1439
match,lot,210585,　アサヒ　おいしい水　６００ｍｌ自販機用,91,27387,96,0,1591,H01105,H01105,H01105,210585000:H01105:0:1106|210585900:H01105::
match,lot,210586,　ミツウロコ　四季の恵み　天然水２Ｌ,91,27388,4498,2,252,AN104M,AN104M,AN104M,210586000:AN104M:0:1929|210586900:AN104M::
oracle_no_shelf,lot,210591,　ドーバー　ビアリッツレモン瓶７００ｍｌ,91,56041,9,0,11,zz1,,,210591000::0:1021
match,lot,210593,　スミダ飲料　トニックウォーターコンク１Ｌ,91,27389,9,0,1408,G03319,G03319,G03319,210593000:G03319:0:1106
oracle_no_shelf,lot,210594,　サントリー　ゼロッパ　５００ｍｌ,91,55108,24,0,11,zz1,,,210594000::0:1021
oracle_no_shelf,lot,210594,　サントリー　ゼロッパ　５００ｍｌ,91,55934,42,0,11,zz1,,,210594000::0:1021
match,lot,210606,　中村商店　キャプテン　白桃シロップ６００ｍｌ,91,27390,6,0,1419,G04205,G04205,G04205,210606000:G04205:0:1202
match,lot,210607,　ポッカサッポロ　業務用　瀬戸内レモネードベース５００ｍｌ紙,91,27391,6,0,1390,G03206,G03206,G03206,210607000:G03206:0:1202
match,lot,210622,　＿ＳＨＩＰ　ＫＯＭＢＵＣＨＡ　ＯＲＩＧＩＮＡＬ３００ｍｌ,91,27392,11,0,471,AW0000,AW0000,AW0000,210622000:AW0000:0:2012
match,lot,210626,　＿ＳＨＩＰ　ＫＯＭＢＵＣＨＡ　ＳＨＩＳＯ　ＦＵＴＵＲＥ３００ｍｌ,91,27393,11,0,471,AW0000,AW0000,AW0000,210626000:AW0000:0:2012
match,lot,210628,　＿ＳＨＩＰ　ＫＯＭＢＵＣＨＡ　ＨＯＰ　ＢＲＥＥＺＥ３００ｍｌ,91,27394,6,0,471,AW0000,AW0000,AW0000,210628000:AW0000:0:2012
match_one_of_multiple,lot,210641,　サンペレグリノ１Ｌ,91,27395,15,0,2751,C01106,C01106|W07203,C01106|W07203,210641000:C01106:0:1021|210641900:W07203::
match,lot,210642,　アクアパンナ１Ｌ,91,27396,13,0,1529,G07202,G07202,G07202,210642000:G07202:0:1021|210642900:::
match_one_of_multiple,lot,210659,　モンスター　ウルトラピーチーキーン３５５ｍｌ,91,27397,72,0,1304,G01213,G01213|YC0000,G01213|YC0000,210659000:G01213:0:1106|210659900:YC0000::
match_one_of_multiple,lot,210659,　モンスター　ウルトラピーチーキーン３５５ｍｌ,91,53425,24,0,1304,G01213,G01213|YC0000,G01213|YC0000,210659000:G01213:0:1106|210659900:YC0000::
match,lot,210660,　美酢　ざくろ８００ｍｌ,91,27398,6,0,876,E05312,E05312,E05312,210660000:E05312:0:1202
match,lot,210666,　北のさくら　七福神　マンゴーシロップ７１０ｍｌ,91,27399,6,0,1711,H05310,H05310,H05310,210666000:H05310:0:1991
match,lot,210667,　北のさくら　七福神　ももシロップ７１０ｍｌ,91,27400,4,0,1749,H06112,H06112,H06112,210667000:H06112:0:1991
match,lot,210682,　北のさくら　鬼おろしのんある　レモンサワーの素７１０ｍｌ,91,27401,11,0,1772,H06309,H06309,H06309,210682000:H06309:0:1991
match,lot,210687,　モナン　ユズ　フルーツミックス１Ｌ,91,27402,10,0,1356,G02311,G02311,G02311,210687000:G02311:0:1021
match,lot,210691,　スミダ飲料　串カツ田中　田中の素サワーコンク１Ｌ,91,27403,5,0,1365,G02321,G02321,G02321,210691000:G02321:0:1106
match,lot,210698,　カルピス　白桃　Ｌパック１Ｌ,91,27404,4,0,1435,G04310,G04310,G04310,210698000:G04310:0:1106
match,lot,210700,　遠藤製餡　茜茶１Ｌ,91,27405,6,0,571,B11102,B11102,B11102,210700000:B11102:0:1202
match,lot,210703,　スミダ飲料　無限串　ツンデレコンク１Ｌ,91,27406,37,0,1404,G03315,G03315,G03315,210703000:G03315:0:1106
match,lot,210713,　ピエールゼロ　シャルドネ　７５０ｍｌ,91,27407,10,0,1189,F02211,F02211,F02211,210713000:F02211:0:1138
match,lot,210714,　ピエールゼロ　メルロ　７５０ｍｌ,91,27408,15,0,1102,E11206,E11206,E11206,210714000:E11206:0:1138
match,lot,210716,　スミダ飲料　無限串　寄り添いコンク１Ｌ,91,27409,38,0,1407,G03318,G03318,G03318,210716000:G03318:0:1106
oracle_no_shelf,lot,210717,　ピエールゼロ　シニャチュール　７５０ｍｌ,91,56261,1,0,11,zz1,,,210717000::0:1138
match,lot,210725,　ユウキ　エルダーフラワー５００ｍｌ,91,27410,15,0,1143,F01208,F01208,F01208,210725000:F01208:0:1106
match,lot,210745,　中村商店　キャプテン　抹茶６００ｍｌ,91,27411,6,0,1441,G04406,G04406,G04406,210745000:G04406:0:1202
match,lot,210754,　スミダ飲料　串カツ田中　レモン１００１Ｌ,91,27412,5,0,1371,G02408,G02408,G02408,210754000:G02408:0:1106
match,lot,210778,　チョーヤ　酔わないザ・チョーヤ７００ｍｌ,91,27413,3,0,1033,E09305,E09305,E09305,210778000:E09305:0:1021
match,lot,210800,　スミダ飲料　ドリンクジュレコラーゲン＆ヒアルロン酸１Ｌ,91,27414,27,0,1424,G04210,G04210,G04210,210800000:G04210:0:1106
oracle_no_shelf,lot,210807,　宮崎本店　焼酎用うめエキス　割梅１ＬＰＥＴ,91,56262,1,0,327,Z00,,,210807000::0:1202
match,lot,210812,　サンペレグリノ　アランチャータロッサ（ブラッドオレンジ）２００ｍｌ,91,27415,37,0,1537,G07306,G07306,G07306,210812000:G07306:0:1021|210812100:G07306::|210812900:G07306::
match,lot,210816,　キリン　自然が磨いた天然水６００ｍｌＰＥＴ,91,27416,72,0,1600,H01305,H01305,H01305,210816000:H01305:0:1330|210816900:H01305::
match,lot,210821,　ヴィンテンス　メルロー２００ｍｌ,91,27417,15,0,1075,E10308,E10308,E10308,210821000:E10308:0:1202
match,lot,210834,　ヴィンテンス　シャルドネ７５０ｍｌ,91,27418,12,0,1205,F02315,F02315,F02315,210834000:F02315:0:1202
match,lot,210841,　メルシャン　モクバル　オレンジ＆マンゴーｍｉｘ２５０ｍｌ,91,27419,17,0,1495,G06113,G06113,G06113,210841000:G06113:0:1330
match,lot,210842,　メルシャン　モクバル　洋なし＆パインｍｉｘ２５０ｍｌ,91,27420,14,0,1492,G06109,G06109,G06109,210842000:G06109:0:1330
match,lot,210848,　中村商店　キャプテン　ラ・フランス６００ｍｌ,91,27421,9,0,1426,G04301,G04301,G04301,210848000:G04301:0:1202
match,lot,210849,　中村商店　キャプテン　キウイ＆アロエ６００ｍｌ,91,27422,2,0,1438,G04402,G04402,G04402,210849000:G04402:0:1202
match,lot,210850,　スター食品工業　お疲れさんにクエン酸１Ｌ,91,27423,9,0,1449,G04421,G04421,G04421,210850000:G04421:0:1202
match,lot,210855,　コカコーラ　いろはす２Ｌ,91,27424,98,0,473,B01101,B01101,B01101,210855000:B01101:0:1017|210855900:B01101::
match,lot,210855,　コカコーラ　いろはす２Ｌ,91,53240,18,0,473,B01101,B01101,B01101,210855000:B01101:0:1017|210855900:B01101::
match,lot,210855,　コカコーラ　いろはす２Ｌ,91,54520,24,0,473,B01101,B01101,B01101,210855000:B01101:0:1017|210855900:B01101::
match,lot,210865,　やまぎし　加賀柚子みつ９００ｍｌ瓶（営業部専用）,91,27425,21,0,678,D02105,D02105,D02105,210865000:D02105:0:1743
match,lot,210878,　キリン　自然が磨いた天然水２Ｌ,91,27426,239,0,452,AJ108K,AJ108K,AJ108K,210878000:AJ108K:0:1330|210878900:AJ108K::
oracle_no_shelf,lot,210895,　雜賀　ノンアルコール柚　ロックンユズ　７２０ｍｌ,91,56138,4,0,327,Z00,,,210895000::0:1927
match,lot,210897,　美酢　マスカット９００ｍｌ,91,27427,5,0,1050,E10110,E10110,E10110,210897000:E10110:0:1202
match_one_of_multiple,lot,210922,　檸檬堂　よわない檸檬堂３３５ｍｌ,91,27428,63,23,584,B14203,B14203|F06201,B14203|F06201,210922000:B14203:0:1021|210922900:F06201::
match_one_of_multiple,lot,210922,　檸檬堂　よわない檸檬堂３３５ｍｌ,91,56599,192,0,584,B14203,B14203|F06201,B14203|F06201,210922000:B14203:0:1021|210922900:F06201::
match,lot,210923,　但馬の天然水５５０ｍｌ,91,27429,31144,120,291,AN103T,AN103T,AN103T,210923000:AN103T:0:1929|210923900:AN103T::
