status,source,item_code,item_name,wms_shelf,expected_oracle_shelf,oracle_shelves,ref_count,total_current,total_available,oracle_products
match,lot,119148,　明乃鶴　福井藩　本醸造７２０ｍｌ,G06305,G06305,G06305,2,11,11,119148000:G06305:0:1834
match,lot,119169,　真名鶴　奥越前氷点囲い　純米酒カップ１８０ｍｌ,G06407,G06407,G06407,1,10,10,119169000:G06407:0:1679
match,lot,119179,　越の磯　春夏秋雪越前　純米吟醸カップ１８０ｍｌ,G06406,G06406,G06406,1,74,74,119179000:G06406:0:1825
match,lot,119279,　永平寺白龍　純米吟醸　麗味７２０ｍｌ,E05309,E05309,E05309,1,5,5,119279000:E05309:0:1263
match,lot,119283,　白龍　特別純米　恐竜辞典　フクイラプトル７２０ｍｌ,YX0000,YX0000,YX0000,1,12,12,119283000:YX0000:0:1263
match,lot,119285,　白龍　特別純米　恐竜辞典　フクイサウルス７２０ｍｌ,YX0000,YX0000,YX0000,1,18,18,119285000:YX0000:0:1263
match,lot,119286,　白龍　特別純米　恐竜辞典　フクイティタン７２０ｍｌ,YX0000,YX0000,YX0000,1,2,2,119286000:YX0000:0:1263
match,lot,119316,　一本義　事無笑酒　大吟醸７２０ｍｌ　※直送・卸不可,AW0000,AW0000,AW0000,1,8,8,119316000:AW0000:0:1202|119316100:AW0000::
match,lot,119334,　梵　純米５５　磨き五割五分　１．８Ｌ,F08101,F08101,F08101,1,15,15,119334000:F08101:0:1514
match,lot,119335,　梵　純米５５　磨き五割五分　７２０ｍｌ,F06104,F06104,F06104,1,39,20,119335000:F06104:0:1514
match,lot,119381,　一乃谷　山廃仕込み特別純米　カップ１８０ｍｌ,G05401,G05401,G05401,1,11,11,119381000:G05401:0:1572
match,lot,119382,　一乃谷　純米酒　純３００ｍｌ,G06409,G06409,G06409,1,6,6,119382000:G06409:0:1572
match,lot,119388,　真名鶴懐石本醸造　上吟　カップ１８０ｍｌ,YX0000,YX0000,YX0000,1,10,10,119388000:YX0000:0:1679
match,lot,119389,　真名鶴純米大吟醸　酒蔵魂　さかほまれ３００ｍｌ,B01105,B01105,B01105,2,13,13,119389000:B01105:0:1679
match,lot,119396,　片山酒造　かたかた　純米吟醸１８０ｍｌ,W07406,W07406,W07406,1,21,21,119396000:W07406:0:1741
match,lot,119405,　福千歳　鯖純米１．８Ｌ,W07104,W07104,W07104,1,2,2,119405000:W07104:0:1512
match,lot,119419,　関西　佳撰７２０ｍｌ,G05409,G05409,G05409,2,7,6,119419000:G05409:0:1741
match,lot,119422,　一乃谷　本醸造３００ｍｌ,B04103,B04103,B04103,3,473,472,119422000:B04103:0:1572
match,lot,119455,　福千歳　蟹純米３００ｍｌ,D01201,D01201,D01201,1,37,37,119455000:D01201:0:1512
match,lot,119456,　福千歳　鯖純米３００ｍｌ,D06205,D06205,D06205,1,24,24,119456000:D06205:0:1512
match,lot,119467,　月暈　純米吟醸　生貯蔵酒３００ｍｌ,G07401,G07401,G07401,2,12,12,119467000:G07401:0:1741
match,lot,119469,　白龍然　純米吟醸１．８Ｌ　※卸不可,E07110,E07110,E07110,1,4,1,119469000:E07110:0:1263
match,lot,119470,　白龍然　純米吟醸７２０ｍｌ　※卸不可,H06410,H06410,H06410,1,3,3,119470000:H06410:0:1263
match,lot,119472,　白龍然　純米１．８Ｌ　※卸不可,E05102,E05102,E05102,1,11,11,119472000:E05102:0:1263
match,lot,119488,　白龍禅１．８Ｌ（火入）,C08102,C08102,C08102,1,1,1,119488000:C08102:0:1263
match,lot,119489,　白龍禅７２０ｍｌ（火入）,G06304,G06304,G06304,1,7,7,119489000:G06304:0:1263
match,lot,119511,　永平寺白龍　米てきてき７２０ｍｌ,G05410,G05410,G05410,2,7,7,119511000:G05410:0:1263
match,lot,119513,　永平寺白龍　水てきてき７２０ｍｌ,G07105,G07105,G07105,1,10,7,119513000:G07105:0:1263
match,lot,119515,　永平寺白龍　土てきてき７２０ｍｌ,G07403,G07403,G07403,1,17,17,119515000:G07403:0:1263
match,lot,119533,　梵　極秘造大吟醸７２０ｍｌ,W01301,W01301,W01301,1,1,1,119533000:W01301:0:1514
match,lot,119537,　永平寺白龍　てきてき飲み比べセット　ＴＴ－３０３,G06107,G06107,G06107,1,5,5,119537000:G06107:0:1263
match,lot,119544,　真名鶴　純米酒　もっきりセット１８０ｍｌ,F01203,F01203,F01203,1,8,8,119544000:F01203:0:1679
match,lot,119545,　花垣　純米吟醸３００ｍｌ,I14102,I14102,I14102,1,34,34,119545000:I14102:0:1370
match,lot,119591,　常山　純米辛口「超」　バー堀川ラベル３００ｍｌ,YX0000,YX0000,YX0000,1,20,20,119591000:YX0000:0:1511
match,lot,119592,　常山　純米辛口「超」　粟樹楼ラベル３００ｍｌ,YX0000,YX0000,YX0000,1,20,20,119592000:YX0000:0:1511
match,lot,119615,　梵　純米５５　磨き五割五分　３００ｍｌ,G06410,G06410,G06410,2,12,-7,119615000:G06410:0:1514
match,lot,119616,　梵　純米５５　磨き五割五分　１８０ｍｌ,W02202,W02202,W02202,1,25,25,119616000:W02202:0:1514
match,lot,119619,　越の鷹　農業好きが集まる社から生まれた純米酒７２０ｍｌ,YX0000,YX0000,YX0000,1,108,108,119619000:YX0000:0:1181
match,lot,119644,　明乃鶴　福井藩　本醸造３００ｍｌ,G08301,G08301,G08301,1,34,34,119644000:G08301:0:1834
match,lot,119647,　常山　純米大吟醸　極７２０ｍｌ,YX0000,YX0000,YX0000,1,2,2,119647000:YX0000:0:0001
match,lot,119658,　明乃鶴　福井藩　カップ１８０ｍｌ,G07101,G07101,G07101,1,30,30,119658000:G07101:0:1834
match,lot,119687,　永平寺白龍　純米吉峯３００ｍｌ,G08303,G08303,G08303,1,57,57,119687000:G08303:0:1263
match,lot,119701,　飛鳥井　上撰ワンカップ１８０ｍｌ,W07201,W07201,W07201,1,48,48,119701000:W07201:0:1725
match,lot,119712,　真名鶴　純米１８０ｍｌ（レトロ）,YX0000,YX0000,YX0000,2,20,20,119712000:YX0000:0:1679
match,lot,119713,　真名鶴　純米大吟醸１８０ｍｌ（プレミアム）,YX0000,YX0000,YX0000,1,1,1,119713000:YX0000:0:1679
match,lot,119714,　富久駒　一筆啓上　純米吟醸１８０ｍｌ（プレミアム）,YX0000,YX0000,YX0000,1,27,27,119714000:YX0000:0:1166
match,lot,119715,　富久駒　純米１８０ｍｌ（レトロ）,YX0000,YX0000,YX0000,1,50,50,119715000:YX0000:0:1166
match,lot,119760,　花垣　超辛純米生酒７２０ｍｌ,AW0000,AW0000,AW0000,1,12,12,119760000:AW0000:0:1370
match,lot,119761,　花垣　超辛純米生酒１．８Ｌ,AW0000,AW0000,AW0000,1,6,6,119761000:AW0000:0:9012
match,lot,121003,○２５°鏡月グリーン７００ｍｌ,F01303,F01303,F01303,2,10,10,121003000:F01303:0:1021|121003001:F01303::|121003002:F01303::|121003900:F01303::
match,lot,121005,○２０°鏡月グリーン７００ｍｌ,H05317,H05317,H05317,1,9,9,121005000:H05317:0:1021|121005900:H05317::
match,lot,121009,　２５°アサヒ酎五郎ＢＩＢ１８Ｌ,B11103,B11103,B11103,1,4,4,121009000:B11103:0:1021
match,lot,121010,　２０°酎五郎ＢＩＢ１８Ｌ,B10105,B10105,B10105,1,1,1,121010000:B10105:0:1021
match,lot,121017,　２５°キンミヤ焼酎９００ｍｌ,H05314,H05314,H05314,1,23,23,121017000:H05314:0:1202
match,lot,121030,　２５°宝焼酎　チアーテナー２０Ｌ,L18101,L18101,L18101,1,3,3,121030000:L18101:0:1202
match,lot,121031,○２５°鏡月グリ－ン　ペット１．８Ｌ,E11106,E11106,E11106,1,3,3,121031000:E11106:0:1021|121031900:E11106::
match,lot,121032,　２５°眞露ペット１．８Ｌ,E05205,E05205,E05205,1,7,7,121032000:E05205:0:1021
match,lot,121034,　２５°大五郎ペット４Ｌ,B03106,B03106,B03106,3,8,8,121034000:B03106:0:1021|121034900:::
match,lot,121037,　２５°ジャパン７００ｍｌ,F02110,F02110,F02110,1,11,11,121037000:F02110:0:1202|121037900:F02110::
match,lot,121038,　２５°トライアングルブラック７００ｍｌ,E09210,E09210,E09210,1,11,11,121038000:E09210:0:1202|121038900:E09210::
match,lot,121039,○３５°宝　純ペット２．７Ｌ,G05212,G05212,G05212,1,3,3,121039000:G05212:0:1202|121039900:::
match,lot,121041,　２０°ジャパン７００ｍｌ,Y99999,Y99999,Y99999,1,5,5,121041000::0:1202|121041900:Y99999::
match,lot,121044,　２５°宝　焼酎１．８Ｌ（瓶）,P16102,P16102,P16102,1,13,13,121044000:P16102:0:1202
match,lot,121050,　２０°キンミヤ　シャリキンパウチ９０ｍｌ,W05206,W05206,W05206,2,33,33,121050000:W05206:0:1202
match,lot,121060,　３５°鏡月　サワーベース４Ｌ,B06102,B06102,B06102,2,14,14,121060000:B06102:0:1021
match,lot,121072,　２５°宝焼酎　タカラリッチ６００ｍｌ,E06310,E06310,E06310,1,19,19,121072000:E06310:0:1202
match,lot,121091,◎２５°楽　やわらかブレンド２．７Ｌ,G05110,G05110,G05110,1,4,4,121091000:G05110:0:1330|121091900:G05110::
match,lot,121094,　２５°宝焼酎　チアーテナー１８Ｌ,B11101,B11101,B11101,1,6,4,121094000:B11101:0:1202
match,lot,121101,　２５°宝焼酎　タカラリッチ３６０ｍｌ,B10305,B10305,B10305,1,12,12,121101000:B10305:0:1202
match,lot,121138,　２２°眞露チャミスル７００ｍｌ,E03303,E03303,E03303,1,3,3,121138000:E03303:0:1021|121138900:E03303::
match,lot,121139,　２５°宝焼酎　タカラモダン６００ｍｌ,H06308,H06308,H06308,1,8,8,121139000:H06308:0:1202
match,lot,121141,　２５°極上焼酎７００ｍｌ,E06209,E06209,E06209,1,6,6,121141000:E06209:0:1202|121141900:::
match,lot,121150,　２５°眞露ペット４Ｌ,G05105,G05105,G05105,1,1,1,121150000:G05105:0:1021|121150900:G05105::
match,lot,121163,　２０°メルシャン大喜利ペット４Ｌ,G05109,G05109,G05109,1,6,6,121163000:G05109:0:1330
match,lot,121166,　２５°キンミヤ焼酎６００ｍｌ,E05203,E05203,E05203,1,4,4,121166000:E05203:0:1202
match,lot,121167,　２５°キンミヤ焼酎３００ｍｌ,F01301,F01301,F01301,1,2,2,121167000:F01301:0:1202
match,lot,121169,　２５°宝　極上焼酎ペット４Ｌ,G05103,G05103,G05103,1,2,2,121169000:G05103:0:1202
match,lot,121179,　２５°キンミヤ焼酎１．８Ｌ,E08108,E08108,E08108,1,6,6,121179000:E08108:0:1202
match,lot,121181,　２０°メルシャン三楽キュービテナー１８Ｌ,L10103,L10103,L10103,1,4,4,121181000:L10103:0:1330
match,lot,121183,　３５°ホワイトリカー　果実酒用１．８Ｌ　紙パック,AD199H,AD199H,AD199H,1,780,780,121183000:AD199H:0:1009|121183900:AD199H::
match,lot,121194,　２５°好きやねん　ペット４Ｌ,G05211,G05211,G05211,1,8,8,121194000:G05211:0:1202
match,lot,121202,　２０°ジャスミン焼酎　茉莉花（まつりか）５００ｍｌ,E11205,E11205,E11205,1,5,5,121202000:E11205:0:1021
match,lot,121203,　２０°ジャスミン焼酎　茉莉花（まつりか）１．８Ｌパック,F05103,F05103,F05103,2,20,20,121203000:F05103:0:1021
match,lot,121204,　２０°好きやねん　ペット４Ｌ,G05111,G05111,G05111,1,2,1,121204000:G05111:0:1202
match,lot,121205,　２０°亀甲宮焼酎１．８Ｌ,H05107,H05107,H05107,1,2,2,121205000:H05107:0:1202
match,lot,121207,　２５°宝　極上焼酎３６０ｍｌ,E06214,E06214,E06214,1,12,12,121207000:E06214:0:1202
match,lot,121209,　２５°米騒動ペット４Ｌ（秋吉様専用）,B12101,B12101,B12101,1,174,174,121209000:B12101:0:1772
match,lot,121217,　２５°宝焼酎　エコペット２．７Ｌ,YC0000,YC0000,YC0000,1,3,3,121217000:YC0000:0:1202
match,lot,122001,　２５°隠し蔵（麦）７２０ｍｌ,H06413,H06413,H06413,1,11,10,122001000:H06413:0:1202
match,lot,122003,　３０°ヘリオス　主　５年古酒１．８Ｌ（泡盛）,E05204,E05204,E05204,1,6,6,122003000:E05204:0:1202
match,lot,122008,　２５°ヘリオス『くら』７２０ｍｌ,Q00000,Q00000,Q00000,1,2,2,122008000:Q00000:0:1021
match,lot,122010,◎２０°老松　吟遊美（米）７２０ｍｌ,H05401,H05401,H05401,1,5,5,122010000:H05401:0:1014
match,lot,122017,　２５°俺の焼酎（麦）９００ｍｌ,E05209,E05209,E05209,3,16,16,122017000:E05209:0:1202
match,lot,122018,　２５°黒霧島（芋）７２０ｍｌ,L09204,L09204,L09204,1,40,40,122018000:L09204:0:1021|122018900:L09204::
match,lot,122022,　２５°黒霧島　ペット２００ｍｌ（芋）,G08419,G08419,G08419,1,4,4,122022000:G08419:0:1021
match,lot,122030,　２５°いいちこ（麦）ポケット３００ｍｌ,E06210,E06210,E06210,1,22,22,122030000:E06210:0:1330
match,lot,122032,　２５°かのか４Ｌ（麦）,G05102,G05102,G05102,1,2,2,122032000:G05102:0:1021
match,lot,122049,○２５°いいちこ（麦）瓶１．８Ｌ,P11101,P11101,P11101,1,218,217,122049000:P11101:0:1330|122049001:P11101::|122049900:P11101::|122049901:P11101::
match,lot,122050,○２５°いいちこ（麦）瓶９００ｍｌ,R09101,R09101,R09101,2,445,445,122050000:R09101:0:1330|122050001:R09101::|122050900:R09101::
match,lot,122051,○２５°いいちこ（麦）シルエット７２０ｍｌ,R08201,R08201,R08201,1,222,222,122051000:R08201:0:1330|122051900:R08201::
match,lot,122052,　２５°薩摩　邑７２０ｍｌ（芋）,E05103,E05103,E05103,1,27,27,122052000:E05103:0:1428|122052900:E05103::
match,lot,122056,　３０°奄美（黒糖）１．８Ｌ,Z02101,Z02101,Z02101,1,34,34,122056000:Z02101:0:1021
match,lot,122059,　２５°二階堂　瓶９００ｍｌ（麦）,Z01104,Z01104,Z01104,2,1249,1238,122059000:Z01104:0:1006
match,lot,122062,○２５°いいとも（麦）紙パック１．８Ｌ,Q00000,Q00000,Q00000,1,6,6,122062000:Q00000:0:1202|122062001::0:1202|122062900:::
match,lot,122063,　２５°雲海（蕎麦）瓶９００ｍｌ,B04106,B04106,B04106,5,80,80,122063000:B04106:0:1202
match,lot,122068,　４０°梵　焼酎７２０ｍｌ（酒粕）,H05202,H05202,H05202,1,5,5,122068000:H05202:0:1514
match,lot,122073,○２５°雲海（蕎麦）瓶１．８Ｌ,E10206,E10206,E10206,1,1,1,122073000:E10206:0:1202
match,lot,122088,　２５°二階堂パーティボトル１．９２Ｌ（麦）,L18105,L18105,L18105,2,116,116,122088000:L18105:0:1006
match,lot,122093,○２５°さつま白波（芋）１．８Ｌ,E11214,E11214,E11214,1,5,5,122093000:E11214:0:1202
match,lot,122096,◎２５°伝説（麦）９００ｍｌ,E09313,E09313,E09313,1,4,4,122096000:E09313:0:1202
match,lot,122097,○２５°隠し蔵（麦）１．８Ｌ,E07206,E07206,E07206,1,10,10,122097000:E07206:0:1202|122097001:E07206::
match,lot,122098,　２５°鳥飼（米）７２０ｍｌ,H05302,H05302,H05302,1,12,12,122098000:H05302:0:1326
match,lot,122099,　２５°白岳　吟麗しろ７２０ｍｌ（米）,E11101,E11101,E11101,1,2,2,122099000:E11101:0:1021
match,lot,122100,○２５°神の河（麦・貯蔵）７２０ｍｌ,F03201,F03201,F03201,3,76,76,122100000:F03201:0:1202
match,lot,122101,　２５°魔王（芋）７２０ｍｌ,F01108,F01108,F01108,1,13,13,122101000:F01108:0:1326
match,lot,122121,　２５°白水１．８Ｌ（麦）,E09109,E09109,E09109,1,2,2,122121000:E09109:0:1330
match,lot,122126,　２５°二階堂　吉四六　壷７２０ｍｌ（麦）,C09101,C09101,C09101,2,1076,1076,122126000:C09101:0:1006
match,lot,122130,○２５°白岳　しろ（米）７２０ｍｌ,E08312,E08312,E08312,1,5,5,122130000:E08312:0:1021
match,lot,122132,　２０°梵　焼酎７２０ｍｌ（酒粕）,G07103,G07103,G07103,1,9,9,122132000:G07103:0:1514
match,lot,122140,　２５°キンミヤ焼酎　パック１．８Ｌ,E09312,E09312,E09312,1,4,4,122140000:E09312:0:1202|122140900:E09312::
match,lot,122144,　２５°二階堂　豊後路　瓶７２０ｍｌ（麦）,H08205,H08205,H08205,1,24,24,122144000:H08205:0:1006
match,lot,122146,　２５°赤霧島１．８Ｌ（芋）,D08101,D08101,D08101,2,14,12,122146000:D08101:0:1021
match,lot,122150,　２５°白水（麦）パック１．８Ｌ,H06407,H06407,H06407,1,12,12,122150000:H06407:0:1330
match,lot,122157,　３７°さつま白波（芋）原酒７２０ｍｌ,E03313,E03313,E03313,1,3,3,122157000:E03313:0:1202
match,lot,122158,　２５°二階堂　吉四六　瓶７２０ｍｌ　（麦）,L20103,L20103,L20103,2,1626,1603,122158000:L20103:0:1006
match,lot,122160,　２５°かのか（麦）パック１．８Ｌ,F02105,F02105,F02105,1,3,3,122160000:F02105:0:1021|122160900:F02105::
match,lot,122164,　２５°ひむかのくろうま（麦）１．８Ｌ,W06111,W06111,W06111,1,1,1,122164000:W06111:0:1021
match,lot,122168,　２５°田苑　金ラベル１．８Ｌ（麦）,W07114,W07114,W07114,1,10,10,122168000:W07114:0:1202
match,lot,122169,　２５°黒よかいちパック１．８Ｌ（麦）,E09301,E09301,E09301,1,6,6,122169000:E09301:0:1202
match,lot,122170,　２５°黒騎士７２０ｍｌ（麦）,R02203,R02203,R02203,1,25,25,122170000:R02203:0:1481
match,lot,122172,○２０°いいちこ（麦）瓶９００ｍｌ,E06311,E06311,E06311,1,8,8,122172000:E06311:0:1330|122172900:::
match,lot,122180,　２５°黒よかいちパック１．８Ｌ（芋）,E06101,E06101,E06101,1,4,4,122180000:E06101:0:1202|122180900:E06101::1202
match,lot,122195,　２０°神の河　ライト６００ｍｌ,E11305,E11305,E11305,1,4,3,122195000:E11305:0:1202
match,lot,122215,　２５°隠し蔵パック１．８Ｌ（麦）,E05107,E05107,E05107,1,3,3,122215000:E05107:0:1202
match,lot,122222,　３５°銀座のすずめ　ガスライト（麦）７２０ｍｌ,F02412,F02412,F02412,1,1,1,122222000:F02412:0:1021
match,lot,122225,　２５°琥珀蔵人（麦）７２０ｍｌ,P14202,P14202,P14202,1,29,29,122225000:P14202:0:1002
match,lot,122226,　２５°よかいち麦　瓶１．８Ｌ,E06107,E06107,E06107,1,12,12,122226000:E06107:0:1202|122226001:::1202
match,lot,122227,　２５°よかいち　麦９００ｍｌ瓶,C08104,C08104,C08104,2,261,261,122227000:C08104:0:1202|122227900:::
match,lot,122230,　２５°千年の響　７２０ｍｌ,B04301,B04301,B04301,1,8,8,122230000:B04301:0:1002
match,lot,122247,　２５°琥珀蔵人（麦）１．８Ｌ,R03205,R03205,R03205,1,16,16,122247000:R03205:0:1002
match,lot,122256,　２５°幻の露１．８Ｌ（芋）,F02106,F02106,F02106,1,5,4,122256000:F02106:0:1330
match,lot,122257,　２５°八代不知火蔵　どぎゃん１．８Ｌ（麦）,E07102,E07102,E07102,1,4,4,122257000:E07102:0:1330
match,lot,122259,　４３°八重泉　古酒黒真珠１．８Ｌ,P17202,P17202,P17202,1,7,7,122259000:P17202:0:1002
match,lot,122265,　２５°薩摩宝山（芋）１．８Ｌ,E06102,E06102,E06102,1,23,23,122265000:E06102:0:1784
match,lot,122266,　２５°薩摩宝山７２０ｍｌ（芋）,F01215,F01215,F01215,1,29,29,122266000:F01215:0:1784
match,lot,122277,　２５°安心院蔵１．８Ｌ（麦）,W06109,W06109,W06109,1,4,4,122277000:W06109:0:1202
match,lot,122280,○２０°いいちこ（麦）パック１．８Ｌ,R06201,R06201,R06201,2,247,241,122280000:R06201:0:1330|122280900:R06201::
match,lot,122281,　４３°八重泉　古酒黒真珠７２０ｍｌ,B05301,B05301,B05301,1,13,13,122281000:B05301:0:1002
match,lot,122285,　２５°一刻者　赤　（芋）７２０ｍｌ,B08202,B08202,B08202,1,7,7,122285000:B08202:0:1202|122285900:B08202::1202
match,lot,122290,　２５°さつま島美人（芋）１．８Ｌ,C07104,C07104,C07104,1,18,18,122290000:C07104:0:1021
match,lot,122293,　２５°銀座のすずめ琥珀７２０ｍｌ（樫樽貯蔵麦）,C01205,C01205,C01205,1,29,29,122293000:C01205:0:1021
match,lot,122294,　２５°銀座のすずめ（ホワイト）７２０ｍｌ,E09311,E09311,E09311,1,5,5,122294000:E09311:0:1021
match,lot,122297,　２５°残波（泡盛）７２０ｍｌ,B15304,B15304,B15304,1,14,14,122297000:B15304:0:1202|122297900:B15304::
match,lot,122303,　２５°天使のささやき９００ｍｌ（麦）,E08201,E08201,E08201,1,5,5,122303000:E08201:0:1021
match,lot,122307,　２５°わんこペット２．７Ｌ（麦）,G05213,G05213,G05213,1,5,5,122307000:G05213:0:1021
match,lot,122312,　２５°黒七夕９００ｍｌ（芋）,B15303,B15303,B15303,1,24,24,122312000:B15303:0:1202
match,lot,122316,　２５°薩摩　邑１．８Ｌ（芋）,E08211,E08211,E08211,1,20,20,122316000:E08211:0:1428
match,lot,122322,　３０°いいちこフラスコボトル７２０ｍｌ,E07309,E07309,E07309,1,6,6,122322000:E07309:0:1330
match,lot,122329,　４３°千年の響　１０年古酒７２０ｍｌ,B04302,B04302,B04302,1,13,13,122329000:B04302:0:1002
match,lot,122334,　２５°黒よかいち７２０ｍｌ（麦）,C05203,C05203,C05203,1,24,24,122334000:C05203:0:1202|122334900:::
match,lot,122338,　２５°富乃宝山１．８Ｌ,H05103,H05103,H05103,2,6,6,122338000:H05103:0:1326
match,lot,122342,　２５°チルグリーン　スパイシー＆シトラス７２０ｍｌ（麦）,E05315,E05315,E05315,1,3,3,122342000:E05315:0:1202
match,lot,122346,　２５°れんと　黒糖焼酎７２０ｍｌ,H06409,H06409,H06409,1,3,3,122346000:H06409:0:1021
match,lot,122352,　２５°閻魔　長期貯蔵（麦）７２０ｍｌ,F02311,F02311,F02311,1,9,9,122352000:F02311:0:1014
match,lot,122354,　２５°閻魔　長期貯蔵（麦）１．８Ｌ,E07104,E07104,E07104,1,7,7,122354000:E07104:0:1014
match,lot,122355,　２５°中々（麦）１．８Ｌ,E06114,E06114,E06114,1,2,2,122355000:E06114:0:1326
match,lot,122364,　２５°中々（麦）７２０ｍｌ,F02312,F02312,F02312,1,6,6,122364000:F02312:0:1326
match,lot,122381,　２５°紅乙女９００ｍｌ（胡麻）,H05403,H05403,H05403,1,2,2,122381000:H05403:0:1021
match,lot,122383,　２５°大河の一滴（麦）７２０ｍｌ,E08208,E08208,E08208,1,2,2,122383000:E08208:0:1202
match,lot,122390,　２５°黒麹仕込み　黒力４Ｌ（芋）,P15102,P15102,P15102,1,57,57,122390000:P15102:0:1290|122390900:::
match,lot,122413,　２５°三岳（芋）１．８Ｌ,F08103,F08103,F08103,1,15,15,122413000:F08103:0:9012
match,lot,122415,　２８°香吟のささやき（麦）７２０ｍｌ,H05415,H05415,H05415,1,2,2,122415000:H05415:0:1021
match,lot,122417,　２５°古酒琉球クラッシック（泡盛）１．８Ｌ,E09111,E09111,E09111,1,8,8,122417000:E09111:0:1002
match,lot,122418,　２５°古酒琉球クラッシック（泡盛）７２０ｍｌ,B01305,B01305,B01305,1,10,10,122418000:B01305:0:1002
match,lot,122430,　２５°黒伊佐錦（芋）１．８Ｌ,F02113,F02113,F02113,1,6,6,122430000:F02113:0:1021
match,lot,122434,　２５°一刻者（芋）７２０ｍｌ,C03203,C03203,C03203,1,101,101,122434000:C03203:0:1202|122434900:::1202
match,lot,122442,　２５°黒霧島（芋）１．８Ｌ,C09106,C09106,C09106,2,53,49,122442000:C09106:0:1021|122442001:C09106::|122442002:C09106::|122442900:C09106::
match,lot,122447,　２５°八代不知火蔵　白水７２０ｍｌ（麦）,E07105,E07105,E07105,1,21,21,122447000:E07105:0:1330
match,lot,122450,　２５°一刻者（芋）１．８Ｌ,C03102,C03102,C03102,1,6,6,122450000:C03102:0:1202|122450900:C03102::1202
match,lot,122461,　２７°３６５０（麦）７２０ｍｌ,E07310,E07310,E07310,1,4,4,122461000:E07310:0:1202
match,lot,122464,　２５°富乃宝山（芋）７２０ｍｌ,F02310,F02310,F02310,1,11,11,122464000:F02310:0:1326
match,lot,122467,　２５°海（芋）７２０ｍｌ,E05413,E05413,E05413,2,2,2,122467000:E05413:0:1326
match,lot,122468,　２５°くじら（芋）７２０ｍｌ,H05404,H05404,H05404,1,1,1,122468000:H05404:0:1326
match,lot,122470,　２５°さつま白波（芋）９００ｍｌ瓶,E11302,E11302,E11302,1,13,13,122470000:E11302:0:1202
match,lot,122471,　２２°壱岐スーパーゴールド（箱入）７２０ｍｌ（麦）,P14203,P14203,P14203,2,77,77,122471000:P14203:0:1202
match,lot,122475,　２５°こくいもパック１．８Ｌ（甲乙混和芋）,H06408,H06408,H06408,1,10,10,122475000:H06408:0:1202
match,lot,122480,　２５°さつま白波（芋）　黒麹仕込み１．８Ｌ瓶,F01110,F01110,F01110,2,28,26,122480000:F01110:0:1202
match,lot,122481,　２５°さつま白波（芋）黒麹仕込み７２０ｍｌ瓶,E08205,E08205,E08205,1,18,18,122481000:E08205:0:1202
match,lot,122485,　２５°さつま島美人（芋）パック１．８Ｌ,D09202,D09202,D09202,1,6,6,122485000:D09202:0:1021
match,lot,122489,　２５°かのか１．８Ｌ瓶（混和麦）,E06112,E06112,E06112,1,5,5,122489000:E06112:0:1021
match,lot,122490,　２５°七夕（芋）９００ｍｌ,B15301,B15301,B15301,1,18,18,122490000:B15301:0:1202
match,lot,122491,　２５°七夕（芋）１．８Ｌ,R02201,R02201,R02201,1,12,12,122491000:R02201:0:1202
match,lot,122492,　２５°黒丸（芋）７２０ｍｌ,E07211,E07211,E07211,1,1,1,122492000:E07211:0:1021
match,lot,122496,　２５°村正（麦）７２０ｍｌ,C03101,C03101,C03101,1,37,37,122496000:C03101:0:1283
match,lot,122497,　２５°なでしこ（麦）７２０ｍｌ,H05309,H05309,H05309,1,12,12,122497000:H05309:0:1283
match,lot,122500,　２５°里の曙（黒糖）７２０ｍｌ,G08418,G08418,G08418,1,11,11,122500000:G08418:0:1021
match,lot,122511,　２５°米焼酎　２９（にじゅうきゅう）７２０ｍｌ,H05315,H05315,H05315,1,5,5,122511000:H05315:0:1002
match,lot,122515,　２５°大石長一郎秘酒　琥珀熟成７２０ｍｌ,H06304,H06304,H06304,1,11,11,122515000:H06304:0:1138
match,lot,122522,　４０°限定　夢想仙楽７２０ｍｌ（麦）,B03301,B03301,B03301,2,9,9,122522000:B03301:0:1048
match,lot,122523,　２５°浪漫の大地（麦）パック１．８Ｌ,R07201,R07201,R07201,1,127,127,122523000:R07201:0:1202|122523900:R07201::
match,lot,122526,　３０°残波ブラック（泡盛）１．８Ｌ,L10201,L10201,L10201,1,13,13,122526000:L10201:0:1202|122526900:L10201::
match,lot,122527,　２５°あらわざ桜島７２０ｍｌ（芋）,F01207,F01207,F01207,1,19,19,122527000:F01207:0:1330
match,lot,122531,　３０°残波ブラック（泡盛）７２０ｍｌ,B16301,B16301,B16301,1,14,14,122531000:B16301:0:1202|122531900:B16301::
match,lot,122534,　４０°一本義　酒粕焼酎「カラサワ　ノ　カストリ」,YX0000,YX0000,YX0000,1,8,8,122534000:YX0000:0:1202
match,lot,122538,　２５°一本義　カストリ焼酎クラシック７２０ｍｌ,B08206,B08206,B08206,1,27,27,122538000:B08206:0:1202
match,lot,122542,　２５°黒麹仕込薩摩（芋）７２０ｍｌ,E06309,E06309,E06309,1,5,5,122542000:E06309:0:1014
match,lot,122559,　２５°銀風（米）７２０ｍｌ,E07308,E07308,E07308,1,4,4,122559000:E07308:0:1021
match,lot,122562,　２５°浪漫の大地（そば）１．８Ｌパック,R11203,R11203,R11203,1,75,75,122562000:R11203:0:1202|122562900:::
