status,source,item_code,item_name,wms_shelf,expected_oracle_shelf,oracle_shelves,ref_count,total_current,total_available,oracle_products
match,default,210197,　モナン　シロップ　さくら７００ｍｌ,G02421,G02421,G02421,1,0,0,210197000:G02421:0:1021
match,default,210199,　三田飲料　白桃おろし１Ｌ,G03204,G03204,G03204,1,0,0,210199000:G03204:0:1046
match,default,210203,　三田飲料　シークァーサーエード１Ｌ,Q00000,Q00000,Q00000,1,0,0,210203000:Q00000:0:1046
match,default,210206,　三田飲料　ゆずエード１Ｌ,G02320,G02320,G02320,1,0,0,210206000:G02320:0:1046
match,default,210213,　モナン　バナナ　フルーツピューレＭＩＸ１Ｌ,Q00000,Q00000,Q00000,1,0,0,210213000:Q00000:0:1021
match,default,210216,　モナン　ストロベリー　フルーツピューレＭＩＸ１Ｌ,G02315,G02315,G02315,1,0,0,210216000:G02315:0:1021
match,default,210217,　モナン　モヒートミント　シロップ７００ｍｌ,G02312,G02312,G02312,1,0,0,210217000:G02312:0:1021
match,default,210218,　ドーバー　カリブ　１００％天然糖液　７００ｍｌ,E09302,E09302,E09302,1,0,0,210218000:E09302:0:1021
match,default,210219,　コカコーラミニッツメイドグレープフルーツ　１ガロン３．７８Ｌ,AW0000,AW0000,AW0000,1,0,0,210219000:AW0000:0:1017
match,default,210223,　三田飲料レモン５０　１Ｌ　,G02402,G02402,G02402,1,0,0,210223000:G02402:0:1046
match,default,210225,　三田飲料　マンゴおろし１Ｌ,G03311,G03311,G03311,1,0,0,210225000:G03311:0:1046
match,default,210226,　カルピス　カルピスコンク４７０ｍｌ,B16102,B16102,B16102,1,0,0,210226000:B16102:0:1202|210226900:::
match,default,210231,　三田飲料　ピンクグレープフルーツエード１Ｌ,G04208,G04208,G04208,1,0,0,210231000:G04208:0:1046
match,default,210232,　モナン　マンゴ　フルーツピューレＭＩＸ１Ｌ,G02314,G02314,G02314,1,0,0,210232000:G02314:0:1021
match,default,210237,　モナン　ミックスベリー　フルーツピューレＭＩＸ１Ｌ,Q00000,Q00000,Q00000,1,0,0,210237000:Q00000:0:1021
match,default,210239,　クリスタルガイザー３１０ｍｌ,Q00000,Q00000,Q00000,1,0,0,210239000:Q00000:0:1106|210239900:::
match,default,210240,　三田飲料　イタリアンブラッドオレンジ１００１Ｌ,G03201,G03201,G03201,1,0,0,210240000:G03201:0:1046
match,default,210248,　国菊　昔ながらの酒蔵造り甘酒９８５ｇ,YC0000,YC0000,YC0000,1,0,0,210248000:YC0000:0:1507
match,default,210251,　三田飲料　メロンシロップ１Ｌ,G02317,G02317,G02317,1,0,0,210251000:G02317:0:1046
match,default,210252,　三田飲料　キウイフルーツエード１Ｌ,G04422,G04422,G04422,1,0,0,210252000:G04422:0:1046
match,default,210253,　サンペレグリノ　リモナータ（レモン）２００ｍｌ,G07304,G07304,G07304,1,0,0,210253000:G07304:0:1021|210253900:G07304::
match,default,210281,　三田飲料　プレミアムグレープフルーツ　１００１Ｌ,G03309,G03309,G03309,1,0,0,210281000:G03309:0:1046
match,default,210284,　パルドシッケ２３８ｍｌ,F03204,F03204,F03204,1,0,0,210284000:F03204:0:1048
match,default,210289,　三田飲料　オレンジエード１Ｌ,G04211,G04211,G04211,1,0,0,210289000:G04211:0:1046
match,default,210296,　大黒屋　酎割　レモン１Ｌ,G02316,G02316,G02316,1,0,0,210296000:G02316:0:1330
match,default,210297,　美酢　パイナップル９００ｍｌ,E11303,E11303,E11303,1,0,0,210297000:E11303:0:1202
match,default,210299,　サントリー　天然水５５０ｍｌ,YX0000,YX0000,YX0000,1,0,0,210299000:YX0000:0:1106|210299900:::
match,default,210301,　コカコーラ　ファンタ　メロンソーダシロップ　３ガロン　　,Z02104,Z02104,Z02104,1,0,0,210301000:Z02104:0:1017
match,default,210303,　コカコーラ　シロップ　３ガロン　,Z02104,Z02104,Z02104,1,0,0,210303000:Z02104:0:1017
match,default,210304,　コカコーラ　カルピスシロップ　３ガロン　,Z02104,Z02104,Z02104,1,0,0,210304000:Z02104:0:1017
match,default,210305,　コカコーラ　ジンジャエールシロップ　３ガロン　,Z02104,Z02104,Z02104,1,0,0,210305000:Z02104:0:1017
match,default,210308,　コカコーラ　ミニッツメイド　オレンジＦＫＡシロップ　１ガロン　３．７８Ｌ,AW0000,AW0000,AW0000,1,0,0,210308000:AW0000:0:1017
match,default,210324,　三田飲料　ｐｌｕｓコラーゲン　ゆず１Ｌ,G02410,G02410,G02410,1,0,0,210324000:G02410:0:1046
match,default,210325,　アクアパンナ５００ｍｌ,G07203,G07203,G07203,1,0,0,210325000:G07203:0:1021|210325900:G07203::
match,default,210328,　スミダ飲料　はちみつ　レモンエード　１Ｌ,G04202,G04202,G04202,1,0,0,210328000:G04202:0:1106
match,default,210349,　ポッカサッポロ　パンチレモンシロップ１Ｌ,G04207,G04207,G04207,1,0,0,210349000:G04207:0:1202
match,default,210367,　ヴィンテンス　メルロー７５０ｍｌ,I00000,I00000,I00000,1,0,0,210367000:I00000:0:1202
match,default,210383,　モナン　ホワイトピーチシロップ７００ｍｌ,Q00000,Q00000,Q00000,1,0,0,210383000:Q00000:0:1021
match,default,210384,　モナン　メロン７００ｍｌ,G03306,G03306,G03306,1,0,0,210384000:G03306:0:1021
match,default,210394,　モナン　バタフライピー　シロップ７００ｍｌ,G04405,G04405,G04405,1,0,0,210394000:G04405:0:1021
match,default,210413,　ＵＣＣ　カフェプラス２０Ｐ,I11412,I11412,I11412,1,0,0,210413000:I11412:0:1106
match,default,210422,　コカコーラ　ファン　ウーロン茶５倍シロップ　１ガロン３．７８Ｌ,AW0000,AW0000,AW0000,1,0,0,210422000:AW0000:0:1017
match,default,210442,　美酢　グレープフルーツ８００ｍｌ,E07205,E07205,E07205,1,0,0,210442000:E07205:0:1202
match,default,210455,　モナン　ラティストキャラメルソース１５０ｍｌ,Q00000,Q00000,Q00000,1,0,0,210455000:Q00000:0:1021
match,default,210456,　モナン　ラティストココアソース１５０ｍｌ,Q00000,Q00000,Q00000,1,0,0,210456000:Q00000:0:1021
match,default,210457,　モナン　ダークチョコレートソース５００ｍｌ,Q00000,Q00000,Q00000,1,0,0,210457000:Q00000:0:1021
match,default,210463,　コダマ飲料　バイスサワー３４０ｍｌワンウェイ瓶,C06104,C06104,C06104,1,0,0,210463000:C06104:0:1492|210463900:::
match,default,210467,　シャトー勝沼カツヌマグレープ　赤３６０ｍｌ,E11306,E11306,E11306,1,0,0,210467000:E11306:0:1021
match,default,210480,　梅乃宿　ノンアルコール　あらごしゆず７２０ｍｌ,H05208,H05208,H05208,1,0,0,210480000:H05208:0:1851
match,default,210485,　梅乃宿　ノンアルコール　あらごしゆず１．８Ｌ,E08214,E08214,E08214,1,0,0,210485000:E08214:0:1851
match,default,210486,　サントリー　オレンジ１００％　１ガロン３．７８Ｌ,YX0000,YX0000,YX0000,1,0,0,210486000:YX0000:0:1069
match,default,210487,　梅乃宿　ノンアルコール　あらごしもも７２０ｍｌ,H06101,H06101,H06101,1,0,0,210487000:H06101:0:1851
match,default,210488,　サントリー　ウーロン茶１０倍　１ガロン３．７８Ｌ,YX0000,YX0000,YX0000,1,0,0,210488000:YX0000:0:1069
match,default,210493,　梅乃宿　ノンアルコール　あらごしもも１．８Ｌ,E10108,E10108,E10108,1,0,0,210493000:E10108:0:1851
match,default,210500,　沖縄農芸　山原うまれのシークヮーサー５００ｍｌ,H06303,H06303,H06303,1,0,0,210500000:H06303:0:1021
match,default,210501,　モナンシロップ　アマレット７００ｍｌ,G03308,G03308,G03308,1,0,0,210501000:G03308:0:1021
match,default,210509,　中村商店　キャプテン　オレンジシロップ６００ｍｌ,G03205,G03205,G03205,1,0,0,210509000:G03205:0:1202
match,default,210517,　サントリー　ホワイトウォーター　２．５ガロン９．４６Ｌ,YX0000,YX0000,YX0000,1,0,0,210517000:YX0000:0:1069
match,default,210520,　ネスレ　ホイップクリーム２００ｇ,I11409,I11409,I11409,1,0,0,210520000:I11409:0:1069
match,default,210576,　スミダ飲料　串カツ田中　冷やしあめコンク１Ｌ,G04410,G04410,G04410,1,0,0,210576000:G04410:0:1106
match,default,210583,　コスモライフ　天然水コスモウォーター１２Ｌ,J01001,J01001,J01001,1,0,0,210583000:J01001:0:1439
match,default,210585,　アサヒ　おいしい水　６００ｍｌ自販機用,H01105,H01105,H01105,1,0,0,210585000:H01105:0:1106|210585900:H01105::
match,default,210586,　ミツウロコ　四季の恵み　天然水２Ｌ,AN104M,AN104M,AN104M,1,0,0,210586000:AN104M:0:1929|210586900:AN104M::
match,default,210593,　スミダ飲料　トニックウォーターコンク１Ｌ,G03319,G03319,G03319,1,0,0,210593000:G03319:0:1106
match,default,210606,　中村商店　キャプテン　白桃シロップ６００ｍｌ,G04205,G04205,G04205,1,0,0,210606000:G04205:0:1202
match,default,210607,　ポッカサッポロ　業務用　瀬戸内レモネードベース５００ｍｌ紙,G03206,G03206,G03206,1,0,0,210607000:G03206:0:1202
match,default,210622,　＿ＳＨＩＰ　ＫＯＭＢＵＣＨＡ　ＯＲＩＧＩＮＡＬ３００ｍｌ,AW0000,AW0000,AW0000,1,0,0,210622000:AW0000:0:2012
match,default,210623,　＿ＳＨＩＰ　ＫＯＭＢＵＣＨＡ　ＹＵＺＵ　ＨＥＡＤＳ３００ｍｌ,AW0000,AW0000,AW0000,1,0,0,210623000:AW0000:0:2012
match,default,210626,　＿ＳＨＩＰ　ＫＯＭＢＵＣＨＡ　ＳＨＩＳＯ　ＦＵＴＵＲＥ３００ｍｌ,AW0000,AW0000,AW0000,1,0,0,210626000:AW0000:0:2012
match,default,210628,　＿ＳＨＩＰ　ＫＯＭＢＵＣＨＡ　ＨＯＰ　ＢＲＥＥＺＥ３００ｍｌ,AW0000,AW0000,AW0000,1,0,0,210628000:AW0000:0:2012
match,default,210642,　アクアパンナ１Ｌ,G07202,G07202,G07202,1,0,0,210642000:G07202:0:1021|210642900:::
match,default,210660,　美酢　ざくろ８００ｍｌ,E05312,E05312,E05312,1,0,0,210660000:E05312:0:1202
match,default,210666,　北のさくら　七福神　マンゴーシロップ７１０ｍｌ,H05310,H05310,H05310,1,0,0,210666000:H05310:0:1991
match,default,210667,　北のさくら　七福神　ももシロップ７１０ｍｌ,H06112,H06112,H06112,1,0,0,210667000:H06112:0:1991
match,default,210682,　北のさくら　鬼おろしのんある　レモンサワーの素７１０ｍｌ,H06309,H06309,H06309,1,0,0,210682000:H06309:0:1991
match,default,210687,　モナン　ユズ　フルーツミックス１Ｌ,G02311,G02311,G02311,1,0,0,210687000:G02311:0:1021
match,default,210691,　スミダ飲料　串カツ田中　田中の素サワーコンク１Ｌ,G02321,G02321,G02321,1,0,0,210691000:G02321:0:1106
match,default,210698,　カルピス　白桃　Ｌパック１Ｌ,G04310,G04310,G04310,1,0,0,210698000:G04310:0:1106
match,default,210700,　遠藤製餡　茜茶１Ｌ,B11102,B11102,B11102,1,0,0,210700000:B11102:0:1202
match,default,210703,　スミダ飲料　無限串　ツンデレコンク１Ｌ,G03315,G03315,G03315,1,0,0,210703000:G03315:0:1106
match,default,210713,　ピエールゼロ　シャルドネ　７５０ｍｌ,F02211,F02211,F02211,1,0,0,210713000:F02211:0:1138
match,default,210714,　ピエールゼロ　メルロ　７５０ｍｌ,E11206,E11206,E11206,1,0,0,210714000:E11206:0:1138
match,default,210716,　スミダ飲料　無限串　寄り添いコンク１Ｌ,G03318,G03318,G03318,1,0,0,210716000:G03318:0:1106
match,default,210725,　ユウキ　エルダーフラワー５００ｍｌ,F01208,F01208,F01208,1,0,0,210725000:F01208:0:1106
match,default,210745,　中村商店　キャプテン　抹茶６００ｍｌ,G04406,G04406,G04406,1,0,0,210745000:G04406:0:1202
match,default,210754,　スミダ飲料　串カツ田中　レモン１００１Ｌ,G02408,G02408,G02408,1,0,0,210754000:G02408:0:1106
match,default,210778,　チョーヤ　酔わないザ・チョーヤ７００ｍｌ,E09305,E09305,E09305,1,0,0,210778000:E09305:0:1021
match,default,210800,　スミダ飲料　ドリンクジュレコラーゲン＆ヒアルロン酸１Ｌ,G04210,G04210,G04210,1,0,0,210800000:G04210:0:1106
match,default,210812,　サンペレグリノ　アランチャータロッサ（ブラッドオレンジ）２００ｍｌ,G07306,G07306,G07306,1,0,0,210812000:G07306:0:1021|210812100:G07306::|210812900:G07306::
match,default,210816,　キリン　自然が磨いた天然水６００ｍｌＰＥＴ,H01305,H01305,H01305,1,0,0,210816000:H01305:0:1330|210816900:H01305::
match,default,210821,　ヴィンテンス　メルロー２００ｍｌ,E10308,E10308,E10308,1,0,0,210821000:E10308:0:1202
match,default,210834,　ヴィンテンス　シャルドネ７５０ｍｌ,F02315,F02315,F02315,1,0,0,210834000:F02315:0:1202
match,default,210841,　メルシャン　モクバル　オレンジ＆マンゴーｍｉｘ２５０ｍｌ,G06113,G06113,G06113,1,0,0,210841000:G06113:0:1330
match,default,210842,　メルシャン　モクバル　洋なし＆パインｍｉｘ２５０ｍｌ,G06109,G06109,G06109,1,0,0,210842000:G06109:0:1330
match,default,210847,　ＪＡ福井県　梅ドリンク１９５ｇ,YX0000,YX0000,YX0000,1,0,0,210847000:YX0000:0:1338|210847900:::
match,default,210848,　中村商店　キャプテン　ラ・フランス６００ｍｌ,G04301,G04301,G04301,1,0,0,210848000:G04301:0:1202
match,default,210849,　中村商店　キャプテン　キウイ＆アロエ６００ｍｌ,G04402,G04402,G04402,1,0,0,210849000:G04402:0:1202
match,default,210850,　スター食品工業　お疲れさんにクエン酸１Ｌ,G04421,G04421,G04421,1,0,0,210850000:G04421:0:1202
match,default,210855,　コカコーラ　いろはす２Ｌ,B01101,B01101,B01101,1,0,0,210855000:B01101:0:1017|210855900:B01101::
match,default,210865,　やまぎし　加賀柚子みつ９００ｍｌ瓶（営業部専用）,D02105,D02105,D02105,1,0,0,210865000:D02105:0:1743
match,default,210878,　キリン　自然が磨いた天然水２Ｌ,AJ108K,AJ108K,AJ108K,1,0,0,210878000:AJ108K:0:1330|210878900:AJ108K::
match,default,210897,　美酢　マスカット９００ｍｌ,E10110,E10110,E10110,1,0,0,210897000:E10110:0:1202
match,default,210923,　但馬の天然水５５０ｍｌ,AN103T,AN103T,AN103T,1,0,0,210923000:AN103T:0:1929|210923900:AN103T::
match,default,210936,　モナン　キンモクセイシロップ７００ｍｌ,G04416,G04416,G04416,1,0,0,210936000:G04416:0:1021
match,default,211005,　チョーヤ　酔わないウメッシュ３５０ｍｌ,G02210,G02210,G02210,1,0,0,211005000:G02210:0:1021|211005900:::
match,default,211014,　コカコーラ　ファンタ　グレープ３５０ｍｌ,Q00000,Q00000,Q00000,1,0,0,211014000:Q00000:0:1017|211014100:::|211014900:::
match,default,211052,　ウィルキンソン　タンサン　レモン５００ｍｌＰＥＴ,G08102,G08102,G08102,1,0,0,211052000::0:1106|211052100:G08102::|211052900:G08102::
match,default,211074,　コカコーラ　カナダドライ　クラブソーダ瓶２０７ｍｌ,L02102,L02102,L02102,1,0,0,211074000:L02102:0:1017|211074900:L02102::
match,default,211081,　ウィルキンソン　タンサン１Ｌ,E01102,E01102,E01102,1,0,0,211081000:E01102:0:1106|211081900:E01102::
match,default,211082,　コカコーラ　リアルゴールド１９０ｍｌ缶,G01301,G01301,G01301,1,0,0,211082000:G01301:0:1017|211082900:G01301::
match,default,211083,　ウィルキンソン　トニック５００ｍｌＰＥＴ,D01204,D01204,D01204,1,0,0,211083000:D01204:0:1106|211083900:::
match,default,211091,　友桝飲料こどもびいる（飲食用）３３０ｍｌ,R01205,R01205,R01205,1,0,0,211091000:R01205:0:1346
match,default,211093,　ハタ鉱泉シャンデリアラムネ２００ｍｌ瓶,E04103,E04103,E04103,1,0,0,211093000:E04103:0:1202|211093100:E04103::|211093101:E04103::|211093900:E04103::
match,default,211096,　アサヒ　ドライゼロ３５０ｍｌ,C02101,C02101,C02101,1,0,0,211096000:C02101:0:1021|211096100:C02101::|211096900:C02101::
match,default,211102,　コカコーラコーラ１６０ｍｌ缶,G01410,G01410,G01410,1,0,0,211102000:G01410:0:1017|211102100:G01410::|211102101:G01410:0:0000|211102200:G01410::|211102900:G01410::
match,default,211104,　ウィルキンソン　ジンジャーエール　辛口５００ｍｌＰＥＴ,F04205,F04205,F04205,1,0,0,211104000:F04205:0:1106|211104900:F04205::
match,default,211107,　ピエールゼロ　ブランドブラン　７５０ｍｌ,I17101,I17101,I17101,1,0,0,211107000:I17101:0:1138
match,default,211119,　ウィルキンソン　タンサン瓶１９０ｍｌ,L01101,L01101,L01101,1,0,0,211119000:L01101:0:1021|211119900:L01101::
match,default,211128,　ホッピービバレッジホッピー３３０ｍｌ,E01105,E01105,E01105,1,0,0,211128000:E01105:0:1202|211128900:E01105::
match,default,211140,　サッポロ　プレミアムアルコールフリー３３４ｍｌ小瓶,AD001S,AD001S,AD001S,1,0,0,211140000:AD001S:0:1202|211140900:AD001S::
match,default,211165,　カクテス　トニックウォーター５００ｍｌペット,C05201,C05201,C05201,1,0,0,211165000:C05201:0:1149|211165900:C05201::
match,default,211173,　コカコーラ　カナダドライ　ジンジャーエール５００ｍｌペット,E02102,E02102,E02102,1,0,0,211173000:E02102:0:1017|211173900:E02102::
match,default,211179,　ウィルキンソン　ドライジンジャーエール１９０ｍｌ瓶,L05101,L05101,L05101,1,0,0,211179000:L05101:0:1021|211179900:L05101::
match,default,211198,　アサヒ　スタイルバランス　アップルスパークリング３５０ｍｌ,G01312,G01312,G01312,1,0,0,211198000:G01312:0:1021|211198900:::
match,default,211208,　コカコーラ　コカコーラ５００ｍｌペット,E02101,E02101,E02101,1,0,0,211208000:E02101:0:1017|211208100:E02101::|211208200:E02101::|211208300:::|211208900:E02101::
match,default,211211,　コカコーラ　アクエリアス２Ｌ,YX0000,YX0000,YX0000,1,0,0,211211000:YX0000:0:1017|211211001:YX0000::|211211900:YX0000::
match,default,211213,　セレブレ　ノンアルコールスパークリング３５５ｍｌ,D05206,D05206,D05206,1,0,0,211213000:D05206:0:1021
match,default,211216,　ピュアポム　スパークリンググレープ　ホワイト７５０ｍｌ,I18101,I18101,I18101,1,0,0,211216000:I18101:0:1202
match,default,211218,　アサヒ　三ツ矢サイダー５００ｍｌペット,H01104,H01104,H01104,1,0,0,211218000:H01104:0:1106|211218900:H01104::
match,default,211222,　コカコーラ　アクエリアス５００ｍｌペット,YX0000,YX0000,YX0000,1,0,0,211222000:YX0000:0:1017|211222100:::|211222900:::
match,default,211225,×若狭三方ビバレッジＢＥＮＩサイダー２５０ｍｌ,D07106,D07106,D07106,1,0,0,211225000:D07106:0:9999|211225900:::
match,default,211235,　ＩＢ　強炭酸水５００ｍｌＰＥＴ,L20105,L20105,L20105,1,0,0,211235000:L20105:0:1290|211235900:L20105::
match,default,211242,　カクテス　男のちょい割る強ソーダ３００ｍｌ,E04102,E04102,E04102,1,0,0,211242000:E04102:0:1202|211242900:E04102::
match,default,211245,　日本ビール　龍馬　１８６５３５０ｍｌ,Q00000,Q00000,Q00000,1,0,0,211245000:Q00000:0:1021|211245100:::|211245900:::
match,default,211260,　サントリー　オールフリー３３４ｍｌ小瓶,AD201U,AD201U,AD201U,1,0,0,211260000:AD201U:0:1021|211260900:AD201U::
match,default,211269,　ウィルキンソン　ジンジャーエール瓶１９０ｍｌ,L02101,L02101,L02101,1,0,0,211269000:L02101:0:1021|211269900:L02101::
match,default,211283,　コカコーラ　カナダドライ　ジンジャーエール１６０ｍｌ缶,G01408,G01408,G01408,1,0,0,211283000:G01408:0:1017|211283100:G01408::|211283900:G01408::
match,default,211289,　ローヤル　さわやかメロン５００ｍｌ,R13101,R13101,R13101,1,0,0,211289000:R13101:0:1106|211289900:::
match,default,211308,　サントリー　のんある気分　カシスオレンジテイスト缶３５０ｍｌ,G01111,G01111,G01111,1,0,0,211308000:G01111:0:1021|211308900:G01111::
match,default,211310,　サントリー　のんある気分　ジントニックテイスト３５０ｍｌ,G01204,G01204,G01204,1,0,0,211310000:G01204:0:1021|211310900:G01204::
match,default,211313,　ジャスティスレモンサワー１Ｌ,Z02306,Z02306,Z02306,1,0,0,211313000:Z02306:0:1290|211313900:Z02306::
match,default,211314,　ジャスティス梅サワー１Ｌ,Z02302,Z02302,Z02302,1,0,0,211314000:Z02302:0:9012|211314900:Z02302::
match,default,211315,　ジャスティスライムサワー１Ｌ,Z02303,Z02303,Z02303,1,0,0,211315000:Z02303:0:9012|211315900:Z02303::
match,default,211316,　ジャスティス青リンゴサワー１Ｌ,Z02305,Z02305,Z02305,1,0,0,211316000:Z02305:0:9012|211316900:Z02305::
match,default,211317,　ジャスティスグレープフルーツサワー１Ｌ,Z02304,Z02304,Z02304,1,0,0,211317000:Z02304:0:9012|211317900:Z02304::
match,default,211330,　ピュアポムスパークリンググレープ　レッド７５０ｍｌ,I17102,I17102,I17102,1,0,0,211330000:I17102:0:1202
match,default,211331,　メルシャン　スパークリング　アルコールゼロ　白３６０ｍｌ,E04316,E04316,E04316,1,0,0,211331000:E04316:0:1330
match,default,211336,　ローヤル　さわやかメロン３５０ｍｌ瓶,L11103,L11103,L11103,1,0,0,211336000:L11103:0:1106
match,default,211338,　サントリー　からだ想うオールフリー３５０ｍｌ,E03212,E03212,E03212,1,0,0,211338000:E03212:0:1021|211338100:E03212::|211338900:E03212::
match,default,211339,　アサヒドライゼロ３３４ｍｌ小瓶,AD204A,AD204A,AD204A,1,0,0,211339000:AD204A:0:1021|211339900:AD204A::
match,default,211340,×サントリー　のんある気分　レモンサワーテイスト３５０ｍｌ,G01113,G01113,G01113,1,0,0,211340000:G01113:0:1021|211340900:G01113::
match,default,211351,　ＩＢ　強炭酸水１Ｌ,Z01101,Z01101,Z01101,1,0,0,211351000:Z01101:0:1290|211351100:::|211351900:Z01101::
match,default,211386,　アサヒ　スタイルバランス　カシスオレンジテイスト２００ｍｌ,C02201,C02201,C02201,1,0,0,211386000:C02201:0:1021|211386900:::
match,default,211387,　アサヒ　スタイルバランス　シャルドネＳＰテイスト２００ｍｌ,B10201,B10201,B10201,1,0,0,211387000:B10201:0:1021|211387900:::
match,default,211393,　サントリー　のんある気分　ホワイトサワーテイスト３５０ｍｌ,G01102,G01102,G01102,1,0,0,211393000:G01102:0:1021|211393900:::
match,default,211402,×ウィルキンソン　タンサン缶２５０ｍｌ,YX0000,YX0000,YX0000,1,0,0,211402000:YX0000:0:1106|211402900:::
match,default,211407,　サンガリア　伊賀の天然水　強炭酸水５００ｍｌＰＥＴ,L11101,L11101,L11101,1,0,0,211407000:L11101:0:1106|211407900:L11101::
match,default,211429,　サントリー　ペプシコーラ　２．５ガロン９．４６Ｌ,YX0000,YX0000,YX0000,1,0,0,211429000:YX0000:0:1069
match,default,211430,　サントリー　ジンジャーエール　２．５ガロン９．４６Ｌ,YX0000,YX0000,YX0000,1,0,0,211430000:YX0000:0:1069
match,default,211431,　サントリー　のんある気分　巨峰サワーテイスト３５０ｍｌ,G01305,G01305,G01305,1,0,0,211431000:G01305:0:1021|211431900:G01305::
match,default,211435,　セレブレ　ノンアルコールスパークリング　ロゼ３５５ｍｌ,Q00000,Q00000,Q00000,1,0,0,211435000:Q00000:0:1021
match,default,211449,　北陸ローヤル　恐竜ラムネ２５０ｍｌ,D01205,D01205,D01205,1,0,0,211449000:D01205:0:1106
match,default,211450,　ピエールゼロ　ブランドブラン　２００ｍｌ,I17205,I17205,I17205,1,0,0,211450000:I17205:0:1138
match,default,211513,　北陸ローヤル　復刻さわやか３３０ｍｌ瓶,Q00000,Q00000,Q00000,1,0,0,211513000:Q00000:0:1106|211513900:::
match,default,211514,　エルディンガー　アルコールフリー３３０ｍｌボトル,W06308,W06308,W06308,1,0,0,211514000:W06308:0:1803|211514900:W06308::
match,default,211523,　コカコーラ　コカコーラ　缶　２５０ｍｌ,B10205,B10205,B10205,1,0,0,211523000:B10205:0:1017|211523100:::|211523200:::|211523900:::
match,default,211525,　サントリー　メロンソーダ　２．５ガロン９．４６Ｌ,YX0000,YX0000,YX0000,1,0,0,211525000:YX0000:0:1069
match,default,211538,　ガルバニーナ　３５オーガニックコーラ３５５ｍｌ,W05202,W05202,W05202,1,0,0,211538000:W05202:0:1660
match,default,211544,　アサヒ　スタイルバランス　ハイボールテイスト３５０ｍｌ,Q00000,Q00000,Q00000,1,0,0,211544000:Q00000:0:1021|211544100:::|211544900:::
match,default,211545,　スパークリング　ヴァルドランス　ポムビオ　２５０ｍｌ,YX0000,YX0000,YX0000,1,0,0,211545000:YX0000:0:1002
match,default,211548,　サントリー　デカビタＣ　２．５ガロン９．４６Ｌ,YX0000,YX0000,YX0000,1,0,0,211548000:YX0000:0:1069
match,default,211554,　能勢酒造ノセミネラルソーダ３００ｍｌ,F09102,F09102,F09102,1,0,0,211554000:F09102:0:1202|211554900:F09102::
match,default,211612,　アサヒ　スタイルバランス　ハイボールテイスト２００ｍｌ,F05201,F05201,F05201,1,0,0,211612000:F05201:0:1021|211612900:F05201::
match,default,211613,　デュック　ドュ　モンターニュ　白　２００ｍｌ,F07300,F07300,F07300,1,0,0,211613000:F07300:0:1202
match,default,211614,　デュック　デュ　モンターニュ　ロゼ　２００ｍｌ,L18301,L18301,L18301,1,0,0,211614000:L18301:0:1202
match,default,211615,　ヴィンテンス　シャルドネ　２００ｍｌ,E01204,E01204,E01204,1,0,0,211615000:E01204:0:1202
match,default,211617,　フィーバーツリー　トニックウォーター　２００ｍｌ,L19303,L19303,L19303,1,0,0,211617000:L19303:0:1021|211617900:::
match,default,211618,　フィーバーツリー　ジンジャービア　２００ｍｌ,L18302,L18302,L18302,1,0,0,211618000:L18302:0:1021|211618900:::
match,default,211619,　オピア　シャルドネ　スパークリング　オーガニック　ノンアルコール７５０ｍｌ,E11108,E11108,E11108,1,0,0,211619000:E11108:0:1762
match,default,211624,　アンテ　奥能登しおサイダー３４０ｍｌ,Q00000,Q00000,Q00000,1,0,0,211624000:Q00000:0:1021
match,default,211630,　サントリー　オールフリー　樽詰１０Ｌ,AG20AF,AG20AF,AG20AF,1,0,0,211630000:AG20AF:0:1021
match,default,211643,　キリン　グリーンズフリー３５０ｍｌ,F03203,F03203,F03203,1,0,0,211643000:F03203:0:1330|211643100:F03203::|211643900:F03203::
match,default,211645,　神戸居留地　ソーダ１９０ｍｌ,R08101,R08101,R08101,1,0,0,211645000:R08101:0:1164|211645900:::
match,default,211655,　コカコーラ　カナダドライ　ジンジャーエール１．５Ｌ,F10102,F10102,F10102,1,0,0,211655000:F10102:0:1017|211655900:F10102::
match,default,211658,　バラデン　コーラ２００ｍｌ,G06111,G06111,G06111,1,0,0,211658000:G06111:0:1444|211658900:G06111::
match,default,211678,　クラウスターラー３３０ｍｌ缶,E01202,E01202,E01202,1,0,0,211678000:E01202:0:1782|211678100:E01202::|211678900:E01202::
match,default,211682,　サントリー　ペプシコーラ（業務用）３３０ｍｌＰＥＴ,P15101,P15101,P15101,1,0,0,211682000:P15101:0:1021|211682900:::
match,default,211685,　サントリー　トニックウォーター（業務用）３３０ｍｌＰＥＴ,G07205,G07205,G07205,1,0,0,211685000:G07205:0:1021|211685900:G07205::
match,default,211689,　サントリー　のんある酒場　レモンサワー　ノンアルコール３５０ｍｌ,G01106,G01106,G01106,1,0,0,211689000:G01106:0:1021|211689100:G01106::|211689900:G01106::
match,default,211690,　アンテ　金沢湯桶サイダー　柚子乙女３４０ｍｌ,YX0000,YX0000,YX0000,1,0,0,211690000:YX0000:0:1021
match,default,211705,　アサヒ　ドライゼロ　樽５Ｌ,AG42DZ,AG42DZ,AG42DZ,1,0,0,211705000:AG42DZ:0:1021
match,default,211706,　ジョエア　オーガニックスパークリング　シャルドネ　７５０ｍｌ,I17105,I17105,I17105,1,0,0,211706000:I17105:0:1002
