status,message,real_stock_id,item_id,item_code,item_name,current_quantity,reserved_quantity,parent_available,pickable_available,missing_pickable_qty,patch_lot_id,patch_lot_location_id,pickable_current,missing_current_qty,patch_lot_current_before,patch_lot_reserved_before,patch_qty
skipped,"no active NULL/NULL pickable lot",35669,158022,158022,　フォルタン　シャルドネ　３７５ｍｌ,38,0,38,0,38,,,0,38,,,38
skipped,"no active NULL/NULL pickable lot",23801,471042,471042,　真名鶴　７２０ｍｌ共通カートン１枚,36,0,36,0,36,,,0,36,,,36
skipped,"no active NULL/NULL pickable lot",44258,119403,119403,　北の庄　純米酒　カップ１８０ｍｌ,36,0,36,0,36,,,0,36,,,36
skipped,"no active NULL/NULL pickable lot",23802,471046,471046,　黒龍　ギフトボックス７２０ｍｌ　１枚,35,0,35,0,35,,,0,35,,,35
dry,,40542,112956,112956,　一本義　辛口純米酒１．８Ｌ,65,25,40,5,35,40259,710,30,35,30,25,35
skipped,"no active NULL/NULL pickable lot",31691,211977,211977,　サントリー　おうちドリンクバー　ペプシコーラ３４０ｍｌ,34,0,34,0,34,,,0,34,,,34
skipped,"no active NULL/NULL pickable lot",46256,260000,260000,"部システム ２６０ ",34,0,34,0,34,,,0,34,,,34
skipped,"no active NULL/NULL pickable lot",31618,157025,157025,　サンタヘレナ　アルパカ　カベルネメルロ　７５０ｍｌ,31,0,31,0,31,,,0,31,,,31
skipped,"no active NULL/NULL pickable lot",25548,123478,123478,　２５°薩摩一７２０ｍｌ（芋）,30,0,30,0,30,,,0,30,,,30
skipped,"no active NULL/NULL pickable lot",35571,111209,111209,　白鶴まる辛口カップ２００ｍｌ,30,0,30,0,30,,,0,30,,,30
skipped,"no active NULL/NULL pickable lot",48328,173008,173008,　日の出　本みりん　醇良１．８Ｌペット,30,0,30,0,30,,,0,30,,,30
skipped,"no active NULL/NULL pickable lot",48196,121216,121216,　３５°宝焼酎　タカラカップ２２０ｍｌ,29,0,29,0,29,,,0,29,,,29
dry,,37338,112203,112203,　一本義　辛爽系（からさわけい）純米吟醸７２０ｍｌ,88,31,57,31,26,37101,604,62,26,62,31,26
skipped,"no active NULL/NULL pickable lot",44372,245843,245843,　バレドーロ　グリッシーニ　サルテッリ１００ｇ,26,0,26,0,26,,,0,26,,,26
skipped,"no active NULL/NULL pickable lot",40528,112819,112819,　関西　佳撰　生貯蔵酒３００ｍｌ,25,0,25,0,25,,,0,25,,,25
skipped,"no active NULL/NULL pickable lot",21761,184587,184587,　キリン　氷結　ウメ　５００ｍｌ,24,0,24,0,24,,,0,24,,,24
dry,,27574,211073,211073,　コカコーラコカコーラ　瓶１９０ｍｌ,2507,53,2454,2430,24,27440,2757,2483,24,879,19,24
skipped,"no active NULL/NULL pickable lot",27576,211075,211075,　サントリー　ペプシ生　ＢＩＧ　ＣＯＬＡ６００ｍｌペット,24,0,24,0,24,,,0,24,,,24
dry,,29615,211308,211308,　サントリー　のんある気分　カシスオレンジテイスト缶３５０ｍｌ,112,0,112,88,24,29463,1290,88,24,7,0,24
dry,,31655,211682,211682,　サントリー　ペプシコーラ（業務用）３３０ｍｌＰＥＴ,142,26,116,92,24,31493,2481,118,24,118,26,24
skipped,"no active NULL/NULL pickable lot",35720,215017,215017,　サントリー　烏龍茶　缶３４０ｇ,24,0,24,0,24,,,0,24,,,24
skipped,"no active NULL/NULL pickable lot",35731,215086,215086,　アサヒ　旨みの日本茶６００ｍｌ,24,0,24,0,24,,,0,24,,,24
skipped,"no active NULL/NULL pickable lot",38976,159008,159008,×プレザンス　カベルネソーヴィニヨン　７５０ｍｌ,24,0,24,0,24,,,0,24,,,24
skipped,"no active NULL/NULL pickable lot",42509,171124,171124,　若狭三方ビバレッジ　ＢＥＮＩＣＨＵ１７°　ＯＵＴ　ＤＯＯＲ２００ｍｌ,24,0,24,0,24,,,0,24,,,24
skipped,"no active NULL/NULL pickable lot",44254,119345,119345,　完売　永平寺白龍　ドラゴンウォーター　うすにごりミルキー７２０ｍｌ,24,0,24,0,24,,,0,24,,,24
skipped,"no active NULL/NULL pickable lot",46246,251040,251040,　アサヒ　ウィルキンソン　タグソバー　レモンジンジャー３５０ｍｌ,24,0,24,0,24,,,0,24,,,24
skipped,"no active NULL/NULL pickable lot",50425,181372,181372,　サントリー　ほろよい　青いサワー３５０ｍｌ,24,0,24,0,24,,,0,24,,,24
skipped,"no active NULL/NULL pickable lot",23708,155253,155253,　ラシャス　ポワレフレッシュ　７５０ｍｌ,21,0,21,0,21,,,0,21,,,21
