status,message,direction,mode,real_stock_id,warehouse_id,warehouse_code,item_id,item_code,item_name,real_current,real_reserved,real_available,pickable_available,delta,applied_qty,lot_ids,location_id,location_code,location_source
updated,,decrease,decrease,48742,8,8,184155,184155,　サントリー　ほろよい　レモみかん３５０ｍｌ,8,0,8,14,-6,6,48317,,,
updated,,decrease,decrease,48848,8,8,284680,284680,　井上食品　黒胡椒チーズいか４５ｇ,13,0,13,19,-6,6,48423,,,
updated,,decrease,decrease,48851,8,8,284695,284695,　北食　焼ほたて貝ひも２３５ｇ,11,0,11,17,-6,6,48426,,,
updated,,decrease,decrease,49408,10,10,181386,181386,　サッポロ　濃いめのレモンサワー　もっと濃いめ３５０ｍｌ,85,0,85,91,-6,6,48983,,,
updated,,decrease,decrease,49460,10,10,221618,221618,　スペイン　ハモン・クラード　スライス６０ｇ,0,0,0,6,-6,6,49035,,,
updated,,decrease,decrease,49753,11,11,222875,222875,　小倉秋一商店　焼あご６２ｇ,7,0,7,13,-6,6,49328,,,
updated,,decrease,decrease,49954,21,21,181068,181068,　サントリー　－１９６無糖　アセロラ３５０ｍｌ,60,0,60,66,-6,6,49529,,,
updated,,decrease,decrease,49965,21,21,181104,181104,　アサヒ　ジノン　レモン５００ｍｌ,35,0,35,41,-6,6,49540,,,
updated,,decrease,decrease,49972,21,21,181175,181175,×キリン　プレミアムジンソーダ　杜の香３５０ｍｌ,15,0,15,21,-6,6,49547,,,
created,,increase,create,50413,91,91,153716,153716,　ヴィアヘロ　白　３Ｌ,6,0,6,0,6,6,56216,11,ZZ-1,item_default_location
updated,,decrease,decrease,50582,7,7,287357,287357,　テーケーエム　トリュフクラッカー　３枚１８袋,24,0,24,30,-6,6,50137,,,
updated,,decrease,decrease,50778,8,8,184178,184178,　キリン　本搾り　グレープフルーツ　３５０ｍｌ,294,0,294,300,-6,6,50333,,,
updated,,decrease,decrease,50965,8,8,287319,287319,　福井精米　福井県産コシヒカリ１０Ｋｇ新米,16,0,16,22,-6,6,50520,,,
updated,,decrease,decrease,50968,8,8,287330,287330,　一風堂　白丸ポテトスティック４３ｇ,10,0,10,16,-6,6,50523,,,
updated,,decrease,decrease,51299,10,10,184155,184155,　サントリー　ほろよい　レモみかん３５０ｍｌ,34,0,34,40,-6,6,50854,,,
updated,,decrease,decrease,51499,91,91,112330,112330,　真名鶴純米大吟醸　奏雨７２０ｍｌ,6,2,4,10,-6,6,52119,,,
updated,,decrease,decrease,51644,1,1,251113,251113,　アサヒ　未来のノンアルレモンサワー３４５ｍｌ,570,0,570,576,-6,6,51610,,,
updated,,decrease,decrease,51661,4,4,251113,251113,　アサヒ　未来のノンアルレモンサワー３４５ｍｌ,570,0,570,576,-6,6,51703,,,
created,,increase,create,51662,71,71,123565,123565,　２２°本格麦焼酎　宗政ワイン酵母仕込１．８Ｌ（麦）,6,0,6,0,6,6,56217,332,Z-0-0,z00_fallback
updated,,decrease,decrease,51669,8,8,251113,251113,　アサヒ　未来のノンアルレモンサワー３４５ｍｌ,1146,0,1146,1152,-6,6,51819,,,
created,,increase,create,51756,22,22,112525,112525,　黒龍　大吟醸　龍１．８Ｌ,6,0,6,0,6,6,56218,2706,Z-0-0,z00_fallback
created,,increase,create,51759,22,22,112888,112888,　黒龍　大吟醸７２０ｍｌ,6,0,6,0,6,6,56219,2706,Z-0-0,z00_fallback
created,,increase,create,51766,10,10,112779,112779,　黒龍　大吟醸１．８Ｌ,6,0,6,0,6,6,56220,326,Z-0-0,z00_fallback
created,,increase,create,51810,91,91,119288,119288,　白龍　特別純米　恐竜辞典　フクイベナートル７２０ｍｌ,6,0,6,0,6,6,56221,2671,YX-0-000,existing_lot_location
created,,increase,create,51838,71,71,141264,141264,　越の磯　いちほまれエール３３０ｍｌ,6,0,6,0,6,6,56222,332,Z-0-0,z00_fallback
created,,increase,create,52061,71,71,122998,122998,　２５°つるつるいっぱい２Ｌ（麦）パック,6,0,6,0,6,6,56223,332,Z-0-0,z00_fallback
created,,increase,create,52079,3,3,117010,117010,○合成酒旗揚げパック１．８Ｌ,6,0,6,0,6,6,56224,17,ZZ-1-100,item_default_location
