status,message,direction,mode,real_stock_id,warehouse_id,warehouse_code,item_id,item_code,item_name,real_current,real_reserved,real_available,pickable_available,delta,applied_qty,lot_ids,location_id,location_code,location_source
updated,,decrease,decrease,51361,10,10,249001,249001,　肴屋　サラミソーセージ　２４２ｇ,51,0,51,54,-3,3,50916,,,
updated,,decrease,decrease,51412,11,11,112056,112056,　梵　吟撰７２０ｍｌ　（箱有）,31,0,31,34,-3,3,50967,,,
updated,,decrease,decrease,51532,91,91,112720,112720,　永平寺白龍　純米大吟醸　生貯蔵酒３００ｍｌ,1,6,0,3,-3,3,52176,,,
created,,increase,create,51556,91,91,157137,157137,　シャトー　オーブランダ　７５０ｍｌ,3,0,3,0,3,3,56331,327,Z-0-0,z00_fallback
created,,increase,create,51696,22,22,118504,118504,　神蔵　ＫＡＧＵＲＡ　純米無濾過生原酒　ルリ７２０ｍｌ,3,0,3,0,3,3,56332,2706,Z-0-0,z00_fallback
created,,increase,create,51728,91,91,221859,221859,　協同インターナショナル　モモマイルド生ハム切り落とし１２０ｇ,3,0,3,0,3,3,56333,327,Z-0-0,z00_fallback
created,,increase,create,51738,91,91,261194,261194,　ジェラールセレクション　ブルーチーズ１２５ｇ,3,0,3,0,3,3,56334,327,Z-0-0,z00_fallback
created,,increase,create,51739,91,91,221277,221277,　トーレ・デ・ヌニエズ　ハモンセラーノ１４ヶ月熟成６０ｇ,3,0,3,0,3,3,56335,327,Z-0-0,z00_fallback
created,,increase,create,51757,22,22,112272,112272,　黒龍　大吟醸　龍７２０ｍｌ,3,0,3,0,3,3,56336,2706,Z-0-0,z00_fallback
created,,increase,create,52076,8,8,142691,142691,　ＯＵＲ　ＢＲＥＷＩＮＧ　ディノ・キング３６５ｍｌ缶,3,0,3,0,3,3,56337,329,Z-0-0,z00_fallback
created,,increase,create,52077,8,8,142677,142677,　ＯＵＲ　ＢＲＥＷＩＮＧ　ホッピー・アワー３６５ｍｌ缶,3,0,3,0,3,3,56338,5,ZZ-1-100,item_default_location
created,,increase,create,52125,11,11,155487,155487,　モエ＆ＣＨ　アイスアンペリアル７５０ｍｌ,3,0,3,0,3,3,56339,330,Z-0-0,z00_fallback
created,,increase,create,52229,1,1,141270,141270,　金澤麦酒　ゴルトバッハ３３０ｍｌ,3,0,3,0,3,3,56340,2708,Z-0-0,z00_fallback
created,,increase,create,52236,9,9,132026,132026,　トマーティン　レガシー　７００ｍｌ,3,0,3,0,3,3,56341,2710,Z-0-0,z00_fallback
updated,,decrease,decrease,52255,22,22,286067,286067,　国産　親どり　もも串　２５ｇ２５本,13,0,13,16,-3,3,53745,,,
created,,increase,create,52267,8,8,131384,131384,　サントリー響　ブレンダーズチョイス　ミニセレクション　１００ｍｌ,3,0,3,0,3,3,56342,329,Z-0-0,z00_fallback
created,,increase,create,52270,8,8,132941,132941,　マッカラン　ダブルカスク　１２年　ミニセレクション　１００ｍｌ,3,0,3,0,3,3,56343,329,Z-0-0,z00_fallback
created,,increase,create,52273,8,8,135005,135005,　マッカラン　１８年　ミニセレクション　１００ｍｌ,3,0,3,0,3,3,56344,329,Z-0-0,z00_fallback
created,,increase,create,52277,4,4,112789,112789,　花垣生貯蔵酒（本醸造）３００ｍｌ,3,0,3,0,3,3,56345,14,ZZ-1-100,item_default_location
created,,increase,create,52278,2,2,132192,132192,　ザ・マッカラン１８年　７００ｍｌ,3,0,3,0,3,3,56346,2709,Z-0-0,z00_fallback
created,,increase,create,52535,11,11,135005,135005,　マッカラン　１８年　ミニセレクション　１００ｍｌ,3,0,3,0,3,3,56347,330,Z-0-0,z00_fallback
created,,increase,create,52552,2,2,632077,632077,　はごろもフーズ業務用スパゲティー１．６ｍｍ１Ｋｇ,3,0,3,0,3,3,56348,8,ZZ-1-100,item_default_location
created,,increase,create,52554,2,2,247370,247370,　秋田屋　メキシコ産オレンジはちみつ３００ｇ,3,0,3,0,3,3,56349,2709,Z-0-0,z00_fallback
created,,increase,create,52636,1,1,131384,131384,　サントリー響　ブレンダーズチョイス　ミニセレクション　１００ｍｌ,3,0,3,0,3,3,56350,2708,Z-0-0,z00_fallback
created,,increase,create,52639,1,1,132941,132941,　マッカラン　ダブルカスク　１２年　ミニセレクション　１００ｍｌ,3,0,3,0,3,3,56351,2708,Z-0-0,z00_fallback
created,,increase,create,52646,3,3,135005,135005,　マッカラン　１８年　ミニセレクション　１００ｍｌ,3,0,3,0,3,3,56352,328,Z-0-0,z00_fallback
