status,message,direction,mode,real_stock_id,warehouse_id,warehouse_code,item_id,item_code,item_name,real_current,real_reserved,real_available,pickable_available,delta,applied_qty,lot_ids,location_id,location_code,location_source
updated,,decrease,decrease,42667,7,7,248634,248634,　華おかき　醤油鬼っ子１２０ｇ,19,0,19,20,-1,1,42334,,,
updated,,decrease,decrease,42672,7,7,249207,249207,　ロアカー　パティスリー　ノアーオレンジ１００ｇ,0,0,0,1,-1,1,42339,,,
updated,,decrease,decrease,42677,7,7,249407,249407,　アイケーフーズ　シューラスク　ミルク４０ｇ,6,0,6,7,-1,1,42344,,,
updated,,decrease,decrease,42680,7,7,249413,249413,　横山食品　さつまチップ１７０ｇ,8,0,8,9,-1,1,42347,,,
updated,,decrease,decrease,42685,7,7,249433,249433,　牛角　やみつきになる！塩キャベツのたれ　塩にんにく味２１０ｇ,11,0,11,12,-1,1,42352,,,
updated,,decrease,decrease,42693,7,7,249649,249649,　野村煎豆加工店　やっぱりまじめ　午後のミレービスケット７０ｇ,17,0,17,18,-1,1,42360,,,
updated,,decrease,decrease,42697,7,7,249727,249727,　日の出製粉　ロン龍　ごま塩味１袋,51,0,51,52,-1,1,42364,,,
updated,,decrease,decrease,42699,7,7,249833,249833,　稲葉　クレイジーソルトナッツ１２６ｇ,20,0,20,21,-1,1,42366,,,
updated,,decrease,decrease,42700,7,7,249834,249834,　稲葉　アーモンドフィッシュ９０ｇ,16,0,16,17,-1,1,42367,,,
updated,,decrease,decrease,42705,8,8,114096,114096,　松竹梅　上撰パック２Ｌ,8,0,8,9,-1,1,42372,,,
updated,,decrease,decrease,42707,8,8,114117,114117,　黄桜辛口一献パック３Ｌ,6,0,6,7,-1,1,42374,,,
updated,,decrease,decrease,42709,8,8,114122,114122,　松竹梅　澪フローズン　パウチ１００ｍｌ,0,0,0,1,-1,1,42376,,,
updated,,decrease,decrease,42713,8,8,114131,114131,　白鶴まる辛口パック２Ｌ,9,0,9,10,-1,1,42380,,,
updated,,decrease,decrease,42714,8,8,114132,114132,　白鶴まる辛口パック３Ｌ,11,0,11,12,-1,1,42381,,,
updated,,decrease,decrease,42715,8,8,114134,114134,　日本盛糖質・プリン体ゼロパック２Ｌ,2,0,2,3,-1,1,42382,,,
updated,,decrease,decrease,42722,8,8,114189,114189,　松竹梅天（てん）　飲みごたえ辛口パック３Ｌ,8,0,8,9,-1,1,42389,,,
