item_id,item_code,item_name,real_stock_id,parent_current,parent_available,default_id,default_location_id,default_shelf,oracle_status,oracle_shelf,location_id,location_floor_id
131306,131306,×サントリー　角瓶　黒　４３°ジャンボ　１．９２Ｌ,,,,,,,single,J02110,2904,11
134008,134008,　ルイジャド　マールドブルゴーニュ　７００ｍｌ,,,,,,,single,E06402,2905,11
134089,134089,　カミュ　ボルドリ　ＸＯ　７００ｍｌ,,,,,,,single,H06313,2906,11
141001,141001,　キリン　秋味　中瓶５００ｍｌ,,,,,,,single,AA0010,2907,10
141032,141032,×キリン　一番搾り　黒生　小瓶３３４ｍｌ,,,,,,,single,D05202,2908,11
141034,141034,　キリン　秋味　大瓶６３３ｍｌ,,,,,,,single,AA0010,2907,10
141047,141047,　キリン麒麟淡麗＜生＞　大瓶６３３ｍｌ,,,,,,,single,AA0003,2909,10
141089,141089,×アサヒスーパードライ　ドライプレミアム中瓶５００ｍｌ,,,,,,,single,AA0006,2910,10
141248,141248,×アサヒ　スーパードライ　ザ・クール　小瓶３３４ｍｌ,,,,,,,single,B01103,2911,11
142001,142001,×アサヒスーパードライ　ドライプレミアム３５０ｍｌ,,,,,,,single,AD0000,2912,10
142011,142011,×アサヒスーパードライ　ドライプレミアム５００ｍｌ,,,,,,,single,AE0000,2913,10
142029,142029,×粋生プレミアムＢＥＥＲ３５０ｍｌ,,,,,,,single,AD0000,2912,10
142032,142032,×ギネスドラフト　サージャー用缶３５０ｍｌ,,,,,,,single,K08205,2914,10
142044,142044,　シメイレッドラベル３３０ｍｌ,,,,,,,single,W06309,2915,11
142047,142047,×アサヒ　スーパードライブラック３５０ｍｌ,,,,,,,single,K08306,2916,10
142221,142221,　アサヒ　スーパードライ　瞬冷辛口３５０ｍｌ,,,,,,,single,M07103,2917,10
143013,143013,　サッポロ　エビス２５０ｍｌ,52823,-24,-24,,,,single,K07202,2918,10
143131,143131,　サントリーザ・モルツ５００ｍｌ,,,,,,,single,K08203,2919,10
143178,143178,　キリンクラシックラガー３５０ｍｌ,,,,,,,single,AD0000,2912,10
143180,143180,　キリンクラシックラガー５００ｍｌ,,,,,,,single,AE0000,2913,10
143217,143217,　アサヒ　生ビール　黒生　生樽１０Ｌ,,,,,,,single,AG30KN,2920,10
145002,145002,　サッポロエビス＜黒＞１０Ｌ樽,52294,0,0,,,,single,AG30EK,2921,10
147013,147013,×キリン淡麗Ｗ（ダブル）３５０ｍｌ缶,,,,,,,single,AD0000,2912,10
147015,147015,　キリン淡麗Ｗ（ダブル）５００ｍｌ缶,,,,,,,single,AE0000,2913,10
147023,147023,×ＩＢＪ粋生ゴールドラベル３３０ｍｌ,,,,,,,single,AD0000,2912,10
147030,147030,×アサヒ本生ドラフト３５０ｍｌ,,,,,,,single,K08101,2922,10
147031,147031,×ＩＢＪ粋生ゴールデングリーン３３０ｍｌ,,,,,,,single,AD0000,2912,10
147033,147033,　アサヒ本生アクアブルー３５０ｍｌ,,,,,,,single,K06301,2923,10
147045,147045,　サントリー　ジョッキ生　３５０ｍｌ,,,,,,,single,AD0000,2912,10
147047,147047,　サッポロ北海道生搾りみがき麦３５０ｍｌ,52632,0,0,,,,single,K05202,2924,10
147049,147049,×キリン　濃い味　糖質ゼロ　３５０ｍｌ,,,,,,,single,AD0000,2912,10
147050,147050,　キリンゼロ３５０ｍｌ,,,,,,,single,K08309,2925,10
147054,147054,　旬麦の輝き３５０ｍｌ,,,,,,,single,AC0011,2926,10
147056,147056,×キリン　濃い味　糖質ゼロ　５００ｍｌ,,,,,,,single,AE0000,2913,10
147063,147063,×アサヒ　一番麦　３５０ｍｌ,,,,,,,single,K08304,2927,10
147071,147071,　サントリー　金麦　クリアラベル３５０ｍｌ,,,,,,,single,AD0000,2912,10
147072,147072,　アサヒブルーラベル　５００ｍｌ,,,,,,,single,C11405,2928,10
147082,147082,　サントリー　金麦　クリアラベル５００ｍｌ,,,,,,,single,AE0000,2913,10
147083,147083,　ＩＢＪ粋生プレミアム５００ｍｌ,,,,,,,single,AE0000,2913,10
147086,147086,　旬の麦３３０ｍｌ,,,,,,,single,A00000,2929,10
147094,147094,×キリン　濃い味　デラックス３５０ｍｌ,,,,,,,single,AD0000,2912,10
147095,147095,×キリン　濃い味　デラックス５００ｍｌ,,,,,,,single,AE0000,2913,10
147097,147097,　アサヒ　クリアアサヒ　プライムリッチ３５０ｍｌ,,,,,,,single,AD0000,2912,10
147099,147099,　サントリーグランドライ３５０ｍｌ缶,,,,,,,single,A00000,2929,10
147105,147105,×キリン　澄みきり３５０ｍｌ,,,,,,,single,AD0000,2912,10
147106,147106,×キリン　澄みきり５００ｍｌ,,,,,,,single,AE0000,2913,10
149033,149033,　３３３（バーバーバー）　瓶３５５ｍｌ,,,,,,,single,W06114,2930,11
184174,184174,　ＩＢＪ粋生プレミアム３５０ｍｌ,,,,,,,single,AD0000,2912,10
184183,184183,　キリン　のどごし＜生＞２５０ｍｌ,,,,,,,single,K07201,2931,10
184499,184499,　ＩＢＪ粋生プレミアム　グリーン３５０ｍｌ,,,,,,,single,AD0000,2912,10
184767,184767,×サッポロドラフトワン３５０ｍｌ,,,,,,,single,K08308,2932,10
185014,185014,×サッポロ麦とホップ３５０ｍｌ,,,,,,,single,K08307,2933,10
185015,185015,×サッポロ麦とホップ５００ｍｌ,,,,,,,single,M01101,2934,10
185029,185029,　キリンコクの時間　３５０ｍｌ,,,,,,,single,M01105,2935,10
151225,151225,×メルシャン　ワインライフパック　赤　１．８Ｌ,,,,,,,single,I02110,2936,11
151226,151226,×メルシャン　ワインライフパック　白　１．８Ｌ,,,,,,,single,K09315,2937,10
151227,151227,　メルシャン　ワインライフパック　ロゼ　１．８Ｌ,,,,,,,single,I09121,2938,11
152113,152113,　ル　デュモン　ボージョレヌーヴォー　ＶＶ　７５０ｍｌ,,,,,,,single,YBN000,2939,10
152175,152175,　アンリ　フェッシ　ボージョレ　ヌーヴォー　３７５ｍｌ,,,,,,,single,YBN000,2939,10
152514,152514,　シャトーデマラドレ　ボージョレヴィラージュヌーヴォー　７５０ｍｌ,,,,,,,single,YBN000,2939,10
152540,152540,×エルコルティホ　カベルネソービニヨン（赤）　３Ｌ,,,,,,,single,AC0010,2940,10
152541,152541,　エルコルティホ　ソービニヨンブラン（白）　３Ｌ,,,,,,,single,AC0010,2940,10
152703,152703,×キリエラ　ロッソ　５００ｍｌ,,,,,,,single,I07314,2941,11
152794,152794,　ＪＰシェネ　ボージョレヌーヴォー　パック　１８７ｍｌ,,,,,,,single,YBN000,2939,10
152805,152805,　エリックパルドン　ボージョレヌーヴォー　７５０ｍｌ,,,,,,,single,YBN000,2939,10
154002,154002,　チンザノ　ビアンコ７５０ｍｌ,,,,,,,single,E03310,2942,11
154528,154528,　シャトーデロージュ　ボージョレヴィラージュヌーヴォーＶＶ　７５０ｍｌ,,,,,,,single,YBN000,2939,10
154633,154633,　デュブッフ　ボージョレ　ヌーヴォー　３７５ｍｌ,,,,,,,single,YBN000,2939,10
155401,155401,　サンテロ　ピノ　ロゼ　７５０ｍｌ,52299,0,0,,,,single,I09323,2943,11
155648,155648,　ペリエジュエ　ブランドブラン　７５０ｍｌ,,,,,,,single,I08102,2944,11
156043,156043,　エリックパルドン　ボージョレヴィラージュ　ヌーヴォー　３７５ｍｌ,,,,,,,single,YBN000,2939,10
156185,156185,×ウインダムエステート　ピノノワール　ＢＩＮ３３３　７５０ｍｌ,,,,,,,single,I03419,2945,11
156420,156420,　テールセクレット　マコンヴィラージュヌーヴォー　７５０ｍｌ,,,,,,,single,YBN000,2939,10
156487,156487,×ピエール＆レミー　カベルネソービニヨン　３７５ｍｌ,,,,,,,single,I05407,2946,11
156634,156634,　ジャンドロレール　ボージョレヌーヴォー　７５０ｍｌ,,,,,,,single,YBN000,2939,10
156677,156677,　ルロワ　ボージョレヴィラージュ　プリムール　７５０ｍｌ,,,,,,,single,YBN000,2939,10
156987,156987,　ジャンロロン　ボージョレヴィラージュヌーヴォー　リフト６９　７５０ｍｌ,,,,,,,single,YBN000,2939,10
157314,157314,　マリーシェルメット　ロゼ　ボージョレヌーヴォー　７５０ｍｌ,,,,,,,single,YBN000,2939,10
157835,157835,　フェルナンドラロッシュ　ボージョレヌーヴォー　ＰＥＴ　７５０ｍｌ,,,,,,,single,YBN000,2939,10
157990,157990,　カゼマッテ　ネロダーヴォラ　７５０ｍｌ,,,,,,,single,I07418,2947,11
158600,158600,　マリーシェルメット　ボージョレヌーヴォー　グリオット　３７５ｍｌ,,,,,,,single,YBN000,2939,10
158603,158603,　ラブレロワ　ボージョレ　ヌーヴォー　７５０ｍｌ,,,,,,,single,YBN000,2939,10
159041,159041,　シャトー　レ　モワンヌ　’０６　７５０ｍｌ,,,,,,,single,D01106,2948,11
159113,159113,　レザレ　ド　セノザン　シャルドネ　７５０ｍｌ,,,,,,,single,I09213,2949,11
159126,159126,　フルール　ド　クルティヤック　７５０ｍｌ,,,,,,,single,I03103,2950,11
171169,171169,　中野ＢＣ　パインアメサワーの素６００ｍｌ,,,,,,,single,G03302,2951,11
171275,171275,　ニッカ　ザ　バーテンダージントニック　１．８Ｌ,,,,,,,single,H04202,2952,11
171453,171453,　合同　トーキョーハイボールの素　しそ梅風味７２０ｍｌ,,,,,,,single,H06402,2953,11
171516,171516,　明利　梅酒　うめ物語　５００ｍｌ,,,,,,,single,H05307,2954,11
171687,171687,　北岡本店　ヨーグルト　北の牧場から　１．８Ｌ,52105,0,0,,,,single,I08108,2955,11
171723,171723,　国盛ざくろのお酒　梅酒仕立てパック１Ｌ,,,,,,,single,G03218,2956,11
171810,171810,　キリン樽詰レモンハイ１５Ｌ,,,,,,,single,AG30TL,2957,10
173002,173002,　東酒造　黒酒　金ラベル　ペット１．８Ｌ（灰持酒）,52629,0,0,,,,single,H06110,2958,11
184020,184020,×宝　カンチューハイＤＸ　たっぷりリンゴ　２５０,,,,,,,single,K05102,2959,10
184059,184059,×アサヒカクテルＰ　マンゴーマイタイ３５０ｍｌ,,,,,,,single,K06204,2960,10
184071,184071,　アサヒ　カクテルＰ　メロンバニラ３５０ｍｌ,,,,,,,single,M05201,2961,10
184148,184148,　サントリー　－１９６無糖　クリア７％　３５０ｍｌ,,,,,,,single,K07201,2931,10
184157,184157,×宝　カンチューハイＤＸ　たっぷりＧＦ　２５０ｍｌ,,,,,,,single,K08103,2962,10
184228,184228,×サントリー　カロリ　地中海レモン　３５０ｍｌ,,,,,,,single,M05101,2963,10
184238,184238,×サントリー　カロリ　白桃　３５０ｍｌ,,,,,,,single,M05103,2964,10
184258,184258,　ハイリキ　レモン３５０ｍｌ缶,52506,0,0,,,,single,G02214,2965,11
184261,184261,　サントリー　チューハイ烏龍割　３３５ｍｌ,,,,,,,single,M02208,2966,10
184270,184270,×キリン　氷結　ゆずレモン３５０ｍｌ,,,,,,,single,M07101,2967,10
184296,184296,×スミノフアイスドライ２７５ｍｌ,,,,,,,single,M01311,2968,10
184305,184305,×アサヒ　カクテルＰ　カシスオレンジ　３５０ｍｌ,,,,,,,single,M03403,2969,10
184392,184392,　アサヒ　カルピスサワー　３５０ｍｌ,,,,,,,single,G01103,2970,11
184461,184461,×スミノフアイス　ライムスプラッシュ２７５ｍｌ,,,,,,,single,K09106,2971,10
184544,184544,　サントリー　ソウルマッコリ　３５０ｍｌ,,,,,,,single,G02213,2972,11
184557,184557,×宝スッキリ果実のお酒　巨峰２５０ｍｌ,,,,,,,single,M05108,2973,10
184558,184558,×宝　スッキリ果実のお酒　ライチ２５０ｍｌ,,,,,,,single,M01105,2935,10
184577,184577,×サントリー　カロリ　マンゴー　３５０ｍｌ,,,,,,,single,AY1000,2974,10
184584,184584,×キリン　ワインスプリッツァ　白　３５０ｍｌ,,,,,,,single,C10409,2975,10
184628,184628,×キリン　ワインスプリッツァ　ロゼ　３５０ｍｌ,,,,,,,single,C11104,2976,10
184653,184653,×白鶴ぷるぷる柚子酒スパークリングゼリー１９０ｍｌ,,,,,,,single,M01408,2977,10
184695,184695,×アサヒ　カクテルＰ　ジントニック　３５０ｍｌ,,,,,,,single,M05202,2978,10
184696,184696,×アサヒ　カクテルＰ　スクリューＤ　３５０ｍｌ,,,,,,,single,M05203,2979,10
184697,184697,×アサヒ　カクテルＰ　ソルティドッグ　３５０ｍｌ,,,,,,,single,M05206,2980,10
184712,184712,×キリン氷結　レモン　２５０ｍｌ,,,,,,,single,M08109,2981,10
184754,184754,×スカイブルー　２７５ｍｌ,,,,,,,single,B14102,2982,11
184771,184771,×アサヒ　カクテルＰ　ピーチ＆オレンジ　３５０ｍｌ,,,,,,,single,K06205,2983,10
185399,185399,×キリン　氷結ストロング　サワーレモン３５０ｍｌ,,,,,,,single,M08308,2984,10
210004,210004,×キリンボルヴィック５００ｍｌ,,,,,,,single,H03206,2985,11
210006,210006,　ブルボンイオンウォーター５００ｍｌ,,,,,,,single,M07105,2986,10
210044,210044,×キリンアルカリイオンの水２Ｌペット,,,,,,,single,AA0050,2987,10
210060,210060,×サントリー草原物語ミルク１９０ｇ,,,,,,,single,N01105,2988,10
210091,210091,　サンペレグリノ２５０ｍｌ,,,,,,,single,M06305,2989,10
210175,210175,×オーシャンスプレークランベリー９００ｍｌペット,,,,,,,single,R02207,2990,11
210300,210300,×サントリー　天然水　自販機用５５０ｍｌ,,,,,,,single,F07000,2991,11
210747,210747,　キリン　カラダＦＲＥＥ３５０ｍｌ,,,,,,,single,M08312,2992,10
210861,210861,　中村商店　キャプテン　カシス６００ｍｌ,,,,,,,single,G03313,2993,11
211001,211001,×キリンレモン２００ｍｌ瓶,,,,,,,single,B08102,2994,11
211015,211015,×コカコーラ１．５Ｌペット,,,,,,,single,K07104,2995,10
211018,211018,×コカコーラ　ファンタ　グレープ１．５Ｌペット,,,,,,,single,K07303,2996,10
211057,211057,　ハタ鉱泉よいこの泡びぃー３３０ｍｌ,,,,,,,single,C11102,2997,10
211118,211118,×ファンタ　グレープ瓶２００ｍｌ,,,,,,,single,C10101,2998,10
211151,211151,　サントリーＣＣレモン　リフレッシュゼロ５００ｍｌ,,,,,,,single,C09205,2999,11
211174,211174,　アサヒ　十六茶６６０ｍｌペット,,,,,,,single,D09205,3000,11
211178,211178,×キリン　メッツ　ｆｏｒ　ＰＲＯ　ソーダ２００ｍｌ６缶,,,,,,,single,D11203,3001,10
211196,211196,　カクテスプレーンソーダ１．５Ｌペット,,,,,,,single,M08215,3002,10
211249,211249,×キリン　フリー３５０ｍｌ缶,,,,,,,single,K06101,3003,10
211250,211250,×キリン　フリー３３４ｍｌ瓶,,,,,,,single,AC0001,3004,10
211254,211254,×コカコーラ２８０ｍｌ缶,,,,,,,single,K06104,3005,10
211255,211255,×コカコーラ　ゼロ２８０ｍｌ缶,,,,,,,single,M01105,2935,10
211307,211307,×コカコーラ　カナダドライ　ジンジャーエール１．５Ｌ,,,,,,,single,H03106,3006,11
211350,211350,　アップルタイザー　瓶２７５ｍｌ,,,,,,,single,F07102,3007,11
211371,211371,×キリンゼロハイ　シチリア産レモン３５０ｍｌ,,,,,,,single,C10407,3008,10
211373,211373,×キリンゼロハイ　グレープフルーツ３５０ｍｌ,,,,,,,single,C10406,3009,10
211380,211380,　アサヒ　ゼロカク　カシスオレンジテイスト３５０ｍｌ,,,,,,,single,M01103,3010,10
211418,211418,×くら寿司　シャリコーラ１５０ｍｌ,,,,,,,single,L07103,3011,11
211577,211577,　川崎飲料　塩レモンサイダー３４０ｍｌ,,,,,,,single,C10307,3012,10
211771,211771,×コカコーラ　コカコーラ　缶　２５０ｍｌホレカ,,,,,,,single,F06203,3013,11
211886,211886,　アップルタイザー　瓶７５０ｍｌ,,,,,,,single,G04104,3014,11
212011,212011,　大塚ファイブミニプラス１００ｍｌ,,,,,,,single,M04204,3015,10
212033,212033,　大塚マッチ５００ｍｌペット,,,,,,,single,D16204,3016,10
212055,212055,×キリンアルカリイオンの水５００ｍｌ,,,,,,,single,D16300,3017,10
212077,212077,　大塚エネルゲン３４０ｍｌ缶,,,,,,,single,M01110,3018,10
212085,212085,×関西薬品　最強実感　ウコンにおまかせ１００ｍｌ,,,,,,,single,D11104,3019,10
212291,212291,×大塚マッチボトル缶３００ｍｌ,,,,,,,single,H08209,3020,11
213008,213008,　サントリー　ニチレイ　アセロラ　リフレッシュ４３０ｍｌ,,,,,,,single,M03309,3021,10
213011,213011,×ＩＢＪグレープフルーツジュース１００％１９０ｍｌ,,,,,,,single,Z01206,3022,11
213014,213014,×アサヒ　バヤリースホテルＢＦ　アップル１００１．５Ｌ,,,,,,,single,D14103,3023,10
213042,213042,×カゴメ１００ＣＡＮ　ホワイトＧＦ１６０ｍｌ,,,,,,,single,K08202,3024,10
213048,213048,　アサヒ　バヤリース　オレンジ３５０ｍｌ缶,,,,,,,single,M04110,3025,10
213058,213058,×デルモンテ　１００％アップルジュース１６０ｇ,,,,,,,single,G01403,3026,11
213095,213095,×ポン　オレンジペット３５０ｍｌ,,,,,,,single,K07303,2996,10
213101,213101,×カゴメトマトジュース無塩９００ｍｌペット,,,,,,,single,M07206,3027,10
213110,213110,　三田飲料　ｐｌｕｓ　ヒアルロン酸とコラーゲン　カムカム１Ｌ,,,,,,,single,G02419,3028,11
213124,213124,×キリンオレンジ２００ｍｌ瓶,,,,,,,single,C07102,3029,11
213140,213140,　サントリー　ＣＣレモン１．５Ｌペット,,,,,,,single,D15307,3030,10
213153,213153,　ジューシーピンクグレープフルーツ１Ｌパック,,,,,,,single,L09202,3031,11
213168,213168,　伊藤園充実野菜９３０ｇ,,,,,,,single,M05403,3032,10
213196,213196,×コカコーラ　Ｑｏｏ　りんご１．５Ｌ,,,,,,,single,K07306,2897,10
213221,213221,　伊藤園１日分の野菜ベジタブル１００２００ｍｌ,,,,,,,single,M01302,3033,10
213259,213259,　不二家ネクターミックス３５０ｍｌ,,,,,,,single,M04101,3034,10
214020,214020,×コカコーラ　ジョージア　エメラルドＭＢ　ブラック１８５ｇマルチ,,,,,,,single,H08208,3035,11
214021,214021,　ダイドーブレンド１８５ｇ,,,,,,,single,M01405,3036,10
214048,214048,　キリン　午後の紅茶　ミルクティー１．５Ｌ,,,,,,,single,M02206,3037,10
214056,214056,×ＵＣＣ職人の珈琲　アイスコーヒー　低糖９００ｍｌ,,,,,,,single,M01103,3010,10
214083,214083,　キリンファイア　挽きたて微糖１８５ｇ,,,,,,,single,N01103,3038,10
214091,214091,　ＵＣＣ　ブラック無糖１８５ｇ,,,,,,,single,M03304,3039,10
214098,214098,　アサヒ　ワンダ　プレミアムゼロ１８５ｇ,,,,,,,single,M01108,3040,10
214193,214193,×アサヒワンダ　ゴールドブラック１８５ｇ缶,,,,,,,single,M08410,3041,10
215052,215052,　キリン烏龍茶　極烏＜ごくう＞２Ｌ,,,,,,,single,D15300,3042,10
215064,215064,　コカコーラ綾鷹　４４０ｍｌ加温ＰＥＴ,,,,,,,single,M05409,3043,10
215087,215087,　アサヒ　十六茶２Ｌペット,,,,,,,single,M01106,3044,10
215157,215157,　大塚ジャワティーストレート　レッド５００ｍｌペット,,,,,,,single,M07208,3045,10
215227,215227,×神戸茶房烏龍茶２ＬＰＥＴ,51946,0,0,,,,single,AA0052,3046,10
215231,215231,×神戸茶房緑茶２ＬＰＥＴ,51966,0,0,,,,single,AA0051,3047,10
215232,215232,　伊藤園　おーいお茶　緑茶４６０ｍｌ自販機用ＰＥＴ,,,,,,,single,B03102,3048,11
215296,215296,　伊藤園　おーいお茶　緑茶１９０ｍｌ缶,,,,,,,single,K08304,2927,10
215298,215298,×コカコーラ爽健美茶　すっきりブレンド５２５ｍｌ,,,,,,,single,D10204,3049,10
215343,215343,×ＩＢＪウーロン茶３４０ｇ,,,,,,,single,D16101,3050,10
215358,215358,　伊藤園　伝承の健康茶　そば茶２Ｌ,,,,,,,single,C05104,3051,11
215364,215364,　ＩＢＪ緑茶５００ｍｌ,,,,,,,single,Z00105,3052,11
216031,216031,×サントリー日本の天然水３６０ｍｌ瓶,,,,,,,single,B15106,3053,11
223035,223035,　ネスレミロ　袋２４０ｇ,,,,,,,single,I02207,3054,11
231100,231100,　ＱＦ　フライドレンコン１００ｇ,,,,,,,single,I01406,3055,11
231156,231156,　日清　フラワー１Ｋｇ,,,,,,,single,I10308,3056,11
231641,231641,　ハウス　ねりからし１７５ｇ,,,,,,,single,I01413,3057,11
231867,231867,　ソル・デル・リマリ　エクストラヴァージンオリーブオイル５００ｍｌ,,,,,,,single,I10209,3058,11
241123,241123,　中村商店　グリーンプラムシロップ６００,,,,,,,single,G03307,3059,11
246017,246017,　ＰＩＺＺＡＲＥＶＯ　極　マルゲリータ１枚,52827,0,0,,,,single,YB0000,3060,10
246600,246600,×ニチレイ本和風唐揚げ１Ｋｇ,,,,,,,single,Y02200,3061,10
247185,247185,　ヤマザキビスケットルヴァン　全粒粉クラッカーＳ３９枚,,,,,,,single,I01205,3062,11
249543,249543,　泊　業務用福神漬２Ｋｇ,,,,,,,single,I01304,3063,11
249984,249984,　ベストわさび,,,,,,,single,I10401,3064,11
621044,621044,　オリベート　スパゲティ　ナポリタン３００ｇ,,,,,,,single,YB2400,3065,10
621045,621045,　オリベートスパゲティ　ミートソース３００ｇ,,,,,,,single,YB2400,3065,10
621046,621046,　オリベート　スパゲティカルボナーラソース３００ｇ,,,,,,,single,YB2400,3065,10
631683,631683,　エバラ食品　タコライスソース１Ｌ,,,,,,,single,I10206,3066,11
632309,632309,　日清製粉　カメリア　チャック付１Ｋｇ,51604,0,0,,,,single,I02206,3067,11
632795,632795,　日本製粉　韓国お好み焼きミックス１Ｋｇ,52242,0,0,,,,single,I11410,3068,11
633570,633570,　アサノ食品　五目釜めしの素２３０ｇ,,,,,,,single,I10306,3069,11
